,,,,,,,,,,,,,,,,,,,, strut Time,strut time ,Tag Colours,Tag Colours,num of Struts,Distance to Hens category,distance to hens comments,Fights,copulation Tag Colours,copulation,copulation time,num copulations,OTHER FIGHTS AND COMMENTS
28,30-04-1988,5:20,6:07,SYBILLE SPRINGS,Burton,,0 to 5,0 to 5,No,No,,Good - no frost,,"Coyote, marsh hawk",,5:20,33,0,No females,,,,,,,,,,,,,"Not much strutting - interrupted by a coyote early then by a marsh hawk. Tag YG, YO. "
,,,,,,,,,,,,,,,,5:30,33,0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,5:45,24,0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,06-05-1988,5:15,6:01,SYBILLE SPRINGS,Boyce,,10 to 15,15,No,No,,Moonlight last night,Dry,,,5:20,31,0,,6:45,6:50,Y,P,27,1,3m chasing after female,,,,,,2 males fighting next to two females - bumped one male then she flew off lek. At 6:06 the female had walked off to N and strutting dropped markedly
,,,,,,,,,,,,,,,,5:25,34,2,,6:04,6:09,W,O,17,,,,,,,,
,,,,,,,,,,,,,,,,5:53,30,2,,6:24,6:29,W,Y,11,3,,Confronted by juvenile male - appeared to stimulate strutting,,,,,
,,,,,,,,,,,,,,,,6:20,28,0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,6:37,31,0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,6:55,26,0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,09-05-1988,5:20,5:58,SYBILLE SPRINGS,Johnsons,,calm,<5,No,No,,,Clear,,,5:29,30,4,Hens wandered off,5:30,5:35,Y,B,17,3,,,W,O,,1,"Y/G is ~ 300 yards from other males. 6:51 - Y/B won another fight. W/Y on hill to the W of the main lek. There are 5 females over there including W/Y. W/O mostly by himself, closest female 15-20m. "
,,,,,,,,,,,,,,,,5:42,26,0,,5:45,5:50,W,O,39,,no hens,,,,,,
,,,,,,,,,,,,,,,,6:09,25,1,,5:58,6:03,Y,B,0,,no hens,feeding,,,,,
,,,,,,,,,,,,,,,,6:40,29,2,,6:09,6:14,W,O,36,1,,,,,,,
,,,,,,,,,,,,,,,,7:00,29,0,Birds starting to feed,6:17,6:22,W,Y,16,,none,,,,,,
,,,,,,,,,,,,,,,,,,,,6:24,6:29,Y,G,4,,none,chased away,,,,,
,,,,,,,,,,,,,,,,,,,,6:44,6:49,Y,B,10,3,,won 1 fight,,,,,
,,,,,,,,,,,,,,,,,,,,6:50,6:55,W,O,10,,no hens,,,,,,
,,,,,,,,,,,,,,,,,,,,6:55,7:00,W,Y,13,,no hens,no males close either,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,11-05-1988,5:17,5:57,SYBILLE SPRINGS,White,,0  to 5,0,No,No,,Boomer (?),Terrific - the best I've seen!,,,5:20,26,1,Some males still flying in,5:34,5:39,Y,P,16,3,,"Clucking + tail wagging w/ UM male, standoff",,,,,"Left at 6:15 to see if birds on E half of lek - now there. Hen did not seem interested in males - was actually chased off by UM male. Left lek at 5:35 - no copulation. 6:00 - Y/P in tail wagging contest with some UM male W/O had standoff with. Strutting increased for all birds at sunrise, but stopped soon after.  "
,,,,,,,,,,,,,,,,5:40,17,0,some males (?) down behind lek,5:47,5:52,W,O,0,3,,"Clucking + tail wagging w/ UM male, standoff",,,,,
,,,,,,,,,,,,,,,,6:00,17,0,,5:56,5:55,Y,B,8,3,,Cluck and tail wagging UM male,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,12-05-1988,5:20,5:54,SYBILLE SPRINGS,White/Boonmer,,0 to 5,2,No,No,,,,,,5:24,13,1,hen walked toward lek and left,5:27,5:32,W,O,39,3,,,O,Y,6:39,1,"6:10 - 2 hens in drain W of lek - one walked by O/Y who was on ridge WY (?), but not on the lek at all. 5:35 - hen flew north. 5:33 - everyone crouched down for 1 min. Why? W/O - tail wagging, clucking w/ UM male. Y/B - chased off by UM male. 5:57 - hen back on ridge of lek - males increased strutting, walked by lek and left. Hen seemed to pursue O/Y. "
,,,,,,,,,,,,,,,,5:35,13,0,,5:41,5:46,Y,B,0,3,,"walked at UM male, fed whole time",,,,,
,,,,,,,,,,,,,,,,5:49,12,0,,6:15,6:20,O,Y,20,1,,Male not on lek,,,,,
,,,,,,,,,,,,,,,,5:55,13,0,,,,,,,,,,,,,,
1 (rescan),13-05-1988,5:28,5:54,SYBILLE SPRINGS,White,,0 to 5,0,No,No,,Cattle placed on range 12 May 1988 (stupid ones),,,,5:31,21,2,Very spread out,5:40,5:45,W,O,35,2,,hens moved off W side of lek. Chased and eyeing W/ juv - won,unmarked,,7:33,,"SPACEMAN SPIFF SURROUNDED BY COWS!! O/Y from 12 May 1988 is O/W from last year - feathers not ripped. UM juv watching fight got chased off + happened (?)! W/O and others - following hens as they moved. Y/B in big fight w/ UM male - eveying (?), etc., standoff. 6:05 - large raptor flew in (not eagle), birds crouched, but did not fly. Did not scare cows. COWS ARE EVERYWHERE!! MOOING, DROOLING, POOPING!! One hen hung out w/ O/W most of morning, then dissapeared into drain behind lek. O/W followed, but to no avail. 2nd hen in group of males on lek w/ Y/B. She finally solicited at 7:30 - interupted copulation. Kept soliciting - got by UM male at 7:38. "
,,,,,,,,,,,,,,,,5:53,26,0,,5:51,5:56,Y,P,0,3,,JUST SAT,unmarked,,7:38,1,
,,,,,,,,,,,,,,,,6:12,32,1,All over the place - at least 12 on W ridge,5:47,5:52,Y,B,1,3,,"last tail won + clucked w/ UM male, chased away",,,,,
,,,,,,,,,,,,,,,,6:35,23,2,"! hen on lek, 1 on W ridge",6:27,6:32,W,Y,13,3,,standoff w/ UM male,,,,,
,,,,,,,,,,,,,,,,,,,,6:17,6:26,O,W,31,1,,,,,,,
