,,,,,,,,,,,,,,,,,,,, strut Time,strut time ,Tag Colours,Tag Colours,num of Struts,Distance to Hens category,distance to hens comments,Fights,copulation Tag Colours,copulation,copulation time,num copulations,OTHER FIGHTS AND COMMENTS
binder pdf page number,Date,Arrival TIme,Sunrise time,Lek,Observer,Trapping Activity,Wind mph,Cloud Cover percent,Snowing status,Raining status,Temp F,Other weather conditions,LEK Ground Condition,predator disturbance Type ,predator disturbance Time,observation Time ,num Males observed,num Females observed,observations or marks,Start,End,Left ,Right,,,,,Left,Right,,,
12,1988-04-01,5:20,5:47,CORDINGLY,Cody Boyce,,0,0,N,N,,,Dry,,,5:20,4,,,,,,,,,,,,,,,"males walked through the lek rather promptly, immediately past the most virogously stritting males. They (?) by the north male - who was not strutting, but after a couple of minutes they walked on. immediatly past (???)"
,,,,,,,,,,,,,,,,5:26,4,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,5:28,5,1,males flew in,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,5:30,5,3,Females walking though lek,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,5:50,5,0,3 males close together,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,6:00,5,,No marked males - all adults ,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,6:32,5,,males begun wandering off ,,,,,,,,,,,,,
13,1988-04-17,6:14,,CORDINGLY,White/Koeppeiu,,0-5,10,N,N,,,Clear,Coyotes,6:28,6:14,8,10,,,,,,,,,,,,,,"6:28: 2 Coyotes around 100m W along fence line, followed fence line - group not upset. By 7:08, so scattered (?), 2 males, several (9) females? moved around 60m N on the lek to keep strutting. By 7:00: male spread more than 100 m N -> S"
,,,,,,,,,,,,,,,,6:38,8,12,"1 JUV, 1 Female marked - ?/G",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,6:50,8,17,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,7:03,8,4,,,,,,,,,,,,,,
