,,,,,,,,,,,,,,,,,,,, strut Time,strut time ,Tag Colours,Tag Colours,num of Struts,Distance to Hens category,distance to hens comments,Fights,copulation Tag Colours,copulation,copulation time,num copulations,OTHER FIGHTS AND COMMENTS
binder pdf page number,Date,Arrival TIme,Sunrise time,Lek,Observer,Trapping Activity,Wind mph,Cloud Cover percent,Snowing status,Raining status,Temp F,Other weather conditions,LEK Ground Condition,predator disturbance Type ,predator disturbance Time,observation Time ,num Males observed,num Females observed,observations or marks,Start,End,Left ,Right,,,,,Left,Right,,,
,,,,,,,,,,,,,,,,,,,,6:13,6:18,Red,White,23,0,no hens,2 fights - 2 draws,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,1988-05-08,5:15,5:57,LONG LAKE,Boyce/ Pat Cussy,,15 to 20,70,N,N,,Snow,Snow covered,,,5:20,75,6,males clustered of W end of lek,,,,,,,,,Orange ,Red,,1,OR beat up on YG 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,1988-05-09,5:24,5:55,LONG LAKE,White/Muscleauheim,,0,40,N,N,,Snow and high winds day before,,,,5:31,89,3,,6:06,6:11,White,Blue,3,1,Hens walked by,,,,,,"Males: RG, WG, R?, YR, WR, WB. Female: PY. Females not interested!!"
,,,,,,,,,,,,,,,,5:47,89,5,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,6:19,79,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,1988-05-10,5:20,,LONG LAKE,Boyce,,10 to 15,80,N,N,,,Dry,,,5:40,75,0,,5:30,5:35,Yellow,Blue,36,1,,,Yellow,Blue,,1,"males: B?, OG, WR,RW,YR,GG,GR,YB,GY,RR,YB,YO, Y/O (two birds same code). several flushed 6:40. "
,,,,,,,,,,,,,,,,6:20,80,2,,6:10,6:15,Green,Yellow,10,3,,chased juv then standoff,,,,,
,,,,,,,,,,,,,,,,6:43,60,2,,6:35,6:40,Orange,Green,5,1,,,,,,,
,,,,,,,,,,,,,,,,7:00,36,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,1988-05-13,5:00,5:53,LONG LAKE,Boyce/Mitton,,,,,,,,Dry,,,5:05,62,5,,5:30,5:35,White,Red,36,1,,,unmarked,,,1,"males: YO,?W,WR,RR,?Y,YB. 6:22 female solicited from WR. Most birds flushed at 6:50. "
,,,,,,,,,,,,,,,,5:46,74,2,,6:19,6:24,White,Red,22,,,,White,Red,,3,
,,,,,,,,,,,,,,,,6:00,76,4,,6:19,6:24,Yellow,Orange,23,,,,,,,,
,,,,,,,,,,,,,,,,6:37,77,2,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,1988-05-14,5:56,5:54,LONG LAKE,White,,10 to 15,20,N,N,,,,,,5:59,49,1,,,,,,,,,,,,,,"hens wandered off lek at 6:01. at 6:56 all but 1 bird flew (5 males and 1 female) flew. I may have spooked them. fight at 7:11, - (?), 5 UM males one hen was -/G. Strutting at great distance, (?) doesn't appear interested. 6:48 - all but 6 birds flew - female doesn't have (?) now!!"
,,,,,,,,,,,,,,,,6:07,44,2,Only 1 male dispaying to each hen - hens don't seem interested. ,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,1988-05-16,5:31,5:49,LONG LAKE,White,,0 to 5,0,N,N,,,,,,5:33,44,3,,5:39,5:44,White,Red,33,1,,"wing beating UM male, no winner but W/R back off",White,Red,,2,"Female present: Y/G. 5:46 - prairie falcon flew over - everyone flattened except males @ females. W/R copulation with Y/G - UM male tried to interrupt, but W/R fought him off while on female back. "
,,,,,,,,,,,,,,,,5:55,34,3,no strutting where females walking,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,6:57,41,1,juv male fighting w/ (?) hasn't (?)! Hen could (?),,,,,,,,,,,,,
