,,,,,,,,,,,,,,,,,,,, strut Time,strut time ,Tag Colours,Tag Colours,num of Struts,Distance to Hens category,distance to hens comments,Fights,copulation Tag Colours,copulation,copulation time,num copulations,OTHER FIGHTS AND COMMENTS
binder pdf page number,Date,Arrival TIme,Sunrise time,Lek,Observer,Trapping Activity,Wind mph,Cloud Cover percent,Snowing status,Raining status,Temp F,Other weather conditions,LEK Ground Condition,predator disturbance Type ,predator disturbance Time,observation Time ,num Males observed,num Females observed,observations or marks,Start,End,Left ,Right,,,,,Left,Right,,,
11,15-03-1989,5:55,6:18,NORTH,White,None,"0 - 5, stronger earlier (20-50)",0,No,No,,Light dusting of snow overnight,Light snow cover,,,5:55,3,0,,,,,,,,,,,,,,5:57 - all flew S - why? No strutting. Left at 6:07. MCJ at 6:30 - no birds present
12,18-03-1989,5:25,6:16,NORTH,White,None,5 to 10,80 -decreased after sun,-,-,,-,Clear,Immature golden eagle,6:49,5:40,9,0,,,,,,,,,,,,,,6:42 - all 15 birds down for 2 min - ?. 6:49 birds flew S
,,,,,,,,,,,,,,,,5:49,12,0,Strutting + fighting,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,6:14,15,0,W/G - lost fight - not seen again,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,6:25,13,0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,6:40,16,0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,6:46,15,0,,,,,,,,,,,,,,
13,24-03-1989,5:49,6:11,NORTH,White,None,20 to 30,70,-,-,,,Clear,,,5:51,17,0,"Y/R, Y/B",6:37,,Y,R,16,,,,,,,,2 mating areas - see back (no image on back of page was found). 
,,,,,,,,,,,,,,,,6:22,32,0,2 main areas,6:10,6:15,Y,B,10,-,,,,,,,
,,,,,,,,,,,,,,,,6:31,25,0,,6:55,6:40,O,W,24,,,,,,,,
,,,,,,,,,,,,,,,,6:54,22+11,4,,6:59,7:04,W,,12,,,,,,,,
,,,,,,,,,,,,,,,,7:05,25,0,,,,,,,,,,,,,,
14,06-04-1989,5:22,6:49,NORTH,White,None,15 to 20,5,-,-,,-,Clear,,,5:57,24,33,Too dark to see females,6:30,6:35,O,W,42,1,,-,UM,,,1,"Y/R - 1987 bird - not marked on lek - 100R. Male w/ hens at has at least (?) each air sac! B/B - missing left 1/2 of tail feathers. ""W/G"", ""O/W"", ""B/B"", ""O/R"", and ""Female Y/? W/? G/?""."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,7:05,37,31,Females wandering off,6:32,6:37,Y,R,16,3,,Lost standoff w/UM male just before count,,,,,
,,,,,,,,,,,,,,,,7:42,30+2,15,,6:40,6:45,O,B,24,3,,-,,,,,
,,,,,,,,,,,,,,,,,,,,6:43,6:47,Y,R,21,,1 passed by,Missing a few feathers,,,,,
,,,,,,,,,,,,,,,,,,,,6:50,6:55,W,G,21,,1 passed by,Standoff with UM male then sat,,,,,
,,,,,,,,,,,,,,,,,,,,7:14,7:19,W,G,15,3,,-,,,,,
,,,,,,,,,,,,,,,,,,,,7:19,7:24,W,Y,22,,1 flew off as  he approached,,,,,,
,,,,,,,,,,,,,,,,,,,,7:24,7:29,B,B,5,3,,"1 UM male, standoff w/ O/B",,,,,
15,08-04-1989,5:55,~6:40,NORTH,White,None,5 to 10,100,Light,-,,-,Snow covered (light),ME,7:30,6:03,26,9,,6:25,6:30,O,W,24,,1 wandered by,-,UM,,,4,W/B standoff and wingbeat with unmarked male. Marked hen cluster. 
,,,,,,,,,,,,,,,,6:17,27,25,Hen Y/O yellow/orange,6:27,6:32,Y,R,35,1,,Chasing a hen,UM,,,1,
,,,,,,,,,,,,,,,,7:06,29,74,,6:33,6:38,Y,O,37,1,,-,,,,,
,,,,,,,,,,,,,,,,7:44,29,78,"Lots of females crossing road, ?/R. ",6:36,6:41,W,B,37,1,,Chasing juvens,,,,,
,,,,,,,,,,,,,,,,,,,,6:46,6:51,B,B,20,1,,Only 1/3 tail,,,,,
,,,,,,,,,,,,,,,,,,,,6:54,6:59,O,B,26,1,,standoff w/ B/R,,,,,
,,,,,,,,,,,,,,,,,,,,6:57,7:02,W,Y,23,3,,-,,,,,
,,,,,,,,,,,,,,,,,,,,7:30,7:35,R,G,0,,wandering hen 10m,Chasing off 2 juveniles,,,,,
16,20-04-1989,5:48,6:02,NORTH,White,None,Calm,2 to 5,-,-,,-,Clear,2 golden eagle,6:11,5:50,39,3,,6:07,6:12,O,W,29,1,,-,O,W,,2,"?. Mark done up at 7:22 and flushed birds. Stopped 7:22. Predator disturbance - all birds go down. Eagle sat on ridge. at 6:48 birds got back up but eagle sat there. """
,,,,,,,,,,,,,,,,7:01,38,3,,6:07,6:12,R,G,0,3,,"Chased off 2 juv, spent whole time chasing",,,,,
,,,,,,,,,,,,,,,,,,,,6:53,6:58,W,B,11,3,,-,,,,,
,,,,,,,,,,,,,,,,,,,,6:53,6:58,B,B,0,3,,-,,,,,
,,,,,,,,,,,,,,,,,,,,7:03,7:08,W,Y,12,,1 wandered by at 15m,-,,,,,
17,21-04-1989,5:35,,NORTH,White/Wagner,Canon netting,Calm,20,-,-,,-,Clear,Golden eagle,6:03,5:35,35,,,,,,,,,,,,,,,An eagle (?)
18,27-04-1989,5:18,,Barret Ranch/NORTH,Jon Valenzuela,None,,100,,,,Yes,Wet,,,5:40,10,2,-,0,5,W,Y,1,-,,2 males NE of sink,,,,,At ranch. 150 (?) strutting (?). 5:45 most hunker down. 6:00 all strutting stopped for a while. Diagram of lek and bird distribution on back of sheet. 
,,,,,,,,,,,,,,,,6:09,34,0,1,0,5,W,Y,0,-,,Chased,,,,,
,,,,,,,,,,,,,,,,,,,,0,5,R1715,W1595,5,-,,35 NE of sink,,,,,
,,,,,,,,,,,,,,,,,,,,0,5,O,B,9,-,,45 NE of sink,,,,,
,,,,,,,,,,,,,,,,,,,,0,5,R,G,8,-,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,5,O,B,6,-,,Standoff,,,,,
,,,,,,,,,,,,,,,,,,,,0,5,G,B,11,-,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,G,P,,,,Could not tell if this was blue or purple ,,,,,
19,25-04-1989,5:15,6:25,Barrett Ranch/NORTH,Jon Valenzuela,None,0,20,,,,-,Dry,None,,5:30,32,4,-,0,5,O,B,28,2,,-,,,,,At ranch. 1 dead grouse in road
,,,,,,,,,,,,,,,,5:57,24,4,-,0,5,Y,R,33,1,,at the slope,,,,,
,,,,,,,,,,,,,,,,6:25,31,1,1,0,5,O,B,25,-,,-,,,,,
,,,,,,,,,,,,,,,,6:40,34,2,2,0,5,Y,R,28,1,,-,,,,,
,,,,,,,,,,,,,,,,7:09,7,-,Rest flew away,,,,,,,,,,,,,
20,02-05-1989,4:52,6:11,NORTH,Jon Valenzuela,None,0,80,,Some sprinkles,,,Damp,,,5:25,34,2,Too dark,6:01,6:06,R,B,11,-,,AT STAKE,,,,,"A diagram in the back shows a stake in the centre of the lek, as well as the locations of individuals. "
,,,,,,,,,,,,,,,,6:29,40,2,3,6:13,6:18,Y,R,36,1,,10 L of (?),,,,,
,,,,,,,,,,,,,,,,7:19,21,1,2,6:22,6:27,R,G1534,1,,,1  slap wing,,,,,
,,,,,,,,,,,,,,,,,,,,6:34,6:39,R,B,36,1,, 10 L of (?) ,,,,,
,,,,,,,,,,,,,,,,,,,,6:40,6:45,R,GR,28,-,,35 R of ST,,,,,
,,,,,,,,,,,,,,,,,,,,7:06,7:11,Y,R,44,1,,10 L of ST,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,04-05-1989,4:51,,NORTH,Jon Valenzuela,None,-,100,Flurries,,,,Dry,,,5:27,38,4,-,5:50,5:55,Y,R,31,1,,1 chased other away,Y,R,,5,Saw 1 other copopulation - male had red on left but could not see right - wasn't the RB or RG
,,,,,,,,,,,,,,,,6:30,29,0,3,6:10,6:15,O,O,0,-,,-,,,,,
,,,,,,,,,,,,,,,,,,,,6:30,6:35,R,G1598,0,-,,Standoff,,,,,
,,,,,,,,,,,,,,,,,,,,6:17,6:42,R,R,0,-,,-,,,,,
22,06-05-1989,4:55,6:05,BARRETT RANCH,J.Valenzuela,None,-,20,,,,-,Dry,Hawk,5:56 - flew over low,5:16,43,3,Too dark,5:42,5:47,R,W,40,1,,-,,,,,"Barrett ranch. 7:15 hens started hanging out by the road. Male followed, 2 strutting in the road"
,,,,,,,,,,,,,,,,6:06,37,3,7,5:51,5:56,R,G,34,1,,-,,,,,
,,,,,,,,,,,,,,,,6:37,37,2,3,6:11,6:16,R,B,12,1,,Standoff,,,,,
,,,,,,,,,,,,,,,,,,,,6:17,6:27,R,W,34,1,,-,,,,,
,,,,,,,,,,,,,,,,,,,,6:30,6:35,R,G,26,1,,-,,,,,
23,07-05-1989,4:56,6:04,N,Jon Valenzuela,None,0,0,,,,Yes,Dry,None,,5:18,38,0,-,5:33,5:38,R,W,18,-,,-,R,G,,1,An antelope walked right through the middle of the lek at 7:00. The grouse became with some strutting and fighting - none moved more than 2 meters from the antelope and one allowed it to ? by at a distance of 1 The antelope started grazing on the far side and the birds resumed being quiet.
,,,,,,,,,,,,,,,,5:40,37,3,3,5:11,5:16,R,G,36,1,,Ran over other male,,,,,
,,,,,,,,,,,,,,,,6:01,35,2,3,5:55,6:00,R,W,15,2,,-,,,,,
,,,,,,,,,,,,,,,,,,,,6:20,2:25,R,B,2,-,,Standoff,,,,,
,,,,,,,,,,,,,,,,,,,,6:27,6:32,O,B,2,-,,-,,,,,
,,,,,,,,,,,,,,,,,,,,6:42,6:47,Y,R,10,-,,-,,,,,
24,14-05-1989,5:03,-,BARRETT RANCH,Jon Valenzuela,None,-,50,,,,-,Wet,,,5:15,20,9,-,,,,,,,,,,,,,Female O + O. Most females seen on the lek. No strutting except 2 unidentified untagged males that were near the females
,,,,,,,,,,,,,,,,6:02,19,5,,,,,,,,,,,,,,
