,,,,,,STRUTS/,TIME,,TIME TO,DIST TO,,,,
88,Sybille,Y,P534,adult,06-May,27,0.28125,0.249305556,-0.031944444,1,,,,
88,Sybille,Y,P534,adult,29-Apr,14,0.253472222,0.254861111,0.001388889,1,,,,
88,Sybille,Y,P534,adult,27-Apr,11,0.289583333,0.25625,-0.033333333,3,,,,
88,Sybille,Y,P534,adult,20-Apr,0,0.286805556,0.266666667,-0.020138889,3,,,,
88,Sybille,Y,P534,adult,13-May,0,0.24375,0.245833333,0.002083333,3,,,,
88,Sybille,Y,P534,adult,11-May,16,0.231944444,0.246527778,0.014583333,3,,,,
88,Sybille,Y,R129,adult,25-Apr,18,0.25,0.258333333,0.008333333,1,1,,,
88,Sybille,Y,R129,adult,20-Apr,0,0.296527778,0.266666667,-0.029861111,3,,,,
88,Sybille,Y,R129,adult,09-May,17,0.229166667,0.248611111,0.019444444,3,,,,
88,Sybille,Y,W435,adult,20-Apr,28,0.265972222,0.266666667,0.000694444,2,,,,
88,Sybille,Y,W435,adult,25-Apr,19,0.277777778,0.258333333,-0.019444444,2,,,,
88,Sybille,Y,W435,adult,27-Apr,24,0.3,0.25625,-0.04375,3,,,,
,,,,,,,,,,,,,,
88,Mud Springs,B955,W640,adult,13-May,0,0.272916667,0.245833333,-0.027083333,0,,,,
88,Mud Springs,B955,W640,adult,19-Apr,23,0.283333333,0.268055556,-0.015277778,0,,,,
88,Mud Springs,B955,W640,adult,28-Apr,31,0.246527778,0.255555556,0.009027778,1,,,,
88,Mud Springs,B955,W640,adult,18-Apr,28,0.300694444,0.26875,-0.031944444,1,,,,
88,Mud Springs,B955,W640,adult,19-Apr,33,0.284722222,0.268055556,-0.016666667,1,,,,
88,Mud Springs,B955,W640,adult,18-Apr,32,0.295138889,0.26875,-0.026388889,1,,,,
88,Mud Springs,B987,B981,adult,12-May,0,0.286111111,0.245833333,-0.040277778,0,,,,
88,Red Post,G1029,G1032,adult,20-Apr,38,0.252777778,0.266666667,0.013888889,1,,,,
88,Red Post,G1039,B968,adult,25-Apr,35,0.239583333,0.258333333,0.01875,1,,,,
88,Mud Springs,G1063,O721,adult,28-Apr,26,0.261111111,0.255555556,-0.005555556,2,,,,
88,Mud Springs,G1064,B984,adult,13-May,0,0.238888889,0.245833333,0.006944444,0,,,,
88,Mud Springs,G1076,R892,adult,13-May,1,0.272916667,0.245833333,-0.027083333,0,,,,
88,Mud Springs,G1076,R892,adult,05-May,0,0.243055556,0.25,0.006944444,0,,,,
88,Mud Springs,G1076,R892,adult,30-Apr,21,0.253472222,0.254861111,0.001388889,1,,,,
88,Mud Springs,R125,R122,adult,12-May,4,0.261805556,0.245833333,-0.015972222,0,,,,
88,Mud Springs,R125,R122,adult,13-May,6,0.257638889,0.245833333,-0.011805556,0,,,,
88,Mud Springs,R125,R122,adult,12-May,0,0.259027778,0.245833333,-0.013194444,0,,,,
88,Mud Springs,R860,Y1182,adult,13-May,22,0.234027778,0.245833333,0.011805556,0,,,,
88,Mud Springs,R860,Y1182,adult,12-May,0,0.250694444,0.245833333,-0.004861111,0,1,,,
88,Mud Springs,R860,Y1182,adult,05-May,11,0.251388889,0.25,-0.001388889,0,1,,,
88,Mud Springs,R860,Y1182,adult,12-May,34,0.232638889,0.245833333,0.013194444,0,,,,
88,Mud Springs,R860,Y1182,adult,19-Apr,43,0.266666667,0.268055556,0.001388889,1,,,,
88,Mud Springs,R860,Y1182,adult,13-May,35,0.242361111,0.245833333,0.003472222,1,1,,,
88,Mud Springs,R860,Y1182,adult,28-Apr,34,0.265277778,0.255555556,-0.009722222,2,,,,
88,Mud Springs,R860,Y1182,adult,05-May,42,0.226388889,0.25,0.023611111,3,1,,,
88,Mud Springs,W443,O41,adult,13-May,2,0.261805556,0.245833333,-0.015972222,0,1,,,
88,Mud Springs,W443,O41,adult,12-May,4,0.261805556,0.245833333,-0.015972222,0,,,,
88,Mud Springs,W443,O41,adult,12-May,0,0.259027778,0.245833333,-0.013194444,0,,,,
88,Mud Springs,W443,O41,adult,05-May,4,0.261111111,0.25,-0.011111111,0,1,,,
88,Mud Springs,W443,O41,adult,19-Apr,30,0.253472222,0.268055556,0.014583333,1,1,,,
88,Mud Springs,W443,O41,adult,30-Apr,5,0.253472222,0.254861111,0.001388889,1,,,,
88,Mud Springs,W612,O730,adult,05-May,31,0.229861111,0.25,0.020138889,1,1,,,
88,Mud Springs,W627,B986,adult,05-May,20,0.251388889,0.25,-0.001388889,0,,,,
88,Mud Springs,W627,B986,adult,12-May,15,0.236805556,0.245833333,0.009027778,0,,,,
88,Mud Springs,W627,B986,adult,12-May,1,0.250694444,0.245833333,-0.004861111,0,,,,
88,Mud Springs,W627,B986,adult,13-May,22,0.234027778,0.245833333,0.011805556,0,,,,
88,Mud Springs,W627,B986,adult,05-May,35,0.239583333,0.25,0.010416667,1,,,,
88,Mud Springs,W627,B986,adult,28-Apr,35,0.269444444,0.255555556,-0.013888889,1,,,,
88,Mud Springs,W627,B986,adult,13-May,38,0.242361111,0.245833333,0.003472222,1,,,,
88,Mud Springs,W631,G1085,adult,05-May,13,0.243055556,0.25,0.006944444,0,,,,
88,Mud Springs,W631,G1085,adult,05-May,2,0.25625,0.25,-0.00625,0,,,,
88,Mud Springs,W631,G1085,adult,05-May,8,0.2625,0.25,-0.0125,0,,,,
88,Mud Springs,W631,G1085,adult,12-May,3,0.236111111,0.245833333,0.009722222,0,,,,
88,Mud Springs,W631,G1085,adult,12-May,3,0.250694444,0.245833333,-0.004861111,0,,,,
88,Mud Springs,W632,R876,adult,05-May,0,0.277777778,0.25,-0.027777778,0,,,,
88,Mud Springs,W645,Y1165,adult,12-May,0,0.250694444,0.245833333,-0.004861111,0,,,,
88,Mud Springs,W645,Y1165,adult,12-May,19,0.232638889,0.245833333,0.013194444,0,,,,
88,Mud Springs,W645,Y1165,adult,13-May,23,0.242361111,0.245833333,0.003472222,1,,,,
88,Mud Springs,Y1155,B963,adult,14-Apr,28,0.269444444,0.272916667,0.003472222,1,,,,
88,Mud Springs,Y1155,B963,adult,19-Apr,36,0.2625,0.268055556,0.005555556,1,1,,,
88,Mud Springs,Y1155,B963,adult,19-Apr,36,0.279861111,0.268055556,-0.011805556,1,1,,,
88,Mud Springs,Y1155,B963,adult,18-Apr,38,0.300694444,0.26875,-0.031944444,1,,,,
88,Mud Springs,Y1155,B963,adult,14-Apr,22,0.278472222,0.272916667,-0.005555556,2,,,,
88,Mud Springs,Y1167,G1031,adult,17-Apr,16,0.277083333,0.269444444,-0.007638889,2,,,,
88,Mud Springs,Y1167,G1031,adult,28-Apr,9,0.275694444,0.255555556,-0.020138889,3,,,,
88,Mud Springs,Y1175,Y1176,adult,19-Apr,22,0.266666667,0.274305556,0.007638889,1,,,,
88,Mud Springs,Y1175,Y1176,adult,12-Apr,0,0.319444444,0.274305556,-0.045138889,3,,,,
88,Mud Springs,Y1175,Y1176,adult,17-Apr,15,0.284027778,0.269444444,-0.014583333,3,,,,
88,Red Post,Y1179,B952,adult,20-Apr,27,0.258333333,0.266666667,0.008333333,3,,,,
,,,,,,,,,,,,,,
88,Mule Creek,B228,B227,adult,15-Apr,22,0.259722222,0.272222222,0.0125,1,,,,
88,Mule Creek,B228,B227,adult,15-Apr,28,0.272916667,0.272222222,-0.000694444,2,,,,
88,Mule Creek,B228,B227,adult,14-Apr,33,0.258333333,0.272916667,0.014583333,1,,,,
88,Mule Creek,B908,Y1139,juven,25-Apr,0,0.285416667,0.258333333,-0.027083333,3,,,,
88,Mule Creek,G333,G361,adult,14-Apr,30,0.286805556,0.272916667,-0.013888889,2,,,,
88,Mule Creek,G333,G361,adult,15-Apr,36,0.259722222,0.272222222,0.0125,1,,,,
88,Mule Creek,G333,G361,adult,14-Apr,0,0.264583333,0.272916667,0.008333333,3,,,,
88,Mule Creek,G333,G361,adult,15-Apr,33,0.272916667,0.272222222,-0.000694444,2,,,,
88,Mule Creek,G333,G361,adult,25-Apr,4,0.278472222,0.258333333,-0.020138889,3,,,,
88,Mule Creek,Y1106,Y1135,adult,25-Apr,43,0.273611111,0.258333333,-0.015277778,2,,,,
88,Mule Creek,Y1106,Y1135,adult,28-Apr,10,0.279861111,0.255555556,-0.024305556,3,,,,
,,,,,,,,,,,,,,
88,Viewpoint,R851,R852,adult,01-May,2,0.274305556,0.254166667,-0.020138889,3,,,,
88,Viewpoint,R851,R852,adult,25-Apr,18,0.270138889,0.258333333,-0.011805556,4,,,,
88,Viewpoint,R851,R852,adult,25-Apr,5,0.274305556,0.258333333,-0.015972222,4,,,,
88,Viewpoint,R853,G1040,adult,21-Apr,27,0.277777778,0.265972222,-0.011805556,1,,,,
88,Viewpoint,R853,G1040,adult,10-May,26,0.236111111,0.247222222,0.011111111,1,,,,
88,Viewpoint,R853,G1040,adult,21-Apr,36,0.298611111,0.265972222,-0.032638889,1,,,,
88,Viewpoint,R853,G1040,adult,24-Apr,27,0.269444444,0.260416667,-0.009027778,1,,,,
88,Viewpoint,R853,G1040,adult,26-Apr,5,0.260416667,0.256944444,-0.003472222,3,,,,
88,Viewpoint,R853,G1040,adult,27-Apr,0,0.2375,0.25625,0.01875,3,,,,
88,Viewpoint,R853,G1040,adult,01-May,0,0.274305556,0.254166667,-0.020138889,3,,,,
88,Viewpoint,R853,G1040,adult,25-Apr,2,0.265277778,0.258333333,-0.006944444,4,,,,
88,Viewpoint,R854,B961,adult,21-Apr,34,0.277777778,0.265972222,-0.011805556,0,,,,
88,Viewpoint,R854,B961,adult,24-Apr,0,0.263888889,0.260416667,-0.003472222,0,,,,
88,Viewpoint,R854,B961,adult,10-May,39,0.236111111,0.247222222,0.011111111,1,,,,
88,Viewpoint,R854,B961,adult,27-Apr,6,0.252083333,0.25625,0.004166667,1,,,,
88,Viewpoint,R854,B961,adult,26-Apr,30,0.26875,0.256944444,-0.011805556,1,1,,,
88,Viewpoint,R854,B961,adult,26-Apr,23,0.247916667,0.256944444,0.009027778,1,1,,,
88,Viewpoint,R854,B961,adult,24-Apr,27,0.273611111,0.260416667,-0.013194444,1,,,,
88,Viewpoint,R854,B961,adult,21-Apr,37,0.298611111,0.265972222,-0.032638889,1,,,,
88,Viewpoint,R854,B961,adult,27-Apr,22,0.241666667,0.25625,0.014583333,2,,,,
88,Viewpoint,R854,B961,adult,01-May,10,0.277083333,0.254166667,-0.022916667,3,,,,
88,Viewpoint,R854,B961,adult,25-Apr,0,0.260416667,0.258333333,-0.002083333,4,,,,
88,Viewpoint,w,w,,27-Apr,0,0.264583333,0.25625,-0.008333333,0,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,, 
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,, 
