,,,,,,STRUTS/,TIME,,TIME TO,DIST TO,,,,
YEAR,LEK,L TAG,R TAG,AGE,DATE,5 MIN,STRUT,SUNRISE,SUNRISE,HENS,BREED,MALARIA,LICE,
87,Sybille Spgs,P525,P522,adult,17-Apr,38,0.267361111,0.265277778,0.002083333,1,1,,,
87,Sybille Spgs,P525,P522,adult,15-Apr,18,0.302083333,0.268055556,0.034027778,1,1,,,
87,Sybille Spgs,P525,P522,adult,29-Apr,3,0.26875,0.252777778,0.015972222,3,1,,,
87,Sybille Spgs,P525,P522,adult,17-Apr,18,0.284722222,0.265277778,0.019444444,3,1,,,
87,Sybille Spgs,R125,R122,adult,19-Apr,21,0.271527778,0.263194444,0.008333333,1,0,,,
87,Sybille Spgs,R136,P584,adult,17-Apr,37,0.284722222,0.265277778,0.019444444,1,0,,,
87,Sybille Spgs,W417,B299,adult,01-May,0,0.254861111,0.252083333,0.002777778,0,0,,,
87,Sybille Spgs,W417,B299,adult,17-Apr,0,0.295138889,0.265277778,0.029861111,4,0,,,
87,Sybille Spgs,W417,B299,adult,19-Apr,34,0.257638889,0.263194444,-0.005555556,4,0,,,
,,,,,,,,,,,,,,
87,Mud Springs,B225,P513,adult,16-Apr,41,0.297916667,0.267361111,0.030555556,1,0,,,
87,Mud Springs,B225,P513,adult,16-Apr,23,0.270138889,0.267361111,0.002777778,1,0,,,
87,Mud Springs,B225,P513,adult,13-Apr,33,0.297916667,0.272916667,0.025,1,0,,,
87,Mud Springs,B225,P513,adult,27-Apr,3,0.267361111,0.254861111,0.0125,4,0,,,
87,Mud Springs,B258,W489,adult,25-Apr,1,0.297222222,0.25625,0.040972222,0,0,,,
87,Mud Springs,G350,B300,adult,13-Apr,15,0.28125,0.272916667,0.008333333,4,0,,,
87,Mud Springs,G391,O33,adult,16-Apr,36,0.261805556,0.267361111,-0.005555556,1,0,,,
87,Mud Springs,G391,O33,adult,13-Apr,32,0.288888889,0.272916667,0.015972222,2,0,,,
87,Mud Springs,G391,O33,adult,13-Apr,1,0.263888889,0.272916667,-0.009027778,4,0,,,
87,Mud Springs,G391,O33,adult,13-Apr,11,0.3125,0.272916667,0.039583333,4,0,,,
87,Mud Springs,O13,B298,adult,13-Apr,22,0.278472222,0.272916667,0.005555556,3,0,,,
87,Mud Springs,P600,B297,juven,16-Apr,22,0.2875,0.267361111,0.020138889,1,0,,,
87,Mud Springs,P600,B297,juven,27-Apr,20,0.25,0.254861111,-0.004861111,2,0,,,
87,Mud Springs,R113,R111,adult,13-Apr,15,0.283333333,0.272916667,0.010416667,1,0,,,
87,Mud Springs,R192,B267,adult,25-Apr,15,0.286111111,0.25625,0.029861111,1,0,,,
87,Mud Springs,R192,B267,adult,13-Apr,11,0.26875,0.272916667,-0.004166667,4,0,,,
87,Mud Springs,R192,B267,adult,27-Apr,0,0.254861111,0.254861111,0,4,0,,,
87,Mud Springs,R197,O36,adult,27-Apr,7,0.261805556,0.254861111,0.006944444,4,0,,,
87,Mud Springs,W413,G344,adult,13-Apr,6,0.26875,0.272916667,-0.004166667,2,0,,,
87,Mud Springs,W413,G344,adult,25-Apr,30,0.278472222,0.25625,0.022222222,1,1,,,
87,Mud Springs,W413,G344,adult,13-Apr,29,0.309027778,0.272916667,0.036111111,1,1,,,
87,Mud Springs,W413,G344,adult,18-Apr,22,0.296527778,0.263888889,0.032638889,1,1,,,
87,Mud Springs,W413,G344,adult,16-Apr,20,0.274305556,0.267361111,0.006944444,1,1,,,
87,Mud Springs,W413,G344,adult,27-Apr,3,0.254861111,0.254861111,0,4,1,,,
87,Mud Springs,W447,W444,adult,25-Apr,29,0.272222222,0.25625,0.015972222,1,1,,,
,,,,,,,,, ,,,,,
87,S. Fetterman,R184,O85,juven,24-Apr,10,0.291666667,0.257638889,0.034027778,0,0,,,
87,S. Fetterman,R184,O85,juven,24-Apr,36,0.274305556,0.257638889,0.016666667,3,0,,,
87,S. Fetterman,R190,R179,adult,23-Apr,2,0.243055556,0.257638889,-0.014583333,4,0,,,
87,S. Fetterman,W493,B259,adult,23-Apr,2,0.247916667,0.257638889,-0.009722222,2,0,,,
87,S. Fetterman,W493,B259,adult,24-Apr,33,0.253472222,0.257638889,-0.004166667,4,0,,,
87,S. Fetterman,W493,B259,adult,24-Apr,23,0.239583333,0.257638889,-0.018055556,4,0,,,
87,S. Fetterman,W496,W495,adult,24-Apr,14,0.284722222,0.257638889,0.027083333,0,0,,,
87,S. Fetterman,W496,W495,adult,24-Apr,27,0.265972222,0.257638889,0.008333333,1,0,,,
87,S. Fetterman,W496,W495,adult,15-Apr,12,0.28125,0.268055556,0.013194444,3,0,,,
87,S. Fetterman,W497,O29,adult,24-Apr,25,0.257638889,0.257638889,0,1,0,,,
87,S. Fetterman,W497,O29,adult,23-Apr,18,0.2375,0.257638889,-0.020138889,4,0,,,
,,,,,,,,, ,,,,,
87,Cordingly,G396,G392,adult,12-Apr,32,0.286805556,0.274305556,0.0125,1,0,,,
87,Cordingly,G396,G392,adult,21-Apr,0,0.252083333,0.260416667,-0.008333333,3,0,,,
87,Cordingly,G396,G392,adult,21-Apr,0,0.267361111,0.260416667,0.006944444,3,0,,,
87,Cordingly,o,p,,12-Apr,22,0.280555556,0.274305556,0.00625,1,0,,,
87,Cordingly,o,p,,12-Apr,28,0.286805556,0.274305556,0.0125,1,0,,,
87,Cordingly,P575,P567,adult,12-Apr,11,0.280555556,0.274305556,0.00625,2,0,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,, 
