"l_tag","left_tag_colour","left_tag_number","r_tag","right_tag_colour","right_tag_number","year","month","day","lek","age","struts_5_min","time_strut","sunrise","time_to_sunrise","dist_to_hens","breed","malaria","lice"
"B1666","B","1666","Y1267","Y","1267","1990",4,"25","north","adult","0","0.26875","0.256944444","-0.011805556","0","0","0","0"
"B1666","B","1666","Y1267","Y","1267","1990",4,"07","north","adult","5","0.294444444","0.278472222","-0.015972222","1","0","0","0"
"B1666","B","1666","Y1267","Y","1267","1990",5,"02","north","adult","18","0.304166667","0.248611111","-0.055555556","3","0","0","0"
"B1666","B","1666","Y1267","Y","1267","1990",4,"18","north","adult","2","0.275694444","0.265277778","-0.010416667","3","0","0","0"
"B1666","B","1666","Y1267","Y","1267","1990",4,"22","north","adult","16","0.252083333","0.263888889","0.011805556","1","0","0","0"
"B1666","B","1666","Y1267","Y","1267","1990",4,"05","north","adult","0","0.316666667","0.278472222","-0.038194444","3","0","0","0"
"B1666","B","1666","Y1267","Y","1267","1990",5,"07","north","adult","23","0.240277778","0.245138889","0.004861111","3","0","0","0"
"B1670","B","1670","O1364","O","1364","1990",4,"14","north","adult","40","0.272916667","0.26875","-0.004166667","1","0","1","0"
"B1670","B","1670","O1364","O","1364","1990",4,"15","north","adult","47","0.276388889","0.267361111","-0.009027778","1","0","1","0"
"B1670","B","1670","O1364","O","1364","1990",5,"07","north","adult","37","0.258333333","0.245138889","-0.013194444","1","0","1","0"
"B1670","B","1670","O1364","O","1364","1990",4,"23","north","adult","9","0.270833333","0.261111111","-0.009722222","3","0","1","0"
"B1670","B","1670","O1364","O","1364","1990",4,"12","north","adult","10","0.302777778","0.270833333","-0.031944444","2","0","1","0"
"B1670","B","1670","O1364","O","1364","1990",5,"02","north","adult","3","0.279861111","0.248611111","-0.03125","3","0","1","0"
"B1670","B","1670","O1364","O","1364","1990",4,"07","north","adult","40","0.279166667","0.278472222","-0.000694444","1","0","1","0"
"B1670","B","1670","O1364","O","1364","1990",4,"27","north","adult","27","0.261805556","0.254861111","-0.006944444","2","0","1","0"
"B1670","B","1670","O1364","O","1364","1990",4,"23","north","adult","0","0.25","0.261111111","0.011111111","3","0","1","0"
"B1670","B","1670","O1364","O","1364","1990",4,"22","north","adult","1","0.29375","0.263888889","-0.029861111","3","0","1","0"
"B1670","B","1670","O1364","O","1364","1990",4,"18","north","adult","29","0.278472222","0.265277778","-0.013194444","3","0","1","0"
"B1670","B","1670","O1364","O","1364","1990",4,"23","north","adult","11","0.284027778","0.261111111","-0.022916667","3","0","1","0"
"B1670","B","1670","O1364","O","1364","1990",4,"10","north","adult","1","0.296527778","0.275","-0.021527778","3","0","1","0"
"B1670","B","1670","O1364","O","1364","1990",4,"25","north","adult","0","0.25625","0.256944444","0.000694444","0","0","1","0"
"B1670","B","1670","O1364","O","1364","1990",5,"13","north","adult","27","0.249305556","0.239583333","-0.009722222","3","0","1","0"
"B285","B","285","B279","B","279","1990",3,"25","north","adult","13","0.266666667","0.25","-0.016666667","0","0","1","3"
"B285","B","285","B279","B","279","1990",4,"22","north","adult","21","0.300694444","0.263888889","-0.036805556","0","0","1","3"
"B285","B","285","B279","B","279","1990",4,"18","north","adult","12","0.2625","0.265277778","0.002777778","3","0","1","3"
"B285","B","285","B279","B","279","1990",5,"02","north","adult","8","0.2875","0.248611111","-0.038888889","3","0","1","3"
"B285","B","285","B279","B","279","1990",4,"15","north","adult","37","0.285416667","0.267361111","-0.018055556","1","0","1","3"
"B285","B","285","B279","B","279","1990",4,"25","north","adult","0","0.263194444","0.256944444","-0.00625","0","0","1","3"
"B285","B","285","B279","B","279","1990",5,"07","north","adult","33","0.251388889","0.245138889","-0.00625","1","0","1","3"
"B285","B","285","B279","B","279","1990",4,"10","north","adult","0","0.298611111","0.275","-0.023611111","2","0","1","3"
"B285","B","285","B279","B","279","1990",4,"12","north","adult","20","0.297222222","0.270833333","-0.026388889","2","0","1","3"
"B285","B","285","B279","B","279","1990",4,"23","north","adult","10","0.248611111","0.261111111","0.0125","1","0","1","3"
"B285","B","285","B279","B","279","1990",4,"27","north","adult","20","0.261805556","0.254861111","-0.006944444","2","0","1","3"
"B285","B","285","B279","B","279","1990",3,"28","north","adult","16","0.261111111","0.249305556","-0.011805556","2","0","1","3"
"B285","B","285","B279","B","279","1990",4,"07","north","adult","0","0.284722222","0.278472222","-0.00625","3","0","1","3"
"B285","B","285","B279","B","279","1990",5,"13","north","adult","16","0.245833333","0.239583333","-0.00625","2","0","1","3"
"B285","B","285","B279","B","279","1990",3,"30","north","adult","12","0.271527778","0.247916667","-0.023611111","3","0","1","3"
"B285","B","285","B279","B","279","1990",3,"23","north","adult","27","0.265277778","0.250694444","-0.014583333","3","0","1","3"
"B285","B","285","B279","B","279","1990",4,"11","north","adult","15","0.311805556","0.273611111","-0.038194444","3","0","1","3"
"B285","B","285","B279","B","279","1990",4,"05","north","adult","0","0.3125","0.278472222","-0.034027778","3","0","1","3"
"B969","B","969","R869","R","869","1990",4,"18","sybille_springs","adult","29","0.258333333","0.265277778","0.006944444","1","0","3","3"
"B970","B","970","B971","B","971","1990",4,"05","sybille_springs","adult","27","0.295138889","0.278472222","-0.016666667","3","0","3","3"
"G1076","G","1076","R892","R","892","1990",4,"28","mud_springs","adult","5","0.297916667","0.254861111","-0.043055556","3","0","3","3"
"G1076","G","1076","R892","R","892","1990",4,"22","mud_springs","adult","21","0.270833333","0.263888889","-0.006944444","1","0","3","3"
"G1512","G","1512","WY1280","WY","1280","1990",5,"10","mud_springs","adult","26","0.265277778","0.243055556","-0.022222222","1","0","3","3"
"G1558","G","1558","Y1248","Y","1248","1990",4,"05","north","adult","30","0.322222222","0.278472222","-0.04375","1","0","1","0"
"G1560","G","1560","B1620","B","1620","1990",4,"05","north","adult","21","0.305555556","0.278472222","-0.027083333","2","0","1","3"
"G1560","G","1560","B1620","B","1620","1990",4,"10","north","adult","24","0.311805556","0.275","-0.036805556","1","0","1","3"
"G1560","G","1560","B1620","B","1620","1990",4,"27","north","adult","0","0.282638889","0.254861111","-0.027777778","0","0","1","3"
"G1560","G","1560","B1620","B","1620","1990",4,"12","north","adult","0","0.315277778","0.270833333","-0.044444444","0","0","1","3"
"G1560","G","1560","B1620","B","1620","1990",3,"28","north","adult","0","0.295138889","0.249305556","-0.045833333","0","0","1","3"
"G1560","G","1560","B1620","B","1620","1990",4,"16","north","adult","29","0.267361111","0.265972222","-0.001388889","1","0","1","3"
"G1560","G","1560","B1620","B","1620","1990",4,"14","north","adult","32","0.2625","0.26875","0.00625","1","1","1","3"
"G1560","G","1560","B1620","B","1620","1990",4,"25","north","adult","0","0.279166667","0.256944444","-0.022222222","0","0","1","3"
"G1560","G","1560","B1620","B","1620","1990",4,"04","north","adult","28","0.283333333","0.279166667","-0.004166667","1","0","1","3"
"G1560","G","1560","B1620","B","1620","1990",3,"30","north","adult","6","0.254166667","0.247916667","-0.00625","3","0","1","3"
"G1560","G","1560","B1620","B","1620","1990",4,"23","north","adult","10","0.259027778","0.261111111","0.002083333","3","0","1","3"
"G1560","G","1560","B1620","B","1620","1990",4,"18","north","adult","2","0.29375","0.265277778","-0.028472222","3","0","1","3"
"G1560","G","1560","B1620","B","1620","1990",4,"07","north","adult","17","0.306944444","0.278472222","-0.028472222","2","0","1","3"
"G1560","G","1560","B1620","B","1620","1990",5,"13","north","adult","0","0.252777778","0.239583333","-0.013194444","3","1","1","3"
"G1560","G","1560","B1620","B","1620","1990",5,"02","north","adult","9","0.264583333","0.248611111","-0.015972222","3","0","1","3"
"G1560","G","1560","B1620","B","1620","1990",5,"07","north","adult","1","0.284027778","0.245138889","-0.038888889","3","0","1","3"
"G1560","G","1560","B1620","B","1620","1990",4,"23","north","adult","1","0.284027778","0.261111111","-0.022916667","3","0","1","3"
"G1560","G","1560","B1620","B","1620","1990",5,"07","north","adult","16","0.296527778","0.245138889","-0.051388889","3","1","1","3"
"G1560","G","1560","B1620","B","1620","1990",4,"10","north","adult","30","0.274305556","0.275","0.000694444","1","1","1","3"
"G1560","G","1560","B1620","B","1620","1990",4,"15","north","adult","16","0.265972222","0.267361111","0.001388889","3","0","1","3"
"G1591","G","1591","G1590","G","1590","1990",4,"15","sybille_springs","adult","29","0.264583333","0.267361111","0.002777778","1","0","0","0"
"G1591","G","1591","G1590","G","1590","1990",4,"22","sybille_springs","adult","35","0.291666667","0.263888889","-0.027777778","1","1","0","0"
"G1591","G","1591","G1590","G","1590","1990",4,"15","sybille_springs","adult","37","0.267361111","0.267361111","0","1","0","0","0"
"G1591","G","1591","G1590","G","1590","1990",4,"12","sybille_springs","adult","18","0.274305556","0.270833333","-0.003472222","2","1","0","0"
"G1591","G","1591","G1590","G","1590","1990",4,"24","sybille_springs","adult","7","0.285416667","0.259027778","-0.026388889","3","0","0","0"
"G1591","G","1591","G1590","G","1590","1990",4,"17","sybille_springs","adult","0","0.294444444","0.265972222","-0.028472222","3","0","0","0"
"G1591","G","1591","G1590","G","1590","1990",4,"15","sybille_springs","adult","41","0.291666667","0.267361111","-0.024305556","1","1","0","0"
"G1593","G","1593","R1710","R","1710","1990",5,"07","north","adult","20","0.270138889","0.245138889","-0.025","2","0","1","0"
"G1593","G","1593","R1710","R","1710","1990",4,"12","north","adult","0","0.3125","0.270833333","-0.041666667","3","0","1","0"
"G1593","G","1593","R1710","R","1710","1990",4,"10","north","adult","28","0.282638889","0.275","-0.007638889","2","0","1","0"
"G1593","G","1593","R1710","R","1710","1990",5,"02","north","adult","2","0.261111111","0.248611111","-0.0125","3","0","1","0"
"G1593","G","1593","R1710","R","1710","1990",4,"18","north","adult","8","0.301388889","0.265277778","-0.036111111","3","0","1","0"
"G1593","G","1593","R1710","R","1710","1990",4,"07","north","adult","36","0.273611111","0.278472222","0.004861111","1","0","1","0"
"G302","G","302","G301","G","301","1990",3,"25","north","adult","5","0.24375","0.25","0.00625","3","0","3","3"
"O13","O","13","B298","B","298","1990",5,"02","mud_springs","adult","0","0.277777778","0.248611111","-0.029166667","3","0","3","3"
"O1355","O","1355","W1402","W","1402","1990",5,"03","sybille_springs","adult","0","0.246527778","0.247916667","0.001388889","3","0","3","0"
"O1355","O","1355","W1402","W","1402","1990",4,"16","sybille_springs","adult","8","0.281944444","0.265972222","-0.015972222","3","0","3","0"
"O1355","O","1355","W1402","W","1402","1990",4,"15","sybille_springs","adult","0","0.284027778","0.267361111","-0.016666667","3","0","3","0"
"O1384","O","1384","Y1251","Y","1251","1990",4,"07","north","adult","27","0.279166667","0.278472222","-0.000694444","1","0","0","0"
"O9","O","9","W462","W","462","1990",4,"23","north","adult","20","0.254861111","0.261111111","0.00625","3","0","3","3"
"O9","O","9","W462","W","462","1990",3,"25","north","adult","6","0.254861111","0.25","-0.004861111","3","0","3","3"
"R102","R","102","R101","R","101","1990",3,"23","north","adult","11","0.271527778","0.250694444","-0.020833333","3","0","3","3"
"R102","R","102","R101","R","101","1990",4,"07","north","adult","0","0.298611111","0.278472222","-0.020138889","3","0","3","3"
"R1704","R","1704","Y1256","Y","1256","1990",4,"30","sybille_springs","adult","0","0.270833333","0.254166667","-0.016666667","0","0","0","0"
"R1704","R","1704","Y1256","Y","1256","1990",4,"12","sybille_springs","adult","31","0.28125","0.270833333","-0.010416667","1","0","0","0"
"R1704","R","1704","Y1256","Y","1256","1990",4,"11","sybille_springs","adult","27","0.299305556","0.273611111","-0.025694444","1","0","0","0"
"R1704","R","1704","Y1256","Y","1256","1990",4,"15","sybille_springs","adult","26","0.304166667","0.267361111","-0.036805556","1","0","0","0"
"R1704","R","1704","Y1256","Y","1256","1990",4,"13","sybille_springs","adult","29","0.259027778","0.270833333","0.011805556","2","0","0","0"
"R1704","R","1704","Y1256","Y","1256","1990",4,"18","sybille_springs","adult","4","0.28125","0.265277778","-0.015972222","3","0","0","0"
"R1704","R","1704","Y1256","Y","1256","1990",4,"22","sybille_springs","adult","32","0.266666667","0.263888889","-0.002777778","2","0","0","0"
"R1704","R","1704","Y1256","Y","1256","1990",5,"03","sybille_springs","adult","0","0.25625","0.247916667","-0.008333333","0","0","0","0"
"R1707","R","1707","O1354","O","1354","1990",4,"05","sybille_springs","adult","43","0.271527778","0.278472222","0.006944444","1","0","3","3"
"R1711","R","1711","B1625","B","1625","1990",3,"27","sybille_springs","adult","8","0.24375","0.25","0.00625","0","0",NA,NA
"R1725","R","1725","W1446","W","1446","1990",3,"27","sybille_springs","adult","16","0.263194444","0.25","-0.013194444","0","0","3","3"
"R1725","R","1725","W1446","W","1446","1990",4,"05","sybille_springs","adult","33","0.271527778","0.278472222","0.006944444","1","0","3","3"
"R1752","R","1752","B1624","B","1624","1990",4,"12","north","adult","26","0.293055556","0.270833333","-0.022222222","1","0","3","3"
"R1752","R","1752","B1624","B","1624","1990",5,"07","north","adult","39","0.244444444","0.245138889","0.000694444","1","0","3","3"
"R1752","R","1752","B1624","B","1624","1990",4,"25","north","adult","3","0.25625","0.256944444","0.000694444","0","0","3","3"
"R1752","R","1752","B1624","B","1624","1990",3,"25","north","adult","21","0.28125","0.25","-0.03125","0","0","3","3"
"R1752","R","1752","B1624","B","1624","1990",5,"13","north","adult","36","0.242361111","0.239583333","-0.002777778","2","0","3","3"
"R1752","R","1752","B1624","B","1624","1990",4,"23","north","adult","13","0.269444444","0.261111111","-0.008333333","3","0","3","3"
"R1752","R","1752","B1624","B","1624","1990",4,"22","north","adult","21","0.253472222","0.263888889","0.010416667","1","0","3","3"
"R1752","R","1752","B1624","B","1624","1990",3,"30","north","adult","29","0.260416667","0.247916667","-0.0125","2","0","3","3"
"R1752","R","1752","B1624","B","1624","1990",4,"18","north","adult","22","0.273611111","0.265277778","-0.008333333","3","0","3","3"
"R1752","R","1752","B1624","B","1624","1990",4,"05","north","adult","0","0.316666667","0.278472222","-0.038194444","3","0","3","3"
"R1752","R","1752","B1624","B","1624","1990",4,"11","north","adult","14","0.308333333","0.273611111","-0.034722222","3","0","3","3"
"R1752","R","1752","B1624","B","1624","1990",4,"07","north","adult","24","0.290972222","0.278472222","-0.0125","3","0","3","3"
"R1752","R","1752","B1624","B","1624","1990",4,"04","north","adult","15","0.3125","0.279166667","-0.033333333","3","0","3","3"
"R1752","R","1752","B1624","B","1624","1990",5,"02","north","adult","6","0.295833333","0.248611111","-0.047222222","3","0","3","3"
"R1752","R","1752","B1624","B","1624","1990",4,"27","north","adult","0","0.25625","0.254861111","-0.001388889","0","0","3","3"
"R1754","R","1754","Y1271","Y","1271","1990",4,"07","north","adult","3","0.286111111","0.278472222","-0.007638889","3","0","0","0"
"R1754","R","1754","Y1271","Y","1271","1990",4,"11","north","adult","6","0.306944444","0.273611111","-0.033333333","3","0","0","0"
"R181","R","181","W480","W","480","1990",3,"30","north","adult","13","0.254166667","0.247916667","-0.00625","3","0","3","3"
"R899","R","899","G1065","G","1065","1990",4,"24","mud_springs","adult","0","0.267361111","0.259027778","-0.008333333","3","0","3","3"
"W1405","W","1405","G1595","G","1595","1990",4,"30","sybille_springs","adult","6","0.25","0.254166667","0.004166667","0","1","3","3"
"W1405","W","1405","G1595","G","1595","1990",5,"15","sybille_springs","adult","19","0.279166667","0.239583333","-0.039583333","1","1","3","3"
"W1405","W","1405","G1595","G","1595","1990",5,"15","sybille_springs","adult","30","0.248611111","0.239583333","-0.009027778","1","0","3","3"
"W1422","W","1422","WR1742","WR","1742","1990",5,"15","sybille_springs","adult","0","0.242361111","0.239583333","-0.002777778","3","0","0","0"
"W1442","W","1442","B1609","B","1609","1990",4,"16","sybille_springs","adult","29","0.274305556","0.265972222","-0.008333333","2","0","3","3"
"W1442","W","1442","B1609","B","1609","1990",4,"13","sybille_springs","adult","34","0.266666667","0.270833333","0.004166667","1","0","3","3"
"W1442","W","1442","B1609","B","1609","1990",4,"13","sybille_springs","adult","23","0.303472222","0.270833333","-0.032638889","1","0","3","3"
"W1476","W","1476","O1380","O","1380","1990",4,"27","north","juven","22","0.26875","0.254861111","-0.013888889","0","0",NA,NA
"W1476","W","1476","O1380","O","1380","1990",4,"22","north","juven","26","0.30625","0.263888889","-0.042361111","0","0",NA,NA
"W1476","W","1476","O1380","O","1380","1990",4,"22","north","juven","19","0.310416667","0.263888889","-0.046527778","0","0",NA,NA
"W1476","W","1476","O1380","O","1380","1990",4,"25","north","juven","4","0.263194444","0.256944444","-0.00625","0","0",NA,NA
"W1476","W","1476","O1380","O","1380","1990",4,"18","north","juven","29","0.286805556","0.265277778","-0.021527778","3","0",NA,NA
"W1476","W","1476","O1380","O","1380","1990",4,"15","north","juven","34","0.270833333","0.267361111","-0.003472222","3","0",NA,NA
"W1476","W","1476","O1380","O","1380","1990",5,"07","north","juven","25","0.2625","0.245138889","-0.017361111","3","0",NA,NA
"W1476","W","1476","O1380","O","1380","1990",4,"14","north","juven","12","0.277777778","0.26875","-0.009027778","3","0",NA,NA
"W1476","W","1476","O1380","O","1380","1990",5,"02","north","juven","22","0.276388889","0.248611111","-0.027777778","3","0",NA,NA
"W1476","W","1476","O1380","O","1380","1990",4,"12","north","juven","32","0.306944444","0.270833333","-0.036111111","2","0",NA,NA
"W481","W","481","G388","G","388","1990",4,"18","north","adult","0","0.305555556","0.265277778","-0.040277778","3","0","3","3"
"W660","W","660","Y1113","Y","1113","1990",4,"27","north","adult","0","0.282638889","0.254861111","-0.027777778","0","0","3","3"
"W660","W","660","Y1113","Y","1113","1990",4,"07","north","adult","39","0.274305556","0.278472222","0.004166667","1","0","3","3"
"W660","W","660","Y1113","Y","1113","1990",3,"28","north","adult","6","0.288888889","0.249305556","-0.039583333","0","0","3","3"
"W660","W","660","Y1113","Y","1113","1990",4,"15","north","adult","31","0.275694444","0.267361111","-0.008333333","1","0","3","3"
"W660","W","660","Y1113","Y","1113","1990",4,"14","north","adult","30","0.265972222","0.26875","0.002777778","1","0","3","3"
"W660","W","660","Y1113","Y","1113","1990",4,"16","north","adult","33","0.299305556","0.265972222","-0.033333333","1","0","3","3"
"W660","W","660","Y1113","Y","1113","1990",4,"05","north","adult","35","0.30625","0.278472222","-0.027777778","1","0","3","3"
"W660","W","660","Y1113","Y","1113","1990",4,"18","north","adult","25","0.283333333","0.265277778","-0.018055556","2","0","3","3"
"W660","W","660","Y1113","Y","1113","1990",4,"12","north","adult","13","0.311111111","0.270833333","-0.040277778","3","0","3","3"
"W660","W","660","Y1113","Y","1113","1990",4,"04","north","adult","39","0.2875","0.279166667","-0.008333333","1","0","3","3"
"W660","W","660","Y1113","Y","1113","1990",5,"07","north","adult","29","0.265972222","0.245138889","-0.020833333","1","0","3","3"
"W660","W","660","Y1113","Y","1113","1990",4,"23","north","adult","6","0.253472222","0.261111111","0.007638889","3","0","3","3"
"W660","W","660","Y1113","Y","1113","1990",3,"23","north","adult","12","0.257638889","0.250694444","-0.006944444","3","0","3","3"
"W660","W","660","Y1113","Y","1113","1990",3,"25","north","adult","9","0.251388889","0.25","-0.001388889","3","0","3","3"
"W660","W","660","Y1113","Y","1113","1990",3,"30","north","adult","20","0.248611111","0.247916667","-0.000694444","3","0","3","3"
"W660","W","660","Y1113","Y","1113","1990",5,"02","north","adult","22","0.272222222","0.248611111","-0.023611111","3","0","3","3"
"WB1605","WB","1605","WG1583","WG","1583","1990",4,"23","mud_springs","adult","30","0.298611111","0.261111111","-0.0375","0","0",NA,NA
"WB1610","WB","1610","W1433","W","1433","1990",5,"10","mud_springs","adult","25","0.263888889","0.243055556","-0.020833333","3","0","0","0"
"WB1626","WB","1626","W1407","W","1407","1990",4,"30","sybille_springs","adult","14","0.297222222","0.254166667","-0.043055556","0","0","0","0"
"WB1626","WB","1626","W1407","W","1407","1990",5,"15","sybille_springs","adult","0","0.248611111","0.239583333","-0.009027778","3","0","0","0"
"WB1630","WB","1630","W1418","W","1418","1990",5,"02","north","adult","20","0.309722222","0.248611111","-0.061111111","3","0","0","1"
"WB1630","WB","1630","W1418","W","1418","1990",4,"18","north","adult","10","0.311805556","0.265277778","-0.046527778","3","0","0","1"
"WB1630","WB","1630","W1418","W","1418","1990",5,"07","north","adult","35","0.2875","0.245138889","-0.042361111","3","0","0","1"
"WB1668","WB","1668","R1727","R","1727","1990",5,"10","sybille_springs","adult","17","0.197222222","0.243055556","0.045833333","1","0","1","0"
"WB1668","WB","1668","R1727","R","1727","1990",4,"17","sybille_springs","adult","20","0.258333333","0.265972222","0.007638889","2","0","1","0"
"WB1668","WB","1668","R1727","R","1727","1990",4,"22","sybille_springs","adult","29","0.254166667","0.263888889","0.009722222","1","0","1","0"
"WB1668","WB","1668","R1727","R","1727","1990",4,"30","sybille_springs","adult","0","0.267361111","0.254166667","-0.013194444","0","0","1","0"
"WB1668","WB","1668","R1727","R","1727","1990",5,"15","sybille_springs","adult","0","0.244444444","0.239583333","-0.004861111","3","0","1","0"
"WB1668","WB","1668","R1727","R","1727","1990",5,"13","sybille_springs","adult","26","0.263194444","0.239583333","-0.023611111","3","0","1","0"
"WB1668","WB","1668","R1727","R","1727","1990",4,"24","sybille_springs","adult","14","0.25625","0.259027778","0.002777778","1","0","1","0"
"WB1668","WB","1668","R1727","R","1727","1990",4,"16","sybille_springs","adult","13","0.266666667","0.265972222","-0.000694444","2","0","1","0"
"WB1668","WB","1668","R1727","R","1727","1990",5,"06","sybille_springs","adult","0","0.261111111","0.245833333","-0.015277778","3","0","1","0"
"WG1503","WG","1503","W1408","W","1408","1990",5,"02","north","adult","5","0.257638889","0.248611111","-0.009027778","3","0","0","0"
"WG1503","WG","1503","W1408","W","1408","1990",4,"23","north","adult","0","0.275694444","0.261111111","-0.014583333","3","0","0","0"
"WG1511","WG","1511","O1306","O","1306","1990",4,"28","mud_springs","adult","16","0.250694444","0.254861111","0.004166667","2","0","0","1"
"WG1514","WG","1514","W1480","W","1480","1990",4,"17","sybille_springs","adult","34","0.270138889","0.265972222","-0.004166667","3","0","0","0"
"WG1514","WG","1514","W1480","W","1480","1990",4,"30","sybille_springs","adult","4","0.253472222","0.254166667","0.000694444","0","0","0","0"
"WG1514","WG","1514","W1480","W","1480","1990",5,"10","sybille_springs","adult","23","0.250694444","0.243055556","-0.007638889","3","0","0","0"
"WG1552","WG","1552","Y1252","Y","1252","1990",5,"06","mud_springs","adult","0","0.265972222","0.245833333","-0.020138889","3","0","3","3"
"WG1552","WG","1552","Y1252","Y","1252","1990",5,"06","mud_springs","adult","1","0.290277778","0.245833333","-0.044444444","3","0","3","3"
"WG1552","WG","1552","Y1252","Y","1252","1990",4,"24","mud_springs","adult","0","0.271527778","0.259027778","-0.0125","3","0","3","3"
"WG1561","WG","1561","Y1281","Y","1281","1990",4,"17","sybille_springs","adult","4","0.305555556","0.265972222","-0.039583333","3","0","0","0"
"WG1573","WG","1573","R1761","R","1761","1990",5,"08","sybille_springs","adult","0","0.236111111","0.244444444","0.008333333","3","0","0","0"
"WG1597","WG","1597","WB1608","WB","1608","1990",4,"19","mud_springs","adult","32","0.286805556","0.264583333","-0.022222222","1","1","3","3"
"WG1597","WG","1597","WB1608","WB","1608","1990",4,"19","mud_springs","adult","38","0.280555556","0.264583333","-0.015972222","1","1","3","3"
"WG1597","WG","1597","WB1608","WB","1608","1990",4,"22","mud_springs","adult","30","0.277083333","0.263888889","-0.013194444","1","1","3","3"
"WO1304","WO","1304","B1615","B","1615","1990",4,"23","mud_springs","adult","3","0.275","0.261111111","-0.013888889","3","0","0","0"
"WO1304","WO","1304","B1615","B","1615","1990",4,"24","mud_springs","adult","9","0.288888889","0.259027778","-0.029861111","3","0","0","0"
"WO1304","WO","1304","B1615","B","1615","1990",5,"08","mud_springs","adult","6","0.263888889","0.244444444","-0.019444444","3","0","0","0"
"WO1304","WO","1304","B1615","B","1615","1990",4,"28","mud_springs","adult","0","0.277083333","0.254861111","-0.022222222","3","0","0","0"
"WO1305","WO","1305","Y1285","Y","1285","1990",4,"18","sybille_springs","adult","14","0.254166667","0.265277778","0.011111111","2","0","0","1"
"WO1305","WO","1305","Y1285","Y","1285","1990",5,"15","sybille_springs","adult","0","0.248611111","0.239583333","-0.009027778","3","0","0","1"
"WO1317","WO","1317","R1764","R","1764","1990",5,"06","mud_springs","adult","4","0.252083333","0.245833333","-0.00625","3","0","3","3"
"WO1319","WO","1319","W1414","W","1414","1990",4,"30","sybille_springs","adult","0","0.268055556","0.254166667","-0.013888889","0","0","0","0"
"WO1319","WO","1319","W1414","W","1414","1990",4,"23","sybille_springs","adult","9","0.284722222","0.261111111","-0.023611111","1","0","0","0"
"WO1319","WO","1319","W1414","W","1414","1990",4,"18","sybille_springs","adult","21","0.263888889","0.265277778","0.001388889","1","0","0","0"
"WO1319","WO","1319","W1414","W","1414","1990",4,"30","sybille_springs","adult","3","0.275694444","0.254166667","-0.021527778","0","0","0","0"
"WO1319","WO","1319","W1414","W","1414","1990",5,"06","sybille_springs","adult","9","0.24375","0.245833333","0.002083333","2","0","0","0"
"WO1319","WO","1319","W1414","W","1414","1990",4,"17","sybille_springs","adult","0","0.294444444","0.265972222","-0.028472222","3","0","0","0"
"WO1319","WO","1319","W1414","W","1414","1990",4,"24","sybille_springs","adult","25","0.273611111","0.259027778","-0.014583333","3","0","0","0"
"WO1319","WO","1319","W1414","W","1414","1990",5,"13","sybille_springs","adult","28","0.233333333","0.239583333","0.00625","3","0","0","0"
"WO1319","WO","1319","W1414","W","1414","1990",5,"10","sybille_springs","adult","30","0.24375","0.243055556","-0.000694444","2","0","0","0"
"WO1369","WO","1369","B1627","B","1627","1990",5,"06","sybille_springs","adult","11","0.239583333","0.245833333","0.00625","1","0","1","1"
"WO1369","WO","1369","B1627","B","1627","1990",4,"30","sybille_springs","adult","8","0.259722222","0.254166667","-0.005555556","0","0","1","1"
"WO1369","WO","1369","B1627","B","1627","1990",5,"03","sybille_springs","adult","0","0.2625","0.247916667","-0.014583333","0","0","1","1"
"WO1369","WO","1369","B1627","B","1627","1990",5,"08","sybille_springs","adult","2","0.234027778","0.244444444","0.010416667","3","0","1","1"
"WO1369","WO","1369","B1627","B","1627","1990",5,"10","sybille_springs","adult","26","0.24375","0.243055556","-0.000694444","2","0","1","1"
"WO1369","WO","1369","B1627","B","1627","1990",5,"15","sybille_springs","adult","3","0.244444444","0.239583333","-0.004861111","3","0","1","1"
"WO1369","WO","1369","B1627","B","1627","1990",4,"22","sybille_springs","adult","19","0.277777778","0.263888889","-0.013888889","1","0","1","1"
"WO1369","WO","1369","B1627","B","1627","1990",5,"13","sybille_springs","adult","0","0.247222222","0.239583333","-0.007638889","3","0","1","1"
"WO1372","WO","1372","O1373","O","1373","1990",4,"18","north","adult","0","0.264583333","0.265277778","0.000694444","3","0","1","0"
"WO1372","WO","1372","O1373","O","1373","1990",4,"15","north","adult","20","0.284027778","0.267361111","-0.016666667","1","0","1","0"
"WO1389","WO","1389","W1444","W","1444","1990",5,"07","north","adult","36","0.279166667","0.245138889","-0.034027778","3","0","1","0"
"WO1389","WO","1389","W1444","W","1444","1990",4,"18","north","adult","0","0.302777778","0.265277778","-0.0375","3","0","1","0"
"WO1389","WO","1389","W1444","W","1444","1990",5,"02","north","adult","0","0.300694444","0.248611111","-0.052083333","3","0","1","0"
"WR1716","WR","1716","R1721","R","1721","1990",5,"08","mud_springs","adult","18","0.273611111","0.244444444","-0.029166667","1","0","0","0"
"WR1719","WR","1719","WB1584","WB","1584","1990",4,"24","mud_springs","adult","5","0.295138889","0.259027778","-0.036111111","3","0","3","3"
"WR1719","WR","1719","WG1584","WG","1584","1990",5,"06","mud_springs","adult","28","0.238194444","0.245833333","0.007638889","1","0",NA,NA
"WR1719","WR","1719","WG1584","WG","1584","1990",5,"04","mud_springs","adult","25","0.249305556","0.247222222","-0.002083333","1","0",NA,NA
"WR1719","WR","1719","WG1584","WG","1584","1990",5,"08","mud_springs","adult","0","0.264583333","0.244444444","-0.020138889","3","0",NA,NA
