"l_tag","left_tag_colour","left_tag_number","r_tag","right_tag_colour","right_tag_number","year","month","day","lek","age","struts_5_min","time_strut","sunrise","time_to_sunrise","dist_to_hens","breed","malaria","lice"
"Y1155","Y","1155","B963","B","963","1988",4,"19","mud_springs","adult","36","0.279861111","0.268055556","-0.011805556","1","1","1","0"
"Y1155","Y","1155","B963","B","963","1988",4,"18","mud_springs","adult","38","0.300694444","0.26875","-0.031944444","1","0","1","0"
"Y1155","Y","1155","B963","B","963","1988",4,"14","mud_springs","adult","28","0.269444444","0.272916667","0.003472222","1","0","1","0"
"Y1155","Y","1155","B963","B","963","1988",4,"14","mud_springs","adult","22","0.278472222","0.272916667","-0.005555556","2","0","1","0"
"Y1155","Y","1155","B963","B","963","1988",4,"19","mud_springs","adult","36","0.2625","0.268055556","0.005555556","1","1","1","0"
"Y1167","Y","1167","G1031","G","1031","1988",4,"28","mud_springs","adult","9","0.275694444","0.255555556","-0.020138889","3","0","0","0"
"Y1167","Y","1167","G1031","G","1031","1988",4,"17","mud_springs","adult","16","0.277083333","0.269444444","-0.007638889","2","0","0","0"
"Y1175","Y","1175","Y1176","Y","1176","1988",4,"19","mud_springs","adult","22","0.266666667","0.274305556","0.007638889","1","0","0","1"
"Y1175","Y","1175","Y1176","Y","1176","1988",4,"12","mud_springs","adult","0","0.319444444","0.274305556","-0.045138889","3","0","0","1"
"Y1175","Y","1175","Y1176","Y","1176","1988",4,"17","mud_springs","adult","15","0.284027778","0.269444444","-0.014583333","3","0","0","1"
"Y1179","Y","1179","B952","B","952","1988",4,"20","red_post","adult","27","0.258333333","0.266666667","0.008333333","3","0","1","1"
"B201","B","201","B202","B","202","1987",4,"22","north","adult","1","0.263194444","0.259027778","0.004166667","1","0","0","1"
"B201","B","201","B202","B","202","1987",4,"16","north","adult","4","0.259722222","0.267361111","-0.007638889","3","0","0","1"
"B201","B","201","B202","B","202","1987",4,"17","north","adult","16","0.295138889","0.265277778","0.029861111","2","0","0","1"
"B201","B","201","B202","B","202","1987",4,"10","north","adult","25","0.315277778","0.276388889","0.038888889","4","0","0","1"
"B201","B","201","B202","B","202","1987",4,"17","north","adult","27","0.259027778","0.265277778","-0.00625","1","0","0","1"
"B201","B","201","B202","B","202","1987",4,"14","north","adult","3","0.270138889","0.270833333","-0.000694444","4","0","0","1"
"B201","B","201","B202","B","202","1987",4,"11","north","adult","27","0.290972222","0.275","0.015972222","1","0","0","1"
"B201","B","201","B202","B","202","1987",4,"03","north","adult","6","0.272222222","0.241666667","0.030555556","4","0","0","1"
"B201","B","201","B202","B","202","1987",4,"15","north","adult","27","0.286805556","0.268055556","0.01875","1","0","0","1"
"B201","B","201","B202","B","202","1987",4,"13","north","adult","20","0.284722222","0.272916667","0.011805556","1","0","0","1"
"B201","B","201","B202","B","202","1987",4,"18","north","adult","32","0.264583333","0.263888889","0.000694444","1","0","0","1"
"B201","B","201","B202","B","202","1987",4,"09","north","adult","7","0.279861111","0.276388889","0.003472222","4","0","0","1"
"B201","B","201","B202","B","202","1987",4,"08","north","adult","10","0.322916667","0.278472222","0.044444444","4","0","0","1"
"B201","B","201","B202","B","202","1987",4,"05","north","adult","9","0.276388889","0.283333333","-0.006944444","4","0","0","1"
"B201","B","201","B202","B","202","1987",4,"03","north","adult","13","0.260416667","0.241666667","0.01875","4","0","0","1"
"B201","B","201","B202","B","202","1987",3,"31","north","adult","11","0.266666667","0.245138889","0.021527778","4","0","0","1"
"B201","B","201","B202","B","202","1987",4,"19","north","adult","32","0.267361111","0.263194444","0.004166667","1","0","0","1"
"B201","B","201","B202","B","202","1987",4,"03","north","adult","4","0.284722222","0.241666667","0.043055556","4","0","0","1"
"B201","B","201","B202","B","202","1987",3,"31","north","adult","5","0.245138889","0.245138889","0","4","0","0","1"
"B201","B","201","B202","B","202","1987",3,"31","north","adult","13","0.284722222","0.245138889","0.039583333","4","0","0","1"
"B205","B","205","W405","W","405","1987",4,"16","long_lake","adult","6","0.269444444","0.267361111","0.002083333","2","0","0","1"
"B205","B","205","W405","W","405","1987",4,"01","long_lake","adult","0","0.278472222","0.24375","0.034722222","0","0","0","1"
"B205","B","205","W405","W","405","1987",4,"30","long_lake","adult","0","0.24375","0.252777778","-0.009027778","0","0","0","1"
"B205","B","205","W405","W","405","1987",5,"03","long_lake","adult","23","0.245833333","0.250694444","-0.004861111","1","0","0","1"
"B205","B","205","W405","W","405","1987",4,"19","long_lake","adult","0","0.295138889","0.263194444","0.031944444","0","0","0","1"
"B205","B","205","W405","W","405","1987",4,"01","long_lake","adult","1","0.29375","0.24375","0.05","0","0","0","1"
"B205","B","205","W405","W","405","1987",4,"01","long_lake","adult","0","0.234722222","0.24375","-0.009027778","0","0","0","1"
"B205","B","205","W405","W","405","1987",4,"26","long_lake","adult","34","0.247916667","0.255555556","-0.007638889","1","0","0","1"
"B205","B","205","W405","W","405","1987",4,"19","long_lake","adult","32","0.26875","0.263194444","0.005555556","1","0","0","1"
"B205","B","205","W405","W","405","1987",4,"03","long_lake","adult","11","0.283333333","0.241666667","0.041666667","4","0","0","1"
"B205","B","205","W405","W","405","1987",4,"28","long_lake","adult","0","0.270833333","0.253472222","0.017361111","4","0","0","1"
"B205","B","205","W405","W","405","1987",4,"03","long_lake","adult","26","0.269444444","0.241666667","0.027777778","0","0","0","1"
"B205","B","205","W405","W","405","1987",4,"28","long_lake","adult","1","0.284722222","0.253472222","0.03125","0","0","0","1"
"B205","B","205","W405","W","405","1987",4,"03","long_lake","adult","17","0.247222222","0.241666667","0.005555556","0","0","0","1"
"B205","B","205","W405","W","405","1987",4,"28","long_lake","adult","2","0.254861111","0.253472222","0.001388889","4","0","0","1"
"B205","B","205","W405","W","405","1987",4,"13","long_lake","adult","0","0.279861111","0.272916667","0.006944444","4","0","0","1"
"B205","B","205","W405","W","405","1987",4,"29","long_lake","adult","0","0.234722222","0.252777778","-0.018055556","3","0","0","1"
"B217","B","217","G312","G","312","1987",4,"22","broken_wing","adult","0","0.246527778","0.259027778","-0.0125","4","0","0","0"
"B217","B","217","G312","G","312","1987",4,"24","broken_wing","adult","13","0.241666667","0.257638889","-0.015972222","4","0","0","0"
"B217","B","217","G312","G","312","1987",4,"09","broken_wing","adult","16","0.30625","0.276388889","0.029861111","4","0","0","0"
"B217","B","217","G312","G","312","1987",4,"17","broken_wing","adult","43","0.258333333","0.265277778","-0.006944444","1","0","0","0"
"B217","B","217","G312","G","312","1987",4,"10","broken_wing","adult","31","0.270138889","0.276388889","-0.00625","1","0","0","0"
"B217","B","217","G312","G","312","1987",4,"24","broken_wing","adult","10","0.275","0.257638889","0.017361111","0","0","0","0"
"B225","B","225","P513","P","513","1987",4,"13","mud_springs","adult","33","0.297916667","0.272916667","0.025","1","0","0","1"
"B225","B","225","P513","P","513","1987",4,"27","mud_springs","adult","3","0.267361111","0.254861111","0.0125","4","0","0","1"
"B225","B","225","P513","P","513","1987",4,"16","mud_springs","adult","23","0.270138889","0.267361111","0.002777778","1","0","0","1"
"B225","B","225","P513","P","513","1987",4,"16","mud_springs","adult","41","0.297916667","0.267361111","0.030555556","1","0","0","1"
"B251","B","251","W479","W","479","1987",4,"13","north","juven","0","0.297916667","0.272916667","0.025","3","0",NA,NA
"B257","B","257","R180","R","180","1987",5,"03","long_lake","adult","1","0.25625","0.250694444","0.005555556","3","0","1","0"
"B257","B","257","R180","R","180","1987",4,"29","long_lake","adult","12","0.244444444","0.252777778","-0.008333333","3","0","1","0"
"B258","B","258","W489","W","489","1987",4,"25","mud_springs","adult","1","0.297222222","0.25625","0.040972222","0","0",NA,NA
"B271","B","271","P571","P","571","1987",4,"17","windmill_dam","adult","30","0.245138889","0.265277778","-0.020138889","3","0","1","1"
"B271","B","271","P571","P","571","1987",4,"11","windmill_dam","adult","27","0.291666667","0.275","0.016666667","4","0","1","1"
"B274","B","274","P566","P","566","1987",4,"16","long_lake","adult","17","0.263194444","0.267361111","-0.004166667","1","0","1","0"
"G302","G","302","G301","G","301","1987",3,"31","north","adult","31","0.258333333","0.245138889","0.013194444","4","0","0","1"
"G302","G","302","G301","G","301","1987",3,"31","north","adult","8","0.273611111","0.245138889","0.028472222","4","0","0","1"
"G302","G","302","G301","G","301","1987",4,"22","north","adult","20","0.259722222","0.259027778","0.000694444","2","0","0","1"
"G302","G","302","G301","G","301","1987",3,"31","north","adult","32","0.238888889","0.245138889","-0.00625","4","0","0","1"
"G302","G","302","G310","G","310","1987",4,"09","north","adult","16","0.352777778","0.276388889","0.076388889","4","0",NA,NA
"G303","G","303","O5","O","5","1987",4,"19","long_lake","adult","42","0.2625","0.263194444","-0.000694444","1","1","0","0"
"G303","G","303","O5","O","5","1987",4,"03","long_lake","adult","14","0.241666667","0.241666667","0","0","1","0","0"
"G303","G","303","O5","O","5","1987",4,"30","long_lake","adult","0","0.250694444","0.252777778","-0.002083333","0","1","0","0"
"G303","G","303","O5","O","5","1987",4,"05","long_lake","adult","7","0.286805556","0.283333333","0.003472222","4","0","0","0"
"G303","G","303","O5","O","5","1987",4,"01","long_lake","adult","20","0.289583333","0.24375","0.045833333","0","1","0","0"
"G303","G","303","O5","O","5","1987",4,"01","long_lake","adult","24","0.254861111","0.24375","0.011111111","0","1","0","0"
"G303","G","303","O5","O","5","1987",4,"16","long_lake","adult","30","0.284027778","0.267361111","0.016666667","1","1","0","0"
"G303","G","303","O5","O","5","1987",4,"01","long_lake","adult","22","0.270138889","0.24375","0.026388889","0","1","0","0"
"G314","G","314","G315","G","315","1987",4,"17","broken_wing","adult","32","0.275694444","0.265277778","0.010416667","1","0",NA,NA
"G314","G","314","G315","G","315","1987",4,"16","broken_wing","adult","13","0.257638889","0.267361111","-0.009722222","1","0",NA,NA
"G320","G","320","P519","P","519","1987",4,"22","broken_wing","adult","0","0.250694444","0.259027778","-0.008333333","4","0","0","0"
"G320","G","320","P519","P","519","1987",4,"09","broken_wing","adult","27","0.28125","0.276388889","0.004861111","4","0","0","0"
"G320","G","320","P519","P","519","1987",4,"09","broken_wing","adult","18","0.297222222","0.276388889","0.020833333","4","0","0","0"
"G320","G","320","P519","P","519","1987",4,"10","broken_wing","adult","11","0.281944444","0.276388889","0.005555556","4","0","0","0"
"G320","G","320","P519","P","519","1987",4,"24","broken_wing","adult","21","0.25","0.257638889","-0.007638889","1","0","0","0"
"G321","G","321","W421","W","421","1987",4,"26","long_lake","juven","0","0.291666667","0.255555556","0.036111111","2","0",NA,NA
"G321","G","321","W421","W","421","1987",4,"08","long_lake","juven","2","0.280555556","0.278472222","0.002083333","4","0",NA,NA
"G321","G","321","W421","W","421","1987",4,"08","long_lake","juven","0","0.267361111","0.278472222","-0.011111111","4","0",NA,NA
"G343","G","343","P591","P","591","1987",4,"19","sybille_springs","adult","33","0.251388889","0.263194444","-0.011805556","1","0","1","0"
"G348","G","348","W415","W","415","1987",4,"16","broken_wing","adult","0","0.251388889","0.267361111","-0.015972222","2","0","0","1"
"G350","G","350","B300","B","300","1987",4,"13","mud_springs","adult","15","0.28125","0.272916667","0.008333333","4","0",NA,NA
"G389","G","389","R183","R","183","1987",4,"19","long_lake","adult","8","0.277083333","0.263194444","0.013888889","1","1","0","0"
"G391","G","391","O33","O","33","1987",4,"13","mud_springs","adult","1","0.263888889","0.272916667","-0.009027778","4","0","0","0"
"G391","G","391","O33","O","33","1987",4,"16","mud_springs","adult","36","0.261805556","0.267361111","-0.005555556","1","0","0","0"
"G391","G","391","O33","O","33","1987",4,"13","mud_springs","adult","32","0.288888889","0.272916667","0.015972222","2","0","0","0"
"G391","G","391","O33","O","33","1987",4,"13","mud_springs","adult","11","0.3125","0.272916667","0.039583333","4","0","0","0"
"G393","G","393","P562","P","562","1987",4,"19","long_lake","adult","0","0.284027778","0.263194444","0.020833333","0","0",NA,NA
"G396","G","396","G392","G","392","1987",4,"21","cordingly","adult","0","0.252083333","0.260416667","-0.008333333","3","0","0","1"
"G396","G","396","G392","G","392","1987",4,"21","cordingly","adult","0","0.267361111","0.260416667","0.006944444","3","0","0","1"
"G396","G","396","G392","G","392","1987",4,"12","cordingly","adult","32","0.286805556","0.274305556","0.0125","1","0","0","1"
"o","o",NA,"p","p",NA,"1987",4,"12","cordingly",NA,"28","0.286805556","0.274305556","0.0125","1","0",NA,NA
"o","o",NA,"p","p",NA,"1987",4,"12","cordingly",NA,"22","0.280555556","0.274305556","0.00625","1","0",NA,NA
"o","o",NA,"r","r",NA,"1987",4,"24","broken_wing","juven","5","0.26875","0.257638889","0.011111111","0","0",NA,NA
"O13","O","13","B298","B","298","1987",4,"13","mud_springs","adult","22","0.278472222","0.272916667","0.005555556","3","0","0","1"
"O16","O","16","B214","B","214","1987",4,"28","long_lake","adult","6","0.277777778","0.253472222","0.024305556","4","0","1","0"
"O16","O","16","B214","B","214","1987",4,"28","long_lake","adult","7","0.243055556","0.253472222","-0.010416667","2","0","1","0"
"O16","O","16","B214","B","214","1987",4,"28","long_lake","adult","9","0.246527778","0.253472222","-0.006944444","4","0","1","0"
"O16","O","16","B214","B","214","1987",4,"17","long_lake","adult","32","0.263888889","0.265277778","-0.001388889","2","0","1","0"
"O16","O","16","B214","B","214","1987",4,"11","long_lake","adult","6","0.271527778","0.275","-0.003472222","1","0","1","0"
"O16","O","16","B214","B","214","1987",4,"16","long_lake","adult","28","0.305555556","0.267361111","0.038194444","1","0","1","0"
"O16","O","16","B214","B","214","1987",4,"26","long_lake","adult","25","0.259722222","0.255555556","0.004166667","1","0","1","0"
"O21","O","21","O20","O","20","1987",4,"10","broken_wing","adult","2","0.291666667","0.276388889","0.015277778","4","0","0","1"
"O21","O","21","O20","O","20","1987",4,"17","broken_wing","adult","25","0.280555556","0.265277778","0.015277778","1","0","0","1"
"O21","O","21","O20","O","20","1987",4,"22","broken_wing","adult","0","0.284027778","0.259027778","0.025","4","0","0","1"
"O21","O","21","O20","O","20","1987",4,"24","broken_wing","adult","23","0.253472222","0.257638889","-0.004166667","1","0","0","1"
"O23","O","23","P598","P","598","1987",4,"29","sybille_springs","adult","29","0.284722222","0.252777778","0.031944444","1","0","1","0"
"O23","O","23","P598","P","598","1987",4,"18","sybille_springs","adult","33","0.291666667","0.263888889","0.027777778","1","0","1","0"
"O23","O","23","P598","P","598","1987",4,"29","sybille_springs","adult","39","0.298611111","0.252777778","0.045833333","1","0","1","0"
"O23","O","23","P598","P","598","1987",4,"17","sybille_springs","adult","35","0.267361111","0.265277778","0.002083333","4","0","1","0"
"O23","O","23","P598","P","598","1987",5,"01","sybille_springs","adult","0","0.261805556","0.252083333","0.009722222","0","0","1","0"
"O23","O","23","P598","P","598","1987",4,"29","sybille_springs","adult","44","0.289583333","0.252777778","0.036805556","1","0","1","0"
"O23","O","23","P598","P","598","1987",5,"01","sybille_springs","adult","0","0.254861111","0.252083333","0.002777778","0","0","1","0"
"O32","O","32","B268","B","268","1987",4,"11","windmill_dam","adult","30","0.28125","0.275","0.00625","1","0","0","1"
"O6","O","6","W404","W","404","1987",4,"05","long_lake","adult","16","0.26875","0.283333333","-0.014583333","4","0",NA,NA
"O6","O","6","W404","W","404","1987",4,"05","long_lake","adult","15","0.273611111","0.283333333","-0.009722222","4","0",NA,NA
"O83","O","83","R182","R","182","1987",5,"03","long_lake","adult","0","0.25625","0.250694444","0.005555556","3","0","1","0"
"P502","P","502","P501","P","501","1987",4,"18","north","adult","34","0.26875","0.263888889","0.004861111","1","1","0","1"
"P502","P","502","P501","P","501","1987",4,"09","north","adult","18","0.340972222","0.276388889","0.064583333","1","1","0","1"
"P502","P","502","P501","P","501","1987",4,"09","north","adult","16","0.321527778","0.276388889","0.045138889","4","1","0","1"
"P502","P","502","P501","P","501","1987",4,"03","north","adult","12","0.255555556","0.241666667","0.013888889","4","1","0","1"
"P502","P","502","P501","P","501","1987",4,"14","north","adult","32","0.263888889","0.270833333","-0.006944444","1","1","0","1"
"P502","P","502","P501","P","501","1987",4,"03","north","adult","6","0.284722222","0.241666667","0.043055556","4","1","0","1"
"P502","P","502","P501","P","501","1987",4,"13","north","adult","30","0.271527778","0.272916667","-0.001388889","4","1","0","1"
"P502","P","502","P501","P","501","1987",4,"19","north","adult","7","0.284722222","0.263194444","0.021527778","3","1","0","1"
"P502","P","502","P501","P","501","1987",4,"22","north","adult","11","0.259027778","0.259027778","0","4","1","0","1"
"P502","P","502","P501","P","501","1987",4,"08","north","adult","27","0.284722222","0.278472222","0.00625","4","1","0","1"
"P502","P","502","P501","P","501","1987",4,"15","north","adult","32","0.270138889","0.268055556","0.002083333","1","1","0","1"
"P502","P","502","P501","P","501","1987",4,"05","north","adult","5","0.309027778","0.283333333","0.025694444","0","1","0","1"
"P502","P","502","P501","P","501","1987",4,"17","north","adult","0","0.284027778","0.265277778","0.01875","3","1","0","1"
"P502","P","502","P501","P","501","1987",4,"05","north","adult","10","0.289583333","0.283333333","0.00625","0","1","0","1"
"P502","P","502","P501","P","501","1987",4,"05","north","adult","12","0.276388889","0.283333333","-0.006944444","4","1","0","1"
"P502","P","502","P501","P","501","1987",4,"16","north","adult","16","0.263888889","0.267361111","-0.003472222","4","1","0","1"
"P503","P","503","O4","O","4","1987",4,"11","long_lake","adult","19","0.296527778","0.275","0.021527778","1","0","0","1"
"P503","P","503","O4","O","4","1987",4,"11","long_lake","adult","31","0.286111111","0.275","0.011111111","1","0","0","1"
"P503","P","503","O4","O","4","1987",4,"17","long_lake","adult","33","0.260416667","0.265277778","-0.004861111","1","0","0","1"
"P507","P","507","W406","W","406","1987",4,"26","long_lake","adult","33","0.253472222","0.255555556","-0.002083333","1","0","0","0"
"P507","P","507","W406","W","406","1987",4,"19","long_lake","adult","24","0.290277778","0.263194444","0.027083333","4","0","0","0"
"P507","P","507","W406","W","406","1987",4,"28","long_lake","adult","3","0.270138889","0.253472222","0.016666667","4","0","0","0"
"P507","P","507","W406","W","406","1987",4,"29","long_lake","adult","0","0.249305556","0.252777778","-0.003472222","3","0","0","0"
"P507","P","507","W406","W","406","1987",5,"03","long_lake","adult","36","0.251388889","0.250694444","0.000694444","1","0","0","0"
"P507","P","507","W406","W","406","1987",4,"08","long_lake","adult","17","0.267361111","0.278472222","-0.011111111","1","0","0","0"
"P507","P","507","W406","W","406","1987",4,"28","long_lake","adult","0","0.246527778","0.253472222","-0.006944444","2","0","0","0"
"P507","P","507","W406","W","406","1987",4,"30","long_lake","adult","0","0.247222222","0.252777778","-0.005555556","0","0","0","0"
"P507","P","507","W406","W","406","1987",4,"18","long_lake","adult","0","0.298611111","0.263888889","0.034722222","0","0","0","0"
"P507","P","507","W406","W","406","1987",4,"25","long_lake","adult","0","0.256944444","0.25625","0.000694444","0","0","0","0"
"P521","P","521","R121","R","121","1987",4,"24","broken_wing","adult","20","0.259722222","0.257638889","0.002083333","4","0",NA,NA
"P521","P","521","R121","R","121","1987",4,"10","broken_wing","adult","14","0.295833333","0.276388889","0.019444444","4","0",NA,NA
"P521","P","521","R121","R","121","1987",4,"09","broken_wing","juven","7","0.321527778","0.276388889","0.045138889","4","0",NA,NA
"P524","P","524","P523","P","523","1987",4,"10","broken_wing","adult","3","0.291666667","0.276388889","0.015277778","4","0","0","0"
"P524","P","524","P523","P","523","1987",4,"17","broken_wing","adult","17","0.285416667","0.265277778","0.020138889","3","0","0","0"
"P524","P","524","P523","P","523","1987",4,"22","broken_wing","adult","0","0.269444444","0.259027778","0.010416667","4","0","0","0"
"P524","P","524","P523","P","523","1987",4,"24","broken_wing","adult","24","0.253472222","0.257638889","-0.004166667","1","0","0","0"
"P525","P","525","P522","P","522","1987",4,"18","sybille_springs","adult","39","0.270833333","0.263888889","0.006944444","1","1","0","1"
"P525","P","525","P522","P","522","1987",4,"29","sybille_springs","adult","35","0.243055556","0.252777778","-0.009722222","1","1","0","1"
"P525","P","525","P522","P","522","1987",4,"17","sybille_springs","adult","18","0.284722222","0.265277778","0.019444444","3","1","0","1"
"P525","P","525","P522","P","522","1987",4,"29","sybille_springs","adult","3","0.26875","0.252777778","0.015972222","3","1","0","1"
"P525","P","525","P522","P","522","1987",5,"01","sybille_springs","adult","3","0.254861111","0.252083333","0.002777778","0","1","0","1"
"P525","P","525","P522","P","522","1987",4,"15","sybille_springs","adult","34","0.277777778","0.268055556","0.009722222","1","1","0","1"
"P525","P","525","P522","P","522","1987",5,"01","sybille_springs","adult","3","0.274305556","0.252083333","0.022222222","0","1","0","1"
"P525","P","525","P522","P","522","1987",4,"15","sybille_springs","adult","18","0.302083333","0.268055556","0.034027778","1","1","0","1"
"P525","P","525","P522","P","522","1987",4,"17","sybille_springs","adult","38","0.267361111","0.265277778","0.002083333","1","1","0","1"
"P525","P","525","P522","P","522","1987",5,"01","sybille_springs","adult","2","0.263194444","0.252083333","0.011111111","0","1","0","1"
"P562","P","562","G393","G","393","1987",4,"28","long_lake","adult","10","0.2875","0.253472222","0.034027778","0","0",NA,NA
"P573","P","573","G398","G","398","1987",4,"16","north","adult","32","0.280555556","0.267361111","0.013194444","3","0","0","0"
"P573","P","573","G398","G","398","1987",4,"18","north","adult","12","0.295138889","0.263888889","0.03125","4","0","0","0"
"P573","P","573","G398","G","398","1987",4,"22","north","adult","26","0.273611111","0.259027778","0.014583333","4","0","0","0"
"P573","P","573","G398","G","398","1987",4,"15","north","adult","13","0.30625","0.268055556","0.038194444","3","0","0","0"
"P573","P","573","G398","G","398","1987",4,"15","north","adult","28","0.281944444","0.268055556","0.013888889","4","0","0","0"
"P573","P","573","G398","G","398","1987",4,"17","north","adult","11","0.288888889","0.265277778","0.023611111","3","0","0","0"
"P573","P","573","G398","G","398","1987",4,"14","north","adult","2","0.280555556","0.270833333","0.009722222","4","0","0","0"
"P573","P","573","G398","G","398","1987",4,"17","north","adult","7","0.305555556","0.265277778","0.040277778","4","0","0","0"
"P573","P","573","G398","G","398","1987",4,"09","north","adult","35","0.331944444","0.276388889","0.055555556","1","0","0","0"
"P573","P","573","G398","G","398","1987",4,"05","north","adult","5","0.284027778","0.283333333","0.000694444","4","0","0","0"
"P573","P","573","G398","G","398","1987",4,"10","north","adult","0","0.338194444","0.276388889","0.061805556","0","0","0","0"
"P573","P","573","G398","G","398","1987",4,"11","north","adult","20","0.282638889","0.275","0.007638889","4","0","0","0"
"P575","P","575","P567","P","567","1987",4,"12","cordingly","adult","11","0.280555556","0.274305556","0.00625","2","0","1","1"
"P600","P","600","B297","B","297","1987",4,"16","mud_springs","juven","22","0.2875","0.267361111","0.020138889","1","0",NA,NA
"P600","P","600","B297","B","297","1987",4,"27","mud_springs","juven","20","0.25","0.254861111","-0.004861111","2","0",NA,NA
"R102","R","102","R101","R","101","1987",4,"17","north","adult","21","0.270833333","0.265277778","0.005555556","4","0","0","1"
"R102","R","102","R101","R","101","1987",4,"05","north","adult","0","0.282638889","0.283333333","-0.000694444","4","0","0","1"
"R102","R","102","R101","R","101","1987",4,"09","north","adult","32","0.345138889","0.276388889","0.06875","1","0","0","1"
"R102","R","102","R101","R","101","1987",4,"16","north","adult","27","0.269444444","0.267361111","0.002083333","4","0","0","1"
"R102","R","102","R101","R","101","1987",4,"03","north","adult","33","0.279166667","0.241666667","0.0375","4","0","0","1"
"R102","R","102","R101","R","101","1987",4,"16","north","adult","9","0.307638889","0.267361111","0.040277778","0","0","0","1"
"R102","R","102","R101","R","101","1987",4,"10","north","adult","8","0.331944444","0.276388889","0.055555556","4","0","0","1"
"R102","R","102","R101","R","101","1987",4,"22","north","adult","31","0.284722222","0.259027778","0.025694444","3","0","0","1"
"R102","R","102","R101","R","101","1987",4,"11","north","adult","36","0.308333333","0.275","0.033333333","4","0","0","1"
"R102","R","102","R101","R","101","1987",4,"03","north","adult","35","0.260416667","0.241666667","0.01875","4","0","0","1"
"R102","R","102","R101","R","101","1987",4,"05","north","adult","20","0.3","0.283333333","0.016666667","0","0","0","1"
"R102","R","102","R101","R","101","1987",4,"14","north","adult","2","0.302777778","0.270833333","0.031944444","4","0","0","1"
"R103","R","103","O2","O","2","1987",4,"18","north","adult","30","0.288888889","0.263888889","0.025","1","0","0","1"
"R103","R","103","O2","O","2","1987",4,"09","north","adult","31","0.286805556","0.276388889","0.010416667","1","0","0","1"
"R103","R","103","O2","O","2","1987",4,"17","north","adult","2","0.305555556","0.265277778","0.040277778","2","0","0","1"
"R103","R","103","O2","O","2","1987",4,"13","north","adult","16","0.265972222","0.272916667","-0.006944444","2","0","0","1"
"R103","R","103","O2","O","2","1987",4,"18","north","adult","0","0.306944444","0.263888889","0.043055556","4","0","0","1"
"R103","R","103","O2","O","2","1987",3,"31","north","adult","21","0.266666667","0.245138889","0.021527778","4","0","0","1"
"R103","R","103","O2","O","2","1987",3,"31","north","adult","13","0.284722222","0.245138889","0.039583333","4","0","0","1"
"R103","R","103","O2","O","2","1987",4,"17","north","adult","36","0.266666667","0.265277778","0.001388889","1","0","0","1"
"R103","R","103","O2","O","2","1987",4,"19","north","adult","18","0.277777778","0.263194444","0.014583333","1","0","0","1"
"R103","R","103","O2","O","2","1987",3,"31","north","adult","22","0.245138889","0.245138889","0","4","0","0","1"
"R103","R","103","O2","O","2","1987",4,"09","north","adult","21","0.291666667","0.276388889","0.015277778","1","0","0","1"
"R103","R","103","O2","O","2","1987",4,"10","north","adult","0","0.338194444","0.276388889","0.061805556","0","0","0","1"
"R103","R","103","O2","O","2","1987",4,"11","north","adult","33","0.268055556","0.275","-0.006944444","1","0","0","1"
"R103","R","103","O2","O","2","1987",4,"10","north","adult","18","0.302777778","0.276388889","0.026388889","4","0","0","1"
"R103","R","103","O2","O","2","1987",4,"08","north","adult","22","0.322916667","0.278472222","0.044444444","4","0","0","1"
"R103","R","103","O2","O","2","1987",4,"16","north","adult","2","0.302777778","0.267361111","0.035416667","0","0","0","1"
"R103","R","103","O2","O","2","1987",4,"17","north","adult","33","0.310416667","0.265277778","0.045138889","1","0","0","1"
"R103","R","103","O2","O","2","1987",4,"16","north","adult","14","0.2875","0.267361111","0.020138889","3","0","0","1"
"R103","R","103","O2","O","2","1987",4,"14","north","adult","21","0.275694444","0.270833333","0.004861111","4","0","0","1"
"R103","R","103","O2","O","2","1987",4,"15","north","adult","2","0.310416667","0.268055556","0.042361111","3","0","0","1"
"R103","R","103","O2","O","2","1987",4,"10","north","adult","20","0.284027778","0.276388889","0.007638889","4","0","0","1"
"R103","R","103","O2","O","2","1987",4,"22","north","adult","8","0.26875","0.259027778","0.009722222","3","0","0","1"
"R103","R","103","O2","O","2","1987",4,"13","north","adult","0","0.305555556","0.272916667","0.032638889","3","0","0","1"
"R104","R","104","W407","W","407","1987",4,"17","long_lake","adult","2","0.277777778","0.265277778","0.0125","3","0","0","1"
"R109","R","109","B273","B","273","1987",4,"09","north","adult","29","0.269444444","0.276388889","-0.006944444","1","1","0","0"
"R109","R","109","B273","B","273","1987",4,"08","north","adult","43","0.315972222","0.278472222","0.0375","1","1","0","0"
"R109","R","109","B273","B","273","1987",4,"08","north","adult","40","0.274305556","0.278472222","-0.004166667","4","1","0","0"
"R109","R","109","B273","B","273","1987",4,"09","north","adult","20","0.326388889","0.276388889","0.05","4","1","0","0"
"R109","R","109","B273","B","273","1987",4,"10","north","adult","35","0.288888889","0.276388889","0.0125","1","1","0","0"
"R109","R","109","B273","B","273","1987",4,"16","north","adult","0","0.295833333","0.267361111","0.028472222","0","1","0","0"
"R109","R","109","B273","B","273","1987",4,"13","north","adult","37","0.290972222","0.272916667","0.018055556","1","1","0","0"
"R109","R","109","B273","B","273","1987",4,"11","north","adult","43","0.258333333","0.275","-0.016666667","1","1","0","0"
"R109","R","109","B273","B","273","1987",4,"14","north","adult","40","0.258333333","0.270833333","-0.0125","1","1","0","0"
"R109","R","109","B273","B","273","1987",4,"09","north","adult","0","0.314583333","0.276388889","0.038194444","4","1","0","0"
