"l_tag","r_tag","year","month","day","lek","age","struts_5_min","time_strut","sunrise","time_to_sunrise","dist_to_hens","breed","malaria","lice"
"WB1656","WR1714","1989",4,"14","mud_springs","adult","36","0.303472222","0.275","-0.028472222","1","0","0","0"
"WG1597","WB1608","1989",4,"16","mud_springs","juven","0","0.3","0.272222222","-0.027777778","3","0","0",NA
"WG1597","WB1608","1989",4,"15","mud_springs","juven","24","0.2625","0.274305556","0.011805556","1","0","0",NA
"WG1597","WB1608","1989",5,"09","mud_springs","juven","0","0.253472222","0.246527778","-0.006944444","3","0","0",NA
"WG1597","WB1608","1989",4,"26","mud_springs","juven","4","0.25","0.256944444","0.006944444","0","0","0",NA
"WG1597","WB1608","1989",4,"30","mud_springs","juven","6","0.2875","0.252777778","-0.034722222","0","0","0",NA
"WG1597","WB1608","1989",4,"18","mud_springs","juven","18","0.290277778","0.269444444","-0.020833333","1","0","0",NA
"WG1597","WB1608","1989",5,"01","mud_springs","juven","17","0.247916667","0.25","0.002083333","0","0","0",NA
"WO1314","Y1259","1989",5,"06","mud_springs","adult","19","0.238888889","0.247916667","0.009027778","3","0","0","0"
"WO1314","Y1259","1989",4,"26","mud_springs","adult","16","0.2875","0.256944444","-0.030555556","1","0","0","0"
"WO1314","Y1259","1989",5,"09","mud_springs","adult","0","0.261111111","0.246527778","-0.014583333","3","0","0","0"
"WO1314","Y1259","1989",5,"05","mud_springs","adult","14","0.285416667","0.248611111","-0.036805556","2","0","0","0"
"WO1314","Y1259","1989",5,"05","mud_springs","adult","7","0.254861111","0.248611111","-0.00625","2","0","0","0"
"WO1314","Y1259","1989",4,"30","mud_springs","adult","18","0.245833333","0.252777778","0.006944444","1","0","0","0"
"WO1318","W1404","1989",4,"26","mud_springs","adult","12","0.28125","0.256944444","-0.024305556","3","0","0","1"
"WO787","WG1582","1989",4,"14","mud_springs","adult","13","0.295833333","0.275","-0.020833333","1","0","0","1"
"WR1706","W1401","1989",5,"05","mud_springs","adult","27","0.260416667","0.248611111","-0.011805556","3","0","0","0"
"WR1706","W1401","1989",4,"26","mud_springs","adult","35","0.271527778","0.256944444","-0.014583333","1","0","0","0"
"WR1706","W1401","1989",4,"30","mud_springs","adult","21","0.252777778","0.252777778","0","3","0","0","0"
"WR1706","W1401","1989",5,"09","mud_springs","adult","17","0.270138889","0.246527778","-0.023611111","3","0","0","0"
"WR1719","WG1584","1989",4,"13","mud_springs","juven","31","0.307638889","0.275","-0.032638889","1","1","0",NA
"WR1719","WG1584","1989",4,"15","mud_springs","juven","0","0.271527778","0.274305556","0.002777778","3","1","0",NA
"WR1719","WG1584","1989",4,"14","mud_springs","juven","23","0.286805556","0.275","-0.011805556","3","1","0",NA
"WY1122","WO716","1989",4,"30","mud_springs","adult","11","0.252777778","0.252777778","0","3","0","0","1"
"WY1122","WO716","1989",4,"26","mud_springs","adult","36","0.275","0.256944444","-0.018055556","1","0","0","1"
"WY1122","WO716","1989",4,"14","mud_springs","adult","16","0.299305556","0.275","-0.024305556","1","0","0","1"
"Y","B235","1989",4,"13","sybille_spgs","adult","19","0.271527778","0.275","0.003472222","3","0","0","3"
"Y","G381","1989",5,"08","long_lake","adult","0","0.254166667","0.246527778","-0.007638889","3","0","0","0"
"Y","G381","1989",4,"17","long_lake","adult","4","0.263888889","0.270833333","0.006944444","3","0","0","0"
"Y","G381","1989",5,"04","long_lake","adult","5","0.257638889","0.249305556","-0.008333333","2","0","0","0"
"Y","G381","1989",5,"07","long_lake","adult","0","0.265277778","0.247222222","-0.018055556","3","0","0","0"
"Y","O59","1989",3,"28","sybille_spgs","adult","32","0.2375","0.247222222","0.009722222","1","0","0","3"
"Y","O59","1989",4,"01","sybille_spgs","adult","34","0.322222222","0.245138889","-0.077083333","2","0","0","3"
"Y","O77","1989",3,"24","north","adult","16","0.275694444","0.25","-0.025694444","0","0","0","3"
"Y","O77","1989",4,"08","north","adult","37","0.272916667","0.277777778","0.004861111","1","0","0","3"
"Y","P534","1989",4,"01","sybille_spgs","adult","37","0.238888889","0.245138889","0.00625","1","0","0","3"
"Y","R129","1989",4,"13","sybille_spgs","adult","33","0.266666667","0.275","0.008333333","1","0","0","3"
"Y","R129","1989",4,"15","sybille_spgs","adult","32","0.2875","0.274305556","-0.013194444","1","0","0","3"
"Y","R129","1989",4,"16","sybille_spgs","adult","30","0.251388889","0.272222222","0.020833333","1","0","0","3"
"Y","R129","1989",4,"18","sybille_spgs","adult","29","0.254861111","0.269444444","0.014583333","2","0","0","3"
"Y","R129","1989",4,"22","sybille_spgs","adult","25","0.272916667","0.263888889","-0.009027778","3","0","0","3"
"Y","R129","1989",4,"20","sybille_spgs","adult","32","0.255555556","0.268055556","0.0125","1","0","0","3"
"Y","R129","1989",4,"15","sybille_spgs","adult","30","0.265972222","0.274305556","0.008333333","1","0","0","3"
"Y","R129","1989",4,"16","sybille_spgs","adult","33","0.295138889","0.272222222","-0.022916667","1","0","0","3"
"Y1112","W1450","1989",4,"30","mud_springs","adult","3","0.267361111","0.252777778","-0.014583333","3","0","0","0"
"Y1112","W1450","1989",5,"05","mud_springs","adult","3","0.280555556","0.248611111","-0.031944444","3","0","0","0"
"Y1112","W1450","1989",5,"09","mud_springs","adult","1","0.268055556","0.246527778","-0.021527778","3","0","0","0"
"Y1115","R879","1989",5,"07","north","adult","10","0.279166667","0.247222222","-0.031944444","0","1","0","0"
"Y1115","R879","1989",4,"06","north","adult","21","0.279861111","0.278472222","-0.001388889","1","1","0","0"
"Y1115","R879","1989",4,"08","north","adult","35","0.26875","0.277777778","0.009027778","1","1","0","0"
"Y1115","R879","1989",4,"06","north","adult","16","0.272222222","0.278472222","0.00625","3","1","0","0"
"Y1115","R879","1989",5,"02","north","adult","44","0.295833333","0.25","-0.045833333","1","1","0","0"
"Y1115","R879","1989",5,"02","north","adult","36","0.259027778","0.25","-0.009027778","1","1","0","0"
"Y1115","R879","1989",5,"04","north","adult","31","0.243055556","0.249305556","0.00625","1","1","0","0"
"Y1116","Y1118","1989",5,"08","long_lake","adult","30","0.243055556","0.246527778","0.003472222","3","0","0","0"
"Y1116","Y1118","1989",5,"03","long_lake","adult","32","0.25","0.249305556","-0.000694444","1","0","0","0"
"Y1116","Y1118","1989",4,"27","long_lake","adult","0","0.259027778","0.256944444","-0.002083333","3","0","0","0"
"Y1116","Y1118","1989",5,"02","long_lake","adult","0","0.246527778","0.25","0.003472222","3","0","0","0"
"Y1116","Y1118","1989",4,"03","long_lake","adult","17","0.288194444","0.279861111","-0.008333333","1","0","0","0"
"Y1155","B963","1989",3,"23","mud_springs","adult","6","0.291666667","0.253472222","-0.038194444","0","0","0","3"
"Y1155","B963","1989",4,"05","mud_springs","adult","23","0.317361111","0.279166667","-0.038194444","1","0","0","3"
"Y1155","B963","1989",3,"21","mud_springs","adult","15","0.288194444","0.257638889","-0.030555556","0","0","0","3"
"Y1167","G1031","1989",4,"08","mud_springs","adult","29","0.288194444","0.277777778","-0.010416667","1","1","3","0"
"Y1167","G1031","1989",4,"08","mud_springs","adult","29","0.26875","0.277777778","0.009027778","1","1","3","0"
"Y1167","G1031","1989",4,"09","mud_springs","adult","6","0.290972222","0.277777778","-0.013194444","2","1","3","0"
"Y1167","G1031","1989",4,"08","mud_springs","adult","30","0.278472222","0.277777778","-0.000694444","1","1","3","0"
"Y1167","G1031","1989",4,"08","mud_springs","adult","37","0.274305556","0.277777778","0.003472222","1","1","3","0"
"Y1170","B960","1989",3,"24","north","adult","10","0.256944444","0.25","-0.006944444","0","0","0",NA
"Y1174","O750","1989",3,"29","mud_springs","adult","5","0.263888889","0.247222222","-0.016666667","3","0","0","3"
"Y1174","O750","1989",3,"29","mud_springs","adult","12","0.284722222","0.247222222","-0.0375","3","0","0","3"
"Y1174","O750","1989",3,"29","mud_springs","adult","9","0.276388889","0.247222222","-0.029166667","3","0","0","3"
"Y1174","O750","1989",4,"08","mud_springs","adult","24","0.288194444","0.277777778","-0.010416667","2","0","0","3"
"Y1241","Y1242","1989",4,"10","viewpoint","adult","0","0.288194444","0.277083333","-0.011111111","2","0","0","0"
"Y1241","Y1242","1989",4,"30","viewpoint","adult","6","0.238194444","0.252777778","0.014583333","0","0","0","0"
"Y1241","Y1242","1989",4,"30","viewpoint","adult","4","0.254861111","0.252777778","-0.002083333","0","0","0","0"
"Y1241","Y1242","1989",4,"30","viewpoint","adult","3","0.261805556","0.252777778","-0.009027778","0","0","0","0"
"Y1241","Y1242","1989",4,"05","viewpoint","adult","3","0.272222222","0.279166667","0.006944444","2","0","0","0"
"Y163","R865","1989",4,"17","long_lake","adult","3","0.26875","0.270833333","0.002083333","3","0","0","0"
"Y163","R865","1989",5,"04","long_lake","adult","19","0.261805556","0.249305556","-0.0125","3","0","0","0"
