,,,,,,,,,,,,,,,,,,,, strut Time,strut time ,Tag Colours,Tag Colours,num of Struts,Distance to Hens category,distance to hens comments,Fights,copulation Tag Colours,copulation,copulation time,num copulations,OTHER FIGHTS AND COMMENTS
,,,,,,,,,,,,,,,,,,,,6:14,6:19,WO,B,8,3,,walked off lek!,,,,,
,,,,,,,,,,,,,,,,,,,,6:20,6:25,WB1711,G,0,3,,,,,,,
,,,,,,,,,,,,,,,,,,,,6:25,6:30,WB1668,R,0,3,,standoff w / RY,,,,,
,,,,,,,,,,,,,,,,,,,,6:26,6:31,WO1319,W,0,3,,-,,,,,
,,,,,,,,,,,,,,,,,,,,6:30,6:35,R1704,Y--56,0,3,,-,,,,,
,,,,,,,,,,,,,,,,,,,,6:37,6:42,WO,W,3,3,,-,,,,,
,,,,,,,,,,,,,,,,,,,,6:38,6:43,WR,Y,0,3,,walked off lek,,,,,
,,,,,,,,,,,,,,,,,,,,6:55,7:00,WR,G,6,3,,standoff w/ UM male,,,,,
,,,,,,,,,,,,,,,,,,,,6:59,7:04,WR,W,0,3,,feeding,,,,,
,,,,,,,,,,,,,,,,,,,,7:08,7:14,WB,W,14,3,,-,,,,,
,,,,,,,,,,,,,,,,,,,,7:14,7:19,,R-,14,3,,standoff w/ UM male,,,,,
82,01-05-1990,5:31,5:59,ROUNDTOP,Suzy Beauchaine,,5 to 10,97,"Off and on, light",-,33,-,Clear,Golden eagle,6:02,5:45,34,1,Too dark to see females/ 3 tagged,5:50,5:55,W,?,36,3,,,,,,,"Page reads ""543"" in space allocated to record the time of sunrise "
,,,,,,,,,,,,,,,,7:20,0,0,,5:56,6:06,R/tape,Y/tape,1,3,,,,,,,
83,03-05-1990,5:30,5:57,ROUNDTOP,Suzy Beauchaine,,5 to 10,60,-,-,35,-,Clear,,,5:36,26,2,Dark still,5:37,5:42,W,-,33,2,,,,,,,"5:51 dead silence. All but a few began eating after 6:00, Page reads ""542"" in space allocated to record the time of sunrise "
,,,,,,,,,,,,,,,,6:06,19,0,,5:43,5:48,R/tape,Y/tape,0,3,,,,,,,
,,,,,,,,,,,,,,,,6:29,21,0,,5:55,6:00,O,W,0,3,,Walked out of sight,,,,,
,,,,,,,,,,,,,,,,,,,,5:50,5:55,B/tape,-?,0,3,,,,,,,
,,,,,,,,,,,,,,,,,,,,6:09,6:14,R,Y,0,3,,"Fight w/unm, unm ran away",,,,,
,,,,,,,,,,,,,,,,,,,,6:18,6:23,O/tape,B,0,3,,,,,,,
,,,,,,,,,,,,,,,,,,,,6:32,6:37,R/tape,W,4,3,,,,,,,
84,04-05-1990,5:45,6:05,MS,White,None,5,5,-,-,30,-,Clear; snow/rain overnight,,,5:50,33,1,,,,,,,,,,,,,,"W, left + centre: O659"
,,,,,,,,,,,,,,,,6:17,36,3,hens wandering off,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,6:59,54,1,,,,,,,,,,,,,,
85,06-05-1990,5:25,6:53,ROUNDTOP,Suzy Beauchaine,Spotlighting,5 to 10,0,- ,-,35,-,,,,5:30,31,5,,5:32,5:37,W,-,27,1,,,,,,,"Page reads ""541"" in space allocated to record the time of sunrise "
,,,,,,,,,,,,,,,,6:04,21,4,5 marked,5:39,5:44,R/tape,W,0,3,,"w/o tape W: r/tape, W won",,,,,
,,,,,,,,,,,,,,,,6:24,22,0,,5:51,5:56,O/tape,W,9,2,,2 fights with  UNK. (OW) won both,,,,,
,,,,,,,,,,,,,,,,6:39,16,0,,5:45,5:50,O/tape,B,11,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,5:55,6:00,R/tape,Y,22,2,,,,,,,
,,,,,,,,,,,,,,,,,,,,6:11,6:15,G/tape,,0,3,,,,,,,
,,,,,,,,,,,,,,,,,,,,6:16,6:21,B/tape,R/tape,0,3,,,,,,,
86,08-05-1990,5:28,5:50,ROUNDTOP,Suzy Beauchaine,,10 to 15,80,-,-,28,-,Clear,Golden Eagle ,6:18,5:30,31,2,2nd group too far away/ 4 marks,5:37,5:42,O/tape,B,2,3,,Run off by three males,UNM,,,1,"At 5:28 arrival, there was the most activity I've seen. Groups of males ganging up on one or two others chasing them away. It was hard watching  a marked bird becuase he'd become entangled with others and they were moving very quickly. At about 5:45. they had seemed to chase each other off leaving the remaining birds eating and sitting still. At 6:31, all birds but one (O tape B), who just beagn struting, flushed for unknown reasons?! ! I'm so confused, Page reads ""540"" in space allocated to record the time of sunrise "
,,,,,,,,,,,,,,,,5:57,18,0,5 marks,5:43,5:48,R/tape,W,0,3,,,,,,,
,,,,,,,,,,,,,,,,6:21,25,0,,5:50,5:55,G/tape,R/tape,0,3,,Run off by B tape,,,,,
,,,,,,,,,,,,,,,,6:50,1,0,,5:50,5:55,B/tape,?,0,3,,Chased off ?tape R,,,,,
,,,,,,,,,,,,,,,,,,,,6:02,6:07,R/tape,-,7,3,,W/R tape W - standoff,,,,,
,,,,,,,,,,,,,,,,,,,,6:13,6:18,Y,?,0,3,,,,,,,
87,10-05-1990,5:25,~5:48,ROUNDTOP,Suzy Beauchaine,,0 to 5,0,-,-,22,-,Patchy snow,,,5:29,23,3,4 marks total,5:31,5:36,W,-,33,1,,,,,,,"Birds widely scattered, Page reads ""539"" in space allocated to record the time of sunrise "
,,,,,,,,,,,,,,,,6:00,18,0,6 marks total,5:37,5:42,R/tape,Y,34,1,,Very difficult to see Y tag,,,,,
,,,,,,,,,,,,,,,,6:23,25,3,7 marks total,4:44,4:49,B/tape,R,17,1,,Chased off unm male,,,,,
,,,,,,,,,,,,,,,,6:39,21,6,,5:51,5:56,O/tape,W,30,2,,,,,,,
,,,,,,,,,,,,,,,,,,,,5:51,5:56,O/tape,B,26,2,,,,,,,
,,,,,,,,,,,,,,,,,,,,6:21,6:26,G/tape,W,23,3,,Chased off unm male,,,,,
,,,,,,,,,,,,,,,,,,,,6:29,6:34,Y,B,9,3,,Went out of sight,,,,,
88,13-05-1990,5:22,5:45,ROUNDTOP,Suzy Beauchaine,,5 to 10,95,-,-,37,-,Clear,,,5:37,27,1 at 5:36,Too dark to count females or tags,5:39,5:44,R/tape,,2,3,,2 standoffs w/ b/Tape,,,,,"Light rain 5:38 off and on, Page reads ""537"" in space allocated to record the time of sunrise "
,,,,,,,,,,,,,,,,6:07,22,1,5,5:46,5:51,R/tape,W,0,3,,,,,,,
,,,,,,,,,,,,,,,,6:23,19,4,,5:46,5:51,G/tape,,4,3,,,,,,,
,,,,,,,,,,,,,,,,7:45,13,1,,5:56,6:01,O/tape,W,28,3,,,,,,,
,,,,,,,,,,,,,,,,,,,,5:56,6:01,O/tape,B,0,3,,,,,,,
,,,,,,,,,,,,,,,,,,,,6:19,6:24,B/tape,R,26,3,,,,,,,
89,15-05-1990,5:39,~6:00,SS,White,None,10 to 15,100,-,-,40,-,Clear,,,5:42,16,3,Female O/O,5:49,5:54,W,WR,0,3,,just ?,,UM,,1,"6:12 - rain, gust wind, temp down. 6:17 - WO + WB flew. WG -> WO1305. WO1305 -> WB 1626. left 6:55 - both hens smoved of lek, WG just sitting, Page reads ""536"" in space allocated to record the time of sunrise "
,,,,,,,,,,,,,,,,6:05,13,2,storm moving in,5:52,5:57,WR,B1627,3,3,,chased off ?,W,G,,1,
,,,,,,,,,,,,,,,,,,,,5:52,5:57,WB,R,0,3,,chased off ?,,,,,
,,,,,,,,,,,,,,,,,,,,5:58,6:03,W,G,30,1,,-,,,,,
,,,,,,,,,,,,,,,,,,,,5:58,6:03,WB,W,0,3,,-,,,,,
,,,,,,,,,,,,,,,,,,,,5:58,6:03,WO1305,Y,0,3,,-,,,,,
,,,,,,,,,,,,,,,,,,,,6:42,6:47,W,G,19,1,,-,,,,,
