"regression of strut rate vs. distance to hens, time from sunrise",,,,,,,,,,,,,,,,,
"year = all, males of unknown malarial status not included",,,,,,,,,,,,,,,,,
breeder vs. non-breeder,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,STRUTS,TIME FROM,DIST. TO,,,predicted,,,struts,,resids,,,,,,
MALARIA,/5 MIN,SUNRISE,HENS,YEAR,BREED,struts,resids,,squared,struts,squared,resids,,,,,
---------,---------,---------,---------,---------,---------,---------,---------,,---------,---------,---------,---------,,,Regression Output:,,
0,42,-0.003,0,87,0,23.72439687,18.275573,,1764,42,333.9965685,18.275573,,,,,
0,0,0.057,3,87,0,8.384671284,-8.3848212,,0,0,70.30522656,-8.3848212,,,,,
0,34,-0.008,0,87,0,24.03963313,9.9603369,,1156,34,99.20831116,9.9603369,,,,,
0,10,0.031,3,87,0,10.32862813,-0.32877812,,100,10,0.108095052,-0.32877812,,,,,
0,1,0.037,2,87,0,13.49791309,-12.498023,,1,1,156.2005789,-12.498023,,,,,
0,23,-0.004,0,87,0,23.77693625,-0.77696625,,529,23,0.603676554,-0.77696625,,,,,
0,0,0.010,2,87,0,15.49440935,-15.494519,,0,0,240.080119,-15.494519,,,,,
0,12,0.010,2,87,0,15.49440935,-3.4945194,,144,12,12.21166584,-3.4945194,,,,,
0,0,0.007,3,87,0,12.16750625,-12.167656,,0,0,148.0518525,-12.167656,,,,,
1,0,0.040,3,87,0,9.69815565,-9.6983056,,0,0,94.05713151,-9.6983056,,,,,
1,22,0.006,0,87,0,22.98884563,-0.98887563,,484,22,0.977875012,-0.98887563,,,,,
0,2,0.025,3,87,0,10.8014825,-8.8016325,,4,2,77.46873467,-8.8016325,,,,,
0,17,0.006,3,87,0,12.272585,4.727265,,289,17,22.34703438,4.727265,,,,,
0,30,0.017,0,87,0,22.20075497,7.799215,,900,30,60.82775462,7.799215,,,,,
0,32,0.062,0,87,0,18.78569559,13.214274,,1024,32,174.6170373,13.214274,,,,,
0,27,0.010,2,87,0,15.54694875,11.452941,,729,27,131.1698575,11.452941,,,,,
0,2,0.013,2,87,0,15.33679125,-13.336901,,4,2,177.8729283,-13.336901,,,,,
0,0,-0.002,3,87,0,12.85051812,-12.850668,,0,0,165.139668,-12.850668,,,,,
0,28,0.041,0,87,0,20.36187689,7.6380931,,784,28,58.3404662,7.6380931,,,,,
0,14,0.019,3,87,0,11.27433688,2.7255131,,196,14,7.428421658,2.7255131,,,,,
0,20,0.046,3,87,0,9.225301275,10.774549,,400,20,116.0909062,10.774549,,,,,
0,33,-0.005,0,87,0,23.82947562,9.1704944,,1089,33,84.09796754,9.1704944,,,,,
0,27,0.033,1,87,0,17.35021003,9.64972,,729,27,93.11709608,9.64972,,,,,
0,8,0.005,2,87,0,15.91472438,-7.9148344,,64,8,62.64460358,-7.9148344,,,,,
0,23,-0.010,0,87,0,24.19725125,-1.1972813,,529,23,1.433482511,-1.1972813,,,,,
0,20,0.002,3,87,0,12.53528188,7.4645681,,400,20,55.71977692,7.4645681,,,,,
0,17,0.017,1,87,0,18.55861563,-1.5586856,,289,17,2.4295008,-1.5586856,,,,,
0,21,-0.008,0,87,0,24.03963313,-3.0396631,,441,21,9.239551762,-3.0396631,,,,,
0,32,0.000,0,87,0,23.4617,8.53827,,1024,32,72.90205459,8.53827,,,,,
0,0,0.005,3,87,0,12.32512438,-12.325274,,0,0,151.9123792,-12.325274,,,,,
0,22,0.026,3,87,0,10.69640374,11.303446,,484,22,127.7678915,11.303446,,,,,
0,19,-0.021,0,87,0,25.03788122,-6.0379112,,361,19,36.45637166,-6.0379112,,,,,
0,1,0.008,3,87,0,12.11496687,-11.115117,,1,1,123.5458259,-11.115117,,,,,
0,7,0.045,1,87,0,16.45704062,-9.4571106,,49,7,89.4369409,-9.4571106,,,,,
0,25,-0.003,0,87,0,23.6718575,1.3281125,,625,25,1.763882813,1.3281125,,,,,
3,21,0.050,0,90,0,19.678865,1.321105,,441,21,1.745318421,1.321105,,,,,
0,23,-0.004,0,87,0,23.77693625,-0.77696625,,529,23,0.603676554,-0.77696625,,,,,
0,0,-0.002,0,87,0,23.61931812,-23.619348,,0,0,557.8735999,-23.619348,,,,,
0,14,0.000,3,87,0,12.6929,1.30695,,196,14,1.708118303,1.30695,,,,,
0,32,0.006,2,87,0,15.862185,16.137705,,1024,32,260.4255227,16.137705,,,,,
0,2,0.038,2,87,0,13.44537375,-11.445484,,4,2,130.999104,-11.445484,,,,,
0,0,-0.018,2,87,0,17.64852378,-17.648634,,0,0,311.4742821,-17.648634,,,,,
0,16,0.017,1,87,0,18.55861563,-2.5586856,,256,16,6.546872,-2.5586856,,,,,
0,6,0.002,1,87,0,19.71448188,-13.714552,,36,6,188.0889366,-13.714552,,,,,
0,33,0.020,0,87,0,21.93805812,11.061912,,1089,33,122.3658971,11.061912,,,,,
0,20,0.003,1,87,0,19.60940313,0.39052687,,400,20,0.152511236,0.39052687,,,,,
0,0,0.035,3,87,0,10.06593127,-10.066081,,0,0,101.3259867,-10.066081,,,,,
0,27,0.008,2,87,0,15.70456687,11.295323,,729,27,127.5843217,11.295323,,,,,
0,20,0.001,2,87,0,16.17742125,3.8224688,,400,20,14.61126773,3.8224688,,,,,
0,20,0.012,3,87,0,11.79973059,8.2001194,,400,20,67.24195817,8.2001194,,,,,
0,0,0.003,3,87,0,12.43020313,-12.430353,,0,0,154.5136757,-12.430353,,,,,
1,28,0.013,0,87,0,22.51599125,5.4839788,,784,28,30.07402348,5.4839788,,,,,
0,0,-0.019,2,87,0,17.75360247,-17.753712,,0,0,315.1942898,-17.753712,,,,,
0,31,0.015,0,87,0,22.30583373,8.6941362,,961,31,75.58800426,8.6941362,,,,,
1,6,0.001,0,87,0,23.40916063,-17.409191,,36,6,303.0799313,-17.409191,,,,,
0,11,0.037,2,87,0,13.49791309,-2.4980231,,121,11,6.240119408,-2.4980231,,,,,
0,30,-0.013,3,87,0,13.69114809,16.308702,,900,30,265.9737609,16.308702,,,,,
0,35,0.049,0,87,0,19.78394376,15.216026,,1225,35,231.5274472,15.216026,,,,,
0,15,0.026,0,87,0,21.51774316,-6.5177731,,225,15,42.48136618,-6.5177731,,,,,
1,21,-0.008,0,87,0,24.0921725,-3.0922025,,441,21,9.561716301,-3.0922025,,,,,
0,1,0.026,3,87,0,10.69640374,-9.6965537,,1,1,94.02315366,-9.6965537,,,,,
0,0,0.040,0,87,0,20.41441623,-20.414446,,0,0,416.7496055,-20.414446,,,,,
0,32,0.031,0,87,0,21.14996747,10.850003,,1024,32,117.7225651,10.850003,,,,,
0,10,0.025,2,87,0,14.3910825,-4.3911925,,100,10,19.28257157,-4.3911925,,,,,
0,41,-0.033,0,87,0,25.98358997,15.01638,,1681,41,225.4916683,15.01638,,,,,
0,65,-0.010,0,87,0,24.24979065,40.750179,,4225,65,1660.577089,40.750179,,,,,
0,19,0.026,0,87,0,21.51774316,-2.5177731,,361,19,6.339181383,-2.5177731,,,,,
0,24,0.017,1,87,0,18.61115497,5.388775,,576,24,29.038896,5.388775,,,,,
0,36,-0.018,0,87,0,24.82772378,11.172246,,1296,36,124.8190807,11.172246,,,,,
0,30,0.024,3,87,0,10.85402184,19.145828,,900,30,366.5627298,19.145828,,,,,
0,32,0.011,1,87,0,19.03147001,12.96846,,1024,32,168.1809548,12.96846,,,,,
0,7,-0.003,0,87,0,23.72439687,-16.724427,,49,7,279.7064585,-16.724427,,,,,
0,32,0.013,0,87,0,22.51599125,9.4839788,,1024,32,89.94585388,9.4839788,,,,,
0,31,0.010,0,87,0,22.67360935,8.3263606,,961,31,69.32828084,8.3263606,,,,,
0,9,-0.014,0,87,0,24.51248751,-15.512517,,81,9,240.6381837,-15.512517,,,,,
0,29,0.010,0,87,0,22.72614875,6.2738213,,841,29,39.3608337,6.2738213,,,,,
0,14,-0.024,0,87,0,25.30057816,-11.300608,,196,14,127.7037412,-11.300608,,,,,
0,27,-0.019,0,87,0,24.88026313,2.1197069,,729,27,4.493157342,2.1197069,,,,,
0,26,0.028,3,87,0,10.59132498,15.408525,,676,26,237.4226427,15.408525,,,,,
0,8,0.051,3,87,0,8.857525659,-0.85767563,,64,8,0.735607486,-0.85767563,,,,,
0,1,0.020,2,87,0,14.75885812,-13.758968,,1,1,189.3092004,-13.758968,,,,,
0,0,0.013,2,87,0,15.33679125,-15.336901,,0,0,235.2205323,-15.336901,,,,,
3,0,0.028,3,90,0,10.53878564,-10.538936,,0,0,111.069172,-10.538936,,,,,
0,24,0.011,3,87,0,11.85227001,12.14758,,576,24,147.5636999,12.14758,,,,,
1,26,0.021,2,90,0,14.70631878,11.293571,,676,26,127.5447459,11.293571,,,,,
0,3,0.002,0,88,0,23.30408188,-20.304112,,9,3,412.2569641,-20.304112,,,,,
0,2,-0.008,0,88,0,24.03963313,-22.039663,,4,2,485.7467452,-22.039663,,,,,
0,27,-0.001,2,88,0,16.38757875,10.612311,,729,27,112.6211448,10.612311,,,,,
0,16,0.022,0,88,0,21.83297936,-5.8330094,,256,16,34.02399866,-5.8330094,,,,,
0,11,0.035,0,88,0,20.78219185,-9.7822219,,121,11,95.6918653,-9.7822219,,,,,
0,28,0.027,1,88,0,17.8230644,10.176866,,784,28,103.5686016,10.176866,,,,,
0,22,0.046,2,88,0,12.81490128,9.1849888,,484,22,84.36401926,9.1849888,,,,,
0,16,-0.016,0,88,0,24.67010561,-8.6701356,,256,16,75.17125132,-8.6701356,,,,,
0,3,0.008,2,88,0,15.70456687,-12.704677,,9,3,161.4088177,-12.704677,,,,,
0,11,-0.005,0,88,0,23.82947562,-12.829506,,121,11,164.5962242,-12.829506,,,,,
0,32,0.022,1,88,0,18.24337936,13.756551,,1024,32,189.2426954,13.756551,,,,,
0,9,0.024,3,88,0,10.85402184,-1.8541719,,81,9,3.437953435,-1.8541719,,,,,
1,0,0.002,0,88,0,23.30408188,-23.304112,,0,0,543.0816361,-23.304112,,,,,
0,2,0.041,0,88,0,20.36187689,-18.361907,,4,2,337.1596287,-18.361907,,,,,
0,0,0.013,0,88,0,22.46345191,-22.463482,,0,0,504.6080236,-22.463482,,,,,
0,14,0.010,3,88,0,11.95734875,2.0425012,,196,14,4.171811152,2.0425012,,,,,
0,18,-0.007,0,88,0,23.98709375,-5.9871238,,324,18,35.8456514,-5.9871238,,,,,
0,3,0.002,0,88,0,23.30408188,-20.304112,,9,3,412.2569641,-20.304112,,,,,
0,8,0.013,0,88,0,22.51599125,-14.516021,,64,8,210.7148657,-14.516021,,,,,
0,0,-0.008,0,88,0,24.03963313,-24.039663,,0,0,577.9053972,-24.039663,,,,,
0,0,0.020,3,88,0,11.16925812,-11.169408,,0,0,124.7556751,-11.169408,,,,,
0,24,-0.018,0,88,0,24.82772378,-0.82775375,,576,24,0.685176271,-0.82775375,,,,,
0,0,0.010,3,88,0,11.90480935,-11.904959,,0,0,141.7280488,-11.904959,,,,,
0,32,0.006,1,88,0,19.39924563,12.600684,,1024,32,158.7772373,12.600684,,,,,
1,2,0.031,3,88,0,10.38116747,-8.3813175,,4,2,70.24648304,-8.3813175,,,,,
1,35,0.013,1,88,0,18.92639125,16.073539,,1225,35,258.358656,16.073539,,,,,
1,0,0.024,3,88,0,10.85402184,-10.854172,,0,0,117.8130498,-10.854172,,,,,
0,26,-0.003,2,88,0,16.4926575,9.5072325,,676,26,90.38746981,9.5072325,,,,,
0,0,0.040,0,88,0,20.41441623,-20.414446,,0,0,416.7496055,-20.414446,,,,,
0,10,0.013,0,88,0,22.46345191,-12.463482,,100,10,155.3383836,-12.463482,,,,,
0,2,0.031,3,88,0,10.38116747,-8.3813175,,4,2,70.24648304,-8.3813175,,,,,
0,0,0.035,3,88,0,10.06593127,-10.066081,,0,0,101.3259867,-10.066081,,,,,
0,27,0.034,0,88,0,20.88727061,6.1126994,,729,27,37.36509395,6.1126994,,,,,
1,23,-0.004,1,88,0,20.18733625,2.8125938,,529,23,7.910683884,2.8125938,,,,,
0,5,0.006,3,88,0,12.272585,-7.272735,,25,5,52.89267438,-7.272735,,,,,
1,36,-0.017,1,88,0,21.13304503,14.866885,,1296,36,221.0242696,14.866885,,,,,
1,35,-0.010,1,88,0,20.66019065,14.339739,,1225,35,205.6281146,14.339739,,,,,
0,0,0.008,3,88,0,12.0624275,-12.062577,,0,0,145.5057639,-12.062577,,,,,
0,7,0.019,3,88,0,11.27433688,-4.2744869,,49,7,18.27123826,-4.2744869,,,,,
1,38,0.040,0,88,0,20.46695565,17.533014,,1444,38,307.4065799,17.533014,,,,,
0,23,0.017,0,88,0,22.14821563,0.85175437,,529,23,0.725485507,0.85175437,,,,,
0,12,-0.015,0,88,0,24.56502685,-12.565057,,144,12,157.8806574,-12.565057,,,,,
0,33,0.013,1,88,0,18.92639125,14.073539,,1089,33,198.0645,14.073539,,,,,
0,13,-0.008,2,88,0,16.86043313,-3.8605431,,169,13,14.90379303,-3.8605431,,,,,
0,29,0.028,1,88,0,17.71798564,11.281944,,841,29,127.2822604,11.281944,,,,,
0,4,0.001,2,88,0,16.22996063,-12.230071,,16,4,149.5746367,-12.230071,,,,,
0,23,0.011,0,88,0,22.62107001,0.3789,,529,23,0.14356521,0.3789,,,,,
0,1,0.022,2,88,0,14.65377936,-13.653889,,1,1,186.4286848,-13.653889,,,,,
0,17,-0.006,2,88,0,16.702815,0.297075,,289,17,0.088253556,0.297075,,,,,
0,3,0.045,3,88,0,9.277840617,-6.2779906,,9,3,39.41316597,-6.2779906,,,,,
0,8,0.031,0,88,0,21.09742813,-13.097458,,64,8,171.5434061,-13.097458,,,,,
0,14,-0.003,1,88,0,20.13479687,-6.1348669,,196,14,37.63659188,-6.1348669,,,,,
0,32,-0.008,2,88,0,16.9129725,15.086918,,1024,32,227.6150947,15.086918,,,,,
0,20,-0.004,1,88,0,20.18733625,-0.18740625,,400,20,0.035121103,-0.18740625,,,,,
0,29,0.001,3,88,0,12.58782125,16.412029,,841,29,269.3546959,16.412029,,,,,
1,34,0.017,2,88,0,15.02155497,18.978335,,1156,34,360.1771994,18.978335,,,,,
0,25,-0.001,1,88,0,19.92463937,5.0752906,,625,25,25.75857467,5.0752906,,,,,
1,0,0.006,2,88,0,15.80964563,-15.809756,,0,0,249.9483848,-15.809756,,,,,
0,0,0.028,0,88,0,21.36012498,-21.360155,,0,0,456.2562216,-21.360155,,,,,
1,12,0.053,3,88,0,8.699907483,3.2999425,,144,12,10.8896205,3.2999425,,,,,
0,3,0.038,2,88,0,13.44537375,-10.445484,,9,3,109.108136,-10.445484,,,,,
0,15,-0.010,0,88,0,24.19725125,-9.1972812,,225,15,84.58998147,-9.1972812,,,,,
0,0,0.030,3,88,0,10.43370688,-10.433857,,0,0,108.8653719,-10.433857,,,,,
1,37,0.026,1,88,0,17.92814316,19.071787,,1369,37,363.7330594,19.071787,,,,,
0,17,0.010,0,88,0,22.72614875,-5.7261787,,289,17,32.7891225,-5.7261787,,,,,
0,28,-0.001,2,88,0,16.33503937,11.664851,,784,28,136.0687489,11.664851,,,,,
0,26,0.025,2,88,0,14.3910825,11.608807,,676,26,134.7644,11.608807,,,,,
0,13,0.040,0,88,0,20.46695565,-7.4669856,,169,13,55.75587395,-7.4669856,,,,,
1,19,0.002,2,88,0,16.12488188,2.8750081,,361,19,8.265671575,2.8750081,,,,,
1,20,0.001,0,88,0,23.35662125,-3.3566513,,400,20,11.26710795,-3.3566513,,,,,
0,37,-0.013,1,88,0,20.81780875,16.182121,,1369,37,261.8610401,16.182121,,,,,
0,9,0.006,0,88,0,22.98884563,-13.988876,,81,9,195.6886517,-13.988876,,,,,
0,15,0.006,3,88,0,12.22004563,2.7798044,,225,15,7.727312502,2.7798044,,,,,
0,19,0.017,2,88,0,15.02155497,3.978335,,361,19,15.82714937,3.978335,,,,,
0,31,0.001,0,88,0,23.35662125,7.6433488,,961,31,58.42078088,7.6433488,,,,,
0,38,0.000,1,88,0,19.8721,18.12783,,1444,38,328.6182205,18.12783,,,,,
1,0,0.008,3,88,0,12.0624275,-12.062577,,0,0,145.5057639,-12.062577,,,,,
0,17,-0.008,0,88,0,24.03963313,-7.0396631,,289,17,49.55685656,-7.0396631,,,,,
0,34,0.002,1,88,0,19.71448188,14.285448,,1156,34,204.0740246,14.285448,,,,,
0,0,-0.003,0,88,0,23.6718575,-23.671888,,0,0,560.3582815,-23.671888,,,,,
1,15,0.025,2,88,0,14.3910825,0.6088075,,225,15,0.370646572,0.6088075,,,,,
0,11,0.017,0,88,0,22.14821563,-11.148246,,121,11,124.2833889,-11.148246,,,,,
0,18,0.009,0,88,0,22.77868812,-4.7787181,,324,18,22.83614668,-4.7787181,,,,,
1,6,0.019,3,88,0,11.27433688,-5.2744869,,36,6,27.82021206,-5.2744869,,,,,
0,6,0.008,3,88,0,12.0624275,-6.0625775,,36,6,36.75484594,-6.0625775,,,,,
0,14,0.028,0,88,0,21.36012498,-7.360155,,196,14,54.17188162,-7.360155,,,,,
0,29,-0.024,3,88,0,14.47923874,14.520611,,841,29,210.8481438,14.520611,,,,,
0,6,0.015,3,88,0,11.58957315,-5.5897231,,36,6,31.24500433,-5.5897231,,,,,
0,29,0.001,1,88,0,19.76702125,9.2329087,,841,29,85.24660306,9.2329087,,,,,
0,24,0.000,0,88,0,23.4617,0.53827,,576,24,0.289734593,0.53827,,,,,
0,14,0.011,0,88,0,22.62107001,-8.6211,,196,14,74.32336521,-8.6211,,,,,
0,2,0.042,2,88,0,13.07759813,-11.077708,,4,2,122.7156145,-11.077708,,,,,
0,32,0.036,1,88,0,17.14005251,14.859877,,1024,32,220.8159445,14.859877,,,,,
0,13,0.000,2,88,0,16.2825,-3.28261,,169,13,10.77552841,-3.28261,,,,,
0,27,-0.019,1,88,0,21.34320247,5.6567275,,729,27,31.99856601,5.6567275,,,,,
0,16,0.013,0,88,0,22.46345191,-6.4634819,,256,16,41.77659827,-6.4634819,,,,,
0,7,0.028,2,88,0,14.18092498,-7.181035,,49,7,51.56726367,-7.181035,,,,,
0,2,0.010,2,88,0,15.49440935,-13.494519,,4,2,182.102043,-13.494519,,,,,
0,10,0.010,2,88,0,15.49440935,-5.4945194,,100,10,30.18974344,-5.4945194,,,,,
0,11,0.005,0,88,0,23.09392438,-12.093954,,121,11,146.2637234,-12.093954,,,,,
0,40,0.026,2,88,0,14.33854316,25.661347,,1600,40,658.5047299,25.661347,,,,,
0,14,-0.003,1,88,0,20.13479687,-6.1348669,,196,14,37.63659188,-6.1348669,,,,,
0,6,-0.003,0,88,0,23.72439687,-17.724427,,36,6,314.1553125,-17.724427,,,,,
1,35,0.015,0,88,0,22.35837315,12.641597,,1225,35,159.8099747,12.641597,,,,,
0,20,0.023,1,88,0,18.1383006,1.8616294,,400,20,3.465664023,1.8616294,,,,,
0,2,0.028,0,88,0,21.30758564,-19.307616,,4,2,372.7840356,-19.307616,,,,,
0,13,-0.001,0,88,0,23.56677875,-10.566809,,169,13,111.6574524,-10.566809,,,,,
0,31,-0.010,1,88,0,20.66019065,10.339739,,961,31,106.9102026,10.339739,,,,,
0,16,-0.001,3,88,0,12.74543937,3.2544106,,256,16,10.59118835,3.2544106,,,,,
0,43,0.017,1,88,0,18.61115497,24.388775,,1849,43,594.812346,24.388775,,,,,
0,5,0.028,0,88,0,21.30758564,-16.307616,,25,5,265.9383396,-16.307616,,,,,
1,21,0.038,3,90,0,9.803234409,11.196616,,441,21,125.3642099,11.196616,,,,,
0,10,0.036,3,88,0,9.960852508,0.0389975,,100,10,0.001520805,0.0389975,,,,,
0,4,0.020,3,88,0,11.16925812,-7.1694081,,16,4,51.4004125,-7.1694081,,,,,
1,33,-0.015,0,88,0,24.56502685,8.4349431,,1089,33,71.1482651,8.4349431,,,,,
0,0,0.002,0,88,0,23.30408188,-23.304112,,0,0,543.0816361,-23.304112,,,,,
0,0,-0.007,0,88,0,23.98709375,-23.987124,,0,0,575.3821178,-23.987124,,,,,
1,6,0.011,0,88,0,22.62107001,-16.6211,,36,6,276.2609652,-16.6211,,,,,
1,16,-0.008,2,88,0,16.9129725,-0.9130825,,256,16,0.833719652,-0.9130825,,,,,
1,13,-0.026,2,88,0,18.27899626,-5.2791062,,169,13,27.86896227,-5.2791062,,,,,
1,30,0.014,1,88,0,18.82131249,11.178617,,900,30,124.961478,11.178617,,,,,
0,6,0.006,0,88,0,22.98884563,-16.988876,,36,6,288.6219077,-16.988876,,,,,
1,5,-0.002,2,88,0,16.44011812,-11.440228,,25,5,130.8788167,-11.440228,,,,,
1,0,0.038,0,88,0,20.62457375,-20.624604,,0,0,425.3742902,-20.624604,,,,,
1,28,0.001,0,88,0,23.40916063,4.5908094,,784,28,21.07553095,4.5908094,,,,,
1,22,0.035,2,88,0,13.65553127,8.3443587,,484,22,69.62832211,8.3443587,,,,,
0,13,0.008,2,88,0,15.6520275,-2.6521375,,169,13,7.033833319,-2.6521375,,,,,
1,34,-0.017,2,88,0,17.54344503,16.456445,,1156,34,270.814582,16.456445,,,,,
1,31,-0.002,2,88,0,16.44011812,14.559772,,961,31,211.9869607,14.559772,,,,,
0,11,0.024,2,88,0,14.44362184,-3.4437319,,121,11,11.8592894,-3.4437319,,,,,
1,29,0.001,1,88,0,19.76702125,9.2329087,,841,29,85.24660306,9.2329087,,,,,
1,17,0.017,0,88,0,22.14821563,-5.1482456,,289,17,26.50443276,-5.1482456,,,,,
1,0,0.058,3,90,0,8.279592525,-8.2797425,,0,0,68.55413587,-8.2797425,,,,,
1,26,0.051,1,90,0,16.03672566,9.9632044,,676,26,99.26544192,9.9632044,,,,,
1,25,0.010,2,90,0,15.49440935,9.5054806,,625,25,90.35416144,9.5054806,,,,,
1,0,0.023,0,90,0,21.7279006,-21.727931,,0,0,472.1029855,-21.727931,,,,,
0,27,0.023,1,90,0,18.1383006,8.8616294,,729,27,78.52847562,8.8616294,,,,,
1,25,0.028,2,90,0,14.18092498,10.818965,,625,25,117.0500037,10.818965,,,,,
1,8,0.010,3,90,0,11.95734875,-3.9574988,,64,8,15.66179675,-3.9574988,,,,,
1,19,0.053,0,90,0,19.41616814,-0.41619812,,361,19,0.173220875,-0.41619812,,,,,
1,33,0.001,0,88,0,23.40916063,9.5908094,,1089,33,91.98362495,9.5908094,,,,,
3,0,0.013,0,90,0,22.46345191,-22.463482,,0,0,504.6080236,-22.463482,,,,,
1,25,0.006,2,88,0,15.80964563,9.1902444,,625,25,84.46059213,9.1902444,,,,,
0,14,0.002,1,90,0,19.71448188,-5.7145519,,196,14,32.65610342,-5.7145519,,,,,
1,13,0.014,2,90,0,15.23171249,-2.2318225,,169,13,4.981031672,-2.2318225,,,,,
3,37,0.032,1,90,0,17.45528878,19.544641,,1369,37,381.9929918,19.544641,,,,,
0,23,-0.006,3,90,0,13.113215,9.886635,,529,23,97.74555162,9.886635,,,,,
0,25,0.024,3,90,0,10.90656126,14.093289,,625,25,198.6207948,14.093289,,,,,
0,11,0.007,2,88,0,15.75710625,-4.7572162,,121,11,22.63110597,-4.7572162,,,,,
0,36,0.010,0,88,0,22.72614875,13.273821,,1296,36,176.1943239,13.273821,,,,,
3,12,0.013,3,90,0,11.69465191,0.30519812,,144,12,0.093145892,0.30519812,,,,,
1,30,-0.003,2,88,0,16.4926575,13.507233,,900,30,182.4453433,13.507233,,,,,
0,14,-0.008,1,88,0,20.45003313,-6.4501031,,196,14,41.60383,-6.4501031,,,,,
1,23,0.006,2,88,0,15.862185,7.137705,,529,23,50.94683267,7.137705,,,,,
1,24,0.010,2,88,0,15.49440935,8.5054806,,576,24,72.34320024,8.5054806,,,,,
0,36,0.008,1,88,0,19.29416687,16.705763,,1296,36,279.0825174,16.705763,,,,,
0,4,0.001,2,88,0,16.22996063,-12.230071,,16,4,149.5746367,-12.230071,,,,,
1,30,0.022,0,88,0,21.78044002,8.21953,,900,30,67.56067342,8.21953,,,,,
1,38,0.033,1,88,0,17.35021003,20.64972,,1444,38,426.4109361,20.64972,,,,,
0,2,0.042,2,88,0,13.13013747,-11.130247,,4,2,123.8823983,-11.130247,,,,,
1,25,0.015,0,88,0,22.35837315,2.6415969,,625,25,6.978034182,2.6415969,,,,,
0,30,-0.008,1,88,0,20.5025725,9.4973575,,900,30,90.19979948,9.4973575,,,,,
3,1,0.019,3,90,0,11.22179753,-10.221948,,1,1,104.4882209,-10.221948,,,,,
1,43,0.018,1,88,0,18.50607622,24.493854,,1849,43,599.9488838,24.493854,,,,,
0,18,0.011,0,88,0,22.62107001,-4.6211,,324,18,21.35456521,-4.6211,,,,,
0,39,-0.019,0,88,0,24.88026313,14.119707,,1521,39,199.3661258,14.119707,,,,,
1,22,-0.013,0,88,0,24.40740875,-2.4074387,,484,22,5.795761094,-2.4074387,,,,,
0,7,0.035,0,88,0,20.78219185,-13.782222,,49,7,189.9496433,-13.782222,,,,,
1,7,0.018,3,88,0,11.32687622,-4.3270263,,49,7,18.7231566,-4.3270263,,,,,
1,19,-0.016,0,88,0,24.67010561,-5.6701356,,361,19,32.15043772,-5.6701356,,,,,
1,0,0.000,3,88,0,12.6929,-12.69305,,0,0,161.1135183,-12.69305,,,,,
0,39,-0.009,0,88,0,24.14471188,14.855258,,1521,39,220.6786902,14.855258,,,,,
0,35,-0.019,0,88,0,24.88026313,10.119707,,1225,35,102.4084698,10.119707,,,,,
1,15,-0.012,0,88,0,24.35486941,-9.3548994,,225,15,87.51414278,-9.3548994,,,,,
1,35,-0.019,3,88,0,14.16400247,20.835847,,1225,35,434.1325202,20.835847,,,,,
1,36,-0.013,0,88,0,24.40740875,11.592561,,1296,36,134.3874705,11.592561,,,,,
0,15,-0.005,0,88,0,23.82947562,-8.8295056,,225,15,77.96016914,-8.8295056,,,,,
1,10,-0.014,0,88,0,24.51248751,-14.512517,,100,10,210.6131497,-14.512517,,,,,
1,22,-0.013,0,88,0,24.40740875,-2.4074387,,484,22,5.795761094,-2.4074387,,,,,
0,13,0.029,0,88,0,21.25504622,-8.2550763,,169,13,68.14628472,-8.2550763,,,,,
0,41,0.004,1,88,0,19.55686375,21.443066,,1681,41,459.8050795,21.443066,,,,,
1,37,0.008,1,88,0,19.29416687,17.705763,,1369,37,313.4940434,17.705763,,,,,
1,38,0.019,0,88,0,21.99059753,16.009373,,1444,38,256.3000239,16.009373,,,,,
1,18,-0.011,1,88,0,20.71272999,-2.7128,,324,18,7.35928384,-2.7128,,,,,
1,20,0.015,1,88,0,18.76877315,1.2311569,,400,20,1.515747312,1.2311569,,,,,
1,18,-0.014,0,88,0,24.51248751,-6.5125175,,324,18,42.41288419,-6.5125175,,,,,
1,23,0.018,2,88,0,14.91647622,8.0834138,,529,23,65.34157866,8.0834138,,,,,
0,17,-0.019,3,88,0,14.16400247,2.8358475,,289,17,8.042031043,2.8358475,,,,,
0,0,0.050,2,88,0,12.499665,-12.499775,,0,0,156.2443751,-12.499775,,,,,
,,,,,,,,sums,330548,12714,114898.5033,-593.5159416,,,,,
,,,,,,,,squares,,161645796,,352261.1729,,,,,
,,,,,,,,averages,,15.9523212,,-0.744687505,,,,,
,,,,,,,,,797,,,,,,,,
,,,,,,,,,,,,,,,,,
3,10,0.009,3,90,1,12.00988812,-2.0100381,,100,10,4.040253163,-2.0100381,,,,,
1,0,0.016,3,90,1,11.48449439,-11.484644,,0,0,131.8970478,-11.484644,,,,,
3,19,0.036,1,90,1,17.14005251,1.8598775,,361,19,3.459144315,1.8598775,,,,,
3,30,0.026,1,90,1,17.87560374,12.124326,,900,30,146.999281,12.124326,,,,,
3,1,0.031,3,90,1,10.32862813,-9.3287781,,1,1,87.02610084,-9.3287781,,,,,
3,16,0.051,3,90,1,8.857525659,7.1423244,,256,16,51.01279783,7.1423244,,,,,
3,9,0.017,3,90,1,11.43195497,-2.432105,,81,9,5.915134731,-2.432105,,,,,
