regression of strut rate vs. distance to hens and time from sunrise,,,,,,,,,,,,,,,,,
malaria vs. no malaria - 1990. birds of unknown malaria status not included,,,,,,,,,,,,,,,,,
page down to see breeder vs. non-breeder,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,STRUTS,TIME FROM,DIST. TO,,,predicted,,,,,,,,struts,,resids,
MALARIA,/5 MIN,SUNRISE,HENS,YEAR,BREED,values,resids,,,,,,,squared,struts,squared,resids
---------,---------,---------,---------,---------,---------,---------,---------,,,Regression Output:,,,,---------,---------,---------,---------
1,26,0.019,3,90,0,11.34843195,14.651588,,,,,,,676,26,214.6690309,14.651588
0,3,0.030,3,90,0,11.20852049,-8.2085005,,,,,,,9,3,67.37948046,-8.2085005
1,0,0.053,3,90,0,10.90071527,-10.900695,,,,,,,0,0,118.8251515,-10.900695
1,12,0.019,3,90,0,11.34843195,0.65158806,,,,,,,144,12,0.424567,0.65158806
3,15,0.056,3,90,0,10.86340555,4.1366144,,,,,,,225,15,17.11157869,4.1366144
0,0,0.019,0,90,0,20.91305938,-20.913039,,,,,,,0,0,437.3552002,-20.913039
0,23,0.049,2,90,0,14.14177986,8.8582401,,,,,,,529,23,78.46841767,8.8582401
3,13,-0.004,3,90,0,11.66556458,1.3344554,,,,,,,169,13,1.780771215,1.3344554
3,22,0.024,2,90,0,14.46823992,7.5317801,,,,,,,484,22,56.72771147,7.5317801
3,0,0.017,3,90,0,11.37641424,-11.376394,,,,,,,0,0,129.4223404,-11.376394
0,2,0.024,3,90,0,11.29246736,-9.2924474,,,,,,,4,2,86.34957868,-9.2924474
1,24,0.033,3,90,0,11.17121076,12.828809,,,,,,,576,24,164.5783404,12.828809
3,8,0.029,2,90,0,14.40294791,-6.4029279,,,,,,,64,8,40.99748569,-6.4029279
1,0,0.051,3,90,0,10.92869758,-10.928678,,,,,,,0,0,119.4360028,-10.928678
1,18,0.061,0,90,0,20.34408611,-2.3440661,,,,,,,324,18,5.494645881,-2.3440661
0,6,0.043,0,90,0,20.5865993,-14.586579,,,,,,,36,6,212.7682869,-14.586579
0,5,0.010,3,90,0,11.47901597,-6.478996,,,,,,,25,5,41.97738917,-6.478996
3,5,-0.016,3,90,0,11.8241309,-6.8241109,,,,,,,25,5,46.56848958,-6.8241109
0,0,0.007,3,90,0,11.5163257,-11.516306,,,,,,,0,0,132.6253039,-11.516306
3,6,-0.005,3,90,0,11.67489201,-5.674872,,,,,,,36,6,32.20417222,-5.674872
3,22,0.022,3,90,0,11.32044965,10.67957,,,,,,,484,22,114.0532154,10.67957
3,21,0.003,1,90,0,17.94249028,3.0575297,,,,,,,441,21,9.348487866,3.0575297
3,13,0.019,3,90,0,11.34843195,1.6515881,,,,,,,169,13,2.727743252,1.6515881
3,0,0.022,3,90,0,11.32044965,-11.32043,,,,,,,0,0,128.1521354,-11.32043
3,0,0.003,3,90,0,11.56296285,-11.562943,,,,,,,0,0,133.7016508,-11.562943
3,6,0.048,3,90,0,10.96600729,-4.9659873,,,,,,,36,6,24.66102986,-4.9659873
3,39,-0.001,1,90,0,17.99845486,21.001565,,,,,,,1521,39,441.0657324,21.001565
3,36,-0.001,2,90,0,14.81335486,21.186665,,,,,,,1296,36,448.8747738,21.186665
3,2,0.006,0,90,0,21.08095313,-19.080933,,,,,,,4,2,364.0820042,-19.080933
3,20,0.006,3,90,0,11.52565313,8.4743669,,,,,,,400,20,71.81489436,8.4743669
0,9,0.035,1,90,0,17.51342848,-8.5134085,,,,,,,81,9,72.47812429,-8.5134085
3,14,0.053,3,90,0,10.89138785,3.1086322,,,,,,,196,14,9.663594155,3.1086322
0,35,0.042,3,90,0,11.04995416,23.950066,,,,,,,1225,35,573.6056614,23.950066
3,0,0.044,2,90,0,14.20707188,-14.207052,,,,,,,0,0,201.8403265,-14.207052
3,12,-0.003,3,90,0,11.64690972,0.35311028,,,,,,,144,12,0.12468687,0.35311028
0,0,0.007,2,90,0,14.7014257,-14.701406,,,,,,,0,0,216.1313384,-14.701406
1,11,0.025,3,90,0,11.2738125,-0.2737925,,,,,,,121,11,0.074962333,-0.2737925
3,6,0.030,0,90,0,20.76382049,-14.7638,,,,,,,36,6,217.9697904,-14.7638
3,13,0.057,3,90,0,10.8447507,2.1552693,,,,,,,169,13,4.645185756,2.1552693
0,22,0.009,2,90,0,14.6734434,7.3265766,,,,,,,484,22,53.67872468,7.3265766
3,26,0.039,1,90,0,17.45746389,8.5425561,,,,,,,676,26,72.97526472,8.5425561
0,0,0.025,3,90,0,11.2738125,-11.273793,,,,,,,0,0,127.0984086,-11.273793
3,29,0.002,2,90,0,14.76671771,14.233302,,,,,,,841,29,202.5868858,14.233302
3,0,0.044,3,90,0,11.02197188,-11.021952,,,,,,,0,0,121.4834259,-11.021952
0,0,0.006,2,90,0,14.72008055,-14.720061,,,,,,,0,0,216.6801958,-14.720061
3,3,0.025,3,90,0,11.2738125,-8.2737925,,,,,,,9,3,68.45564233,-8.2737925
3,16,0.002,2,90,0,14.76671771,1.2333023,,,,,,,256,16,1.521034563,1.2333023
3,13,0.006,0,90,0,21.08095313,-8.0809331,,,,,,,169,13,65.30147977,-8.0809331
3,21,0.020,1,90,0,17.70930451,3.2907155,,,,,,,441,21,10.8288085,3.2907155
3,5,0.049,3,90,0,10.94735242,-5.9473324,,,,,,,25,5,35.37076268,-5.9473324
3,5,0.045,3,90,0,11.00331701,-6.003297,,,,,,,25,5,36.03957487,-6.003297
3,0,0.019,3,90,0,11.35775938,-11.357739,,,,,,,0,0,128.9982352,-11.357739
3,39,0.031,1,90,0,17.56939305,21.430627,,,,,,,1521,39,459.2717736,21.430627
3,30,0.013,3,90,0,11.44170625,18.558314,,,,,,,900,30,344.4110185,18.558314
3,39,0.018,1,90,0,17.7372868,21.262733,,,,,,,1521,39,452.1038146,21.262733
3,12,0.024,3,90,0,11.28313992,0.71688007,,,,,,,144,12,0.513917035,0.71688007
3,33,0.047,1,90,0,17.35486215,15.645158,,,,,,,1089,33,244.7709688,15.645158
3,0,0.060,3,90,0,10.80744098,-10.807421,,,,,,,0,0,116.8003487,-10.807421
1,29,0.055,2,90,0,14.05783299,14.942187,,,,,,,841,29,223.2689523,14.942187
0,21,0.012,1,90,0,17.82123367,3.1787863,,,,,,,441,21,10.10468234,3.1787863
3,33,0.006,1,90,0,17.90518055,15.094839,,,,,,,1089,33,227.8541644,15.094839
0,30,0.065,1,90,0,17.10302152,12.896998,,,,,,,900,30,166.3325574,12.896998
3,10,-0.001,2,90,0,14.81335486,-4.8133349,,,,,,,100,10,23.16819286,-4.8133349
3,11,0.011,3,90,0,11.46036111,-0.46034111,,,,,,,121,11,0.211913938,-0.46034111
3,20,0.013,2,90,0,14.62680625,5.3732137,,,,,,,400,20,28.87142547,5.3732137
0,0,0.019,3,90,0,11.35775938,-11.357739,,,,,,,0,0,128.9982352,-11.357739
3,16,0.002,2,90,0,14.76671771,1.2333023,,,,,,,256,16,1.521034563,1.2333023
0,25,0.024,3,90,0,11.29246736,13.707553,,,,,,,625,25,187.8970092,13.707553
0,23,-0.006,3,90,0,11.68421945,11.315801,,,,,,,529,23,128.0473523,11.315801
3,37,0.032,1,90,0,17.5507382,19.449282,,,,,,,1369,37,378.2745703,19.449282
1,13,0.014,2,90,0,14.60815139,-1.6081314,,,,,,,169,13,2.5860866,-1.6081314
0,14,0.002,1,90,0,17.95181771,-3.9517977,,,,,,,196,14,15.61670506,-3.9517977
1,26,0.051,1,90,0,17.29889758,8.7011224,,,,,,,676,26,75.70953102,8.7011224
3,0,0.013,0,90,0,20.98767883,-20.987659,,,,,,,0,0,440.4818303,-20.987659
1,0,0.058,3,90,0,10.82609584,-10.826076,,,,,,,0,0,117.2039216,-10.826076
1,19,0.053,0,90,0,20.44668785,-1.4466678,,,,,,,361,19,2.092847724,-1.4466678
1,8,0.010,3,90,0,11.47901597,-3.478996,,,,,,,64,8,12.10341317,-3.478996
1,25,0.028,2,90,0,14.42160277,10.578417,,,,,,,625,25,111.9029062,10.578417
0,27,0.023,1,90,0,17.67199479,9.3280252,,,,,,,729,27,87.01205413,9.3280252
1,0,0.023,0,90,0,20.85709479,-20.857075,,,,,,,0,0,435.0175776,-20.857075
1,25,0.010,2,90,0,14.65478854,10.345231,,,,,,,625,25,107.0238044,10.345231
3,12,0.013,3,90,0,11.43237883,0.56764118,,,,,,,144,12,0.322216509,0.56764118
1,21,0.038,3,90,0,11.09659133,9.9034287,,,,,,,441,21,98.07790002,9.9034287
1,26,0.021,2,90,0,14.51487709,11.485143,,,,,,,676,26,131.9085097,11.485143
1,14,0.028,0,90,0,20.79180277,-6.7917828,,,,,,,196,14,46.1283136,-6.7917828
3,0,0.028,3,90,0,11.22717535,-11.227155,,,,,,,0,0,126.0490094,-11.227155
0,16,-0.001,1,90,0,17.98912743,-1.9891074,,,,,,,256,16,3.956548249,-1.9891074
1,29,0.006,1,90,0,17.90518055,11.094839,,,,,,,841,29,123.0954524,11.094839
3,20,0.043,2,90,0,14.2163993,5.7836207,,,,,,,400,20,33.4502684,5.7836207
3,24,0.035,3,90,0,11.14322848,12.856792,,,,,,,576,24,165.2971005,12.856792
1,20,0.006,2,90,0,14.72008055,5.2799394,,,,,,,400,20,27.87776007,5.2799394
0,6,0.018,3,90,0,11.3670868,-5.3670668,,,,,,,36,6,28.80540604,-5.3670668
0,0,0.042,3,90,0,11.04995416,-11.049934,,,,,,,0,0,122.1010414,-11.049934
3,12,0.010,3,90,0,11.46968854,0.53033146,,,,,,,144,12,0.281251457,0.53033146
3,15,0.057,3,90,0,10.8447507,4.1552693,,,,,,,225,15,17.26626296,4.1552693
3,21,0.022,0,90,0,20.87574965,0.12427035,,,,,,,441,21,0.01544312,0.12427035
0,9,0.039,3,90,0,11.08726389,-2.0872439,,,,,,,81,9,4.356587098,-2.0872439
1,0,0.009,0,90,0,21.0436434,-21.043623,,,,,,,0,0,442.834069,-21.043623
3,0,0.042,3,90,0,11.04062674,-11.040607,,,,,,,0,0,121.8950029,-11.040607
0,4,0.006,3,90,0,11.53498055,-7.5349606,,,,,,,16,4,56.77563124,-7.5349606
3,21,0.050,0,90,0,20.493325,0.506695,,,,,,,441,21,0.256739823,0.506695
0,0,0.040,3,90,0,11.06860902,-11.068589,,,,,,,0,0,122.5136625,-11.068589
,,,,,,,,,,,,,sums,77914,3094,31726.09857,-10.83142867
,,,,,,,,,,,,,squares,,9572836,,117.319847
,,,,,,,,,,,,,averages,,14.32407407,,-0.050145503
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
3,9,0.017,3,90,1,11.38574166,-2.3857217,,,,,,,81,9,5.69166803,-2.3857217
3,16,0.051,3,90,1,10.92869758,5.0713224,,,,,,,256,16,25.71831088,5.0713224
3,1,0.031,3,90,1,11.18986563,-10.189846,,,,,,,1,1,103.8329615,-10.189846
3,10,0.009,3,90,1,11.4883434,-1.4883234,,,,,,,100,10,2.215106543,-1.4883234
3,19,0.036,1,90,1,17.49477361,1.5052464,,,,,,,361,19,2.265766725,1.5052464
1,0,0.016,3,90,1,11.3950691,-11.395049,,,,,,,0,0,129.8471417,-11.395049
3,17,0.051,2,90,1,14.11379758,2.8862224,,,,,,,289,17,8.330279742,2.8862224
3,30,0.026,1,90,1,17.62535764,12.374662,,,,,,,900,30,153.1322596,12.374662
3,38,0.028,1,90,1,17.59737535,20.402645,,,,,,,1444,38,416.267923,20.402645
3,0,0.042,3,90,1,11.04995416,-11.049934,,,,,,,0,0,122.1010414,-11.049934
3,37,0.014,1,90,1,17.79325139,19.206769,,,,,,,1369,37,368.8999754,19.206769
3,1,0.034,3,90,1,11.1525559,-10.152536,,,,,,,1,1,103.0739872,-10.152536
1,0,0.049,3,90,1,10.95667986,-10.95666,,,,,,,0,0,120.0483984,-10.95666
3,0,0.033,0,90,1,20.71718334,-20.717163,,,,,,,0,0,429.2008428,-20.717163
3,29,0.019,1,90,1,17.72795938,11.272061,,,,,,,841,29,127.0593592,11.272061
3,0,0.028,0,90,1,20.78247535,-20.782455,,,,,,,0,0,431.9104358,-20.782455
3,0,0.036,0,90,1,20.67987361,-20.679854,,,,,,,0,0,427.6563615,-20.679854
3,30,0.019,1,90,1,17.71863195,12.281388,,,,,,,900,30,150.8324912,12.281388
3,35,0.040,1,90,1,17.43880902,17.561211,,,,,,,1225,35,308.3961318,17.561211
3,21,0.049,2,90,1,14.14177986,6.8582401,,,,,,,441,21,47.03545727,6.8582401
3,6,0.002,0,90,1,21.13691771,-15.136898,,,,,,,36,6,229.1256811,-15.136898
3,24,0.057,1,90,1,17.2149507,6.7850693,,,,,,,576,24,46.03716541,6.7850693
3,18,0.020,2,90,1,14.52420451,3.4758155,,,,,,,324,18,12.08129339,3.4758155
3,30,0.049,1,90,1,17.32687986,12.67314,,,,,,,900,30,160.6084775,12.67314
3,6,-0.004,3,90,1,11.66556458,-5.6655446,,,,,,,36,6,32.09839561,-5.6655446
1,0,0.051,3,90,1,10.91937014,-10.91935,,,,,,,0,0,119.2322044,-10.91935
3,32,0.035,1,90,1,17.51342848,14.486592,,,,,,,1024,32,209.8613478,14.486592
3,32,0.009,1,90,1,17.8585434,14.141477,,,,,,,1024,32,199.9813717,14.141477
3,41,0.038,1,90,1,17.46679133,23.533229,,,,,,,1681,41,553.8128672,23.533229
3,16,0.010,3,90,1,11.46968854,4.5303315,,,,,,,256,16,20.5239035,4.5303315
3,7,0.035,3,90,1,11.13390104,-4.133881,,,,,,,49,7,17.08897212,-4.133881
3,0,0.009,3,90,1,11.4883434,-11.488323,,,,,,,0,0,131.9815654,-11.488323
1,17,0.018,1,90,1,17.7372868,-0.73726681,,,,,,,289,17,0.543562349,-0.73726681
1,0,-0.003,3,90,1,11.65623715,-11.656217,,,,,,,0,0,135.8673948,-11.656217
3,2,0.042,3,90,1,11.04995416,-9.0499342,,,,,,,4,2,81.90130902,-9.0499342
3,28,0.026,1,90,1,17.62535764,10.374662,,,,,,,784,28,107.6336116,10.374662
,,,,,,,,,,,,,sums,15192,552,5541.895022,10.83512689
,,,,,,,,,,,,,squares,,304704,,117.3999747
,,,,,,,,,,,,,averages,,15.33333333,,0.300975747
