DATA FILE TO COMPARE STRUTTING FREQUENCY WITH DATE,,,,,,,,,
,,,,,,,,,
MALARIA,,,BREEDING STATUS,,,,,,
0=NOT INFECTED,,,1=BREEDER,,,,,,
1=INFECTED,,,0=NON-BREEDER,,,,,,
3=UNKNOWN,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
BREED,MALARIA,DATE,/5 MIN,RESIDS,,REGRESSION ON ACTUAL DATA,,,BREEDERS
0,1,415,26,9.9914234,,,,,
0,1,418,4,-6.4949171,,,,,
0,1,422,32,16.805416,,,,,
0,1,513,0,-12.996652,,,,,
0,1,503,0,-22.784151,,,,,
0,3,428,0,-10.548145,,,,,
0,0,510,9,-1.8142875,,,,,
0,3,325,9,-4.3692508,,,,,
0,3,323,12,-0.94342361,,,,,
0,0,515,0,-12.783738,,,,,
0,0,508,0,-23.689034,,,,,
0,0,430,6,-7.1031088,,,,,
0,0,430,0,-22.251867,,,,,
0,3,413,34,15.063861,,,,,
0,0,506,4,-8.3046828,,,,,
0,1,503,0,-22.305095,,,,,
0,0,422,4,-9.4912747,,,,,
0,1,515,3,-9.6240532,,,,,
0,1,513,0,-12.464368,,,,,
0,1,510,26,9.5811632,,,,,
0,1,508,2,-11.635393,,,,,
0,1,506,11,-9.426534,,,,,
0,1,430,0,-21.719583,,,,,
0,3,330,20,6.5242924,,,,,
0,3,416,8,-6.0767871,,,,,
0,1,416,13,-2.2478119,,,,,
0,1,506,0,-11.612714,,,,,
0,1,430,0,-21.985725,,,,,
0,1,424,14,-5.4151944,,,,,
0,1,422,29,9.5315772,,,,,
0,3,416,29,14.3377,,,,,
0,3,415,2,-8.3884603,,,,,
0,1,513,26,14.759885,,,,,
0,1,417,20,4.1134472,,,,,
0,1,515,0,-12.624053,,,,,
0,0,510,34,13.254096,,,,,
0,0,505,22,5.68762,,,,,
0,0,503,0,-17.004349,,,,,
0,0,430,0,-21.293755,,,,,
0,0,424,16,-3.9474784,,,,,
0,0,417,0,-11.612714,,,,,
0,1,510,17,-3.3733056,,,,,
0,3,328,6,-15.187299,,,,,
0,0,506,9,-7.5252936,,,,,
0,0,430,3,-18.346984,,,,,
0,3,418,29,9.5848056,,,,,
0,0,515,0,-15.886553,,,,,
0,0,418,14,-5.7345648,,,,,
0,0,417,4,-4.6851514,,,,,
0,0,513,28,15.535632,,,,,
0,0,510,30,13.581163,,,,,
0,3,413,23,6.8849666,,,,,
0,0,430,0,-21.932496,,,,,
0,0,417,34,22.6002,,,,,
0,0,424,25,14.079256,,,,,
0,0,423,9,-8.2328299,,,,,
0,0,418,21,2.0106328,,,,,
0,0,417,0,-9.5368058,,,,,
0,0,510,23,10.695317,,,,,
0,0,430,4,-15.696903,,,,,
0,1,424,20,9.3986261,,,,,
0,3,503,0,-12.783738,,,,,
0,3,404,39,21.4478,,,,,
0,3,330,29,12.847305,,,,,
0,3,428,2,-9.8788556,,,,,
0,3,418,22,10.91957,,,,,
0,3,412,26,9.0865406,,,,,
0,3,411,14,5.368077,,,,,
0,3,407,24,13.93091,,,,,
0,3,405,0,-8.1528674,,,,,
0,3,404,15,6.5277622,,,,,
0,3,423,13,1.7598853,,,,,
0,3,425,2,-20.997064,,,,,
0,3,424,5,-4.2706638,,,,,
0,3,428,5,-3.9512934,,,,,
0,3,422,21,2.6493737,,,,,
0,3,405,35,18.884967,,,,,
0,3,325,21,-0.82603951,,,,,
0,3,407,0,-9.4835774,,,,,
0,3,422,21,1.3186636,,,,,
0,3,513,16,-0.15269479,,,,,
0,3,428,16,-0.15269479,,,,,
0,3,506,0,-9.3771206,,,,,
0,3,508,0,-11.293343,,,,,
0,3,423,3,-7.8142875,,,,,
0,3,423,32,14.76717,,,,,
0,3,429,21,5.470479,,,,,
0,3,424,0,-11.3998,,,,,
0,3,424,0,-11.08043,,,,,
0,3,507,33,13.531577,,,,,
0,3,427,0,-12.464368,,,,,
0,3,325,5,-8.9547633,,,,,
0,3,423,20,7.7485456,,,,,
0,3,325,6,-7.1031088,,,,,
0,3,513,36,19.581163,,,,,
0,3,507,39,18.999293,,,,,
0,3,502,6,-3.0577502,,,,,
0,3,323,11,-0.87885556,,,,,
0,3,506,28,7.4670092,,,,,
0,3,423,6,-6.464368,,,,,
0,3,418,25,11.082898,,,,,
0,3,325,13,-9.9970644,,,,,
0,3,323,27,14.642089,,,,,
0,3,507,29,10.649374,,,,,
0,3,502,22,7.5506141,,,,,
0,3,427,0,-20.921157,,,,,
0,3,502,8,-1.696491,,,,,
0,3,330,12,0.28082965,,,,,
0,3,416,33,16.672053,,,,,
0,3,415,31,12.809059,,,,,
0,3,430,30,18.227601,,,,,
0,3,412,13,4.634219,,,,,
0,3,407,39,20.489688,,,,,
0,3,328,16,-0.15269479,,,,,
0,0,416,31,11.531577,,,,,
0,3,405,0,-8.4722378,,,,,
0,3,410,0,-12.958991,,,,,
0,3,506,13,3.6228794,,,,,
0,3,427,20,4.6457312,,,,,
0,3,506,1,-10.240115,,,,,
0,0,424,9,-0.74971944,,,,,
0,0,508,6,-5.3465715,,,,,
0,3,425,0,-22.46478,,,,,
0,3,423,10,-6.4188368,,,,,
0,3,407,0,-10.548145,,,,,
0,3,412,20,6.987781,,,,,
0,3,415,37,19.554257,,,,,
0,3,422,21,1.356325,,,,,
0,3,418,12,0.067916042,,,,,
0,3,411,15,6.634219,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1,1,505,11,-12.369663,,REGRESSION WITH RESIDUALS,,,NON-BREED
1,1,428,34,9.2996267,,,,,
1,1,505,42,27.459724,,,Regression Output:,,
1,1,513,35,14.78638,,Constant,,,4.1429454
1,1,513,22,-2.4342312,,Std Err of Y Est,,,13.474845
1,1,506,0,-9.0045218,,R Squared,,,0.000256282
1,1,428,17,-1.5103115,,No. of Observations,,,281
1,3,412,18,3.2312437,,Degrees of Freedom,,,279
1,1,508,0,-11.506257,,,,,
1,1,428,0,-12.996652,,X Coefficient(s),,-0.004791427,
1,3,424,7,-3.0158615,,Std Err of Coef.,,0.017916274,
1,1,424,0,-8.7916082,,,,,
1,3,422,35,18.192997,,,,,
1,3,415,41,24.033312,,,,,
1,3,417,0,-9.5368058,,REGRESSION WITH ACTUAL DATA,,,NON-BREED
1,3,415,37,18.170318,,,,,
1,1,512,0,-23.316435,,,Regression Output:,,
1,3,404,28,10.128429,,Constant,,,24.678408
1,3,328,0,-20.708243,,Std Err of Y Est,,,14.657243
1,3,410,24,8.470479,,R Squared,,,0.00083856
1,3,407,17,4.5732934,,No. of Observations,,,281
1,3,405,21,8.4136082,,Degrees of Freedom,,,279
1,3,414,32,12.797719,,,,,
1,3,330,6,-7.0498804,,X Coefficient(s),,-0.009430344,
1,3,415,16,4.067916,,Std Err of Coef.,,0.019488401,
1,0,418,19,6.6420888,,,,,
1,0,504,21,1.371892,,,,,
1,0,507,13,1.3872865,,,,,
1,3,410,30,11.596145,,,,,
1,1,410,26,8.0219725,,,,,
1,3,502,9,-2.4530283,,,,,
1,3,425,0,-21.293755,,,,,
1,3,513,0,-12.038541,,,,,
1,3,507,1,-9.3352319,,,,,
1,3,507,16,7.1551634,,,,,
1,1,410,27,9.9800838,,,,,
1,3,427,0,-20.921157,,,,,
1,3,416,29,10.542917,,,,,
1,3,423,10,-2.0385408,,,,,
1,3,423,1,-9.1223183,,,,,
1,3,418,2,-7.5368058,,,,,
1,1,405,28,8.9574044,,,,,
1,0,415,0,-11.346572,,,,,
1,0,418,1,-12.065447,,,,,
1,0,430,7,-3.0690899,,,,,
1,0,416,33,16.618825,,,,,
1,0,416,48,28.797719,,,,,
1,0,403,34,16.075201,,,,,
1,0,414,14,-5.1490524,,,,,
1,0,426,0,-13.209566,,,,,
1,0,413,43,24.489688,,,,,
1,0,501,5,-18.209978,,,,,
1,0,509,0,-12.357911,,,,,
1,0,413,31,15.204337,,,,,
1,0,415,37,18.170318,,,,,
1,0,414,23,12.824453,,,,,
1,0,321,24,2.3336457,,,,,
1,0,329,12,-8.8679283,,,,,
1,1,416,5,-12.765114,,,,,
1,3,515,19,1.8736269,,,,,
1,3,430,6,-17.316435,,,,,
1,1,518,1,-20.453441,,,,,
1,0,323,8,-15.15675,,,,,
1,0,412,47,28.276775,,,,,
1,0,403,17,9.9117007,,,,,
1,0,409,0,-10.015861,,,,,
1,0,411,43,23.904176,,,,,
1,1,519,43,22.679923,,,,,
1,1,414,22,4.9424224,,,,,
1,0,430,0,-16.418837,,,,,
1,0,405,4,-18.571237,,,,,
1,0,429,0,-13.156337,,,,,
1,0,503,36,12.630337,,,,,
1,0,428,3,-12.407497,,,,,
1,0,428,0,-24.381003,,,,,
1,0,419,40,20.797719,,,,,
1,0,418,0,-10.175547,,,,,
1,0,402,12,-9.6663543,,,,,
1,0,405,20,-1.0652749,,,,,
1,0,417,22,2.5315772,,,,,
1,0,426,33,9.52388,,,,,
1,0,416,22,3.5961453,,,,,
1,0,425,29,6.4287628,,,,,
1,0,505,4,-18.624466,,,,,
1,0,418,34,9.8319108,,,,,
1,0,415,32,7.3528551,,,,,
1,0,417,0,-15.833324,,,,,
1,0,420,33,16.953762,,,,,
1,0,513,2,-20.305095,,,,,
1,0,408,17,-4.2405271,,,,,
1,0,428,0,-10.707831,,,,,
1,0,505,31,9.5621263,,,,,
1,0,425,0,-16.578522,,,,,
1,0,413,0,-10.494917,,,,,
1,0,405,5,-6.1336579,,,,,
1,0,415,37,17.371892,,,,,
1,0,401,9,-2.1336579,,,,,
1,0,409,0,-11.346572,,,,,
1,0,402,18,5.9082308,,,,,
1,0,403,31,14.048879,,,,,
1,0,422,34,12.333646,,,,,
1,0,405,9,-13.997064,,,,,
1,0,405,21,8.3759468,,,,,
1,0,415,39,13.820571,,,,,
1,0,409,20,-0.17595903,,,,,
1,0,411,43,20.694905,,,,,
1,0,409,29,4.4593119,,,,,
1,0,414,40,15.19317,,,,,
1,0,409,18,-1.0581626,,,,,
1,0,425,30,7.9078185,,,,,
1,0,413,6,-11.004349,,,,,
1,0,409,4,-18.092182,,,,,
1,0,415,40,20.744491,,,,,
1,0,418,22,1.0256149,,,,,
1,0,425,22,4.1816577,,,,,
1,0,413,29,7.9191581,,,,,
1,0,413,41,21.265435,,,,,
1,0,416,20,-3.9019472,,,,,
1,0,427,3,-20.635805,,,,,
1,0,405,11,-9.3888726,,,,,
1,0,419,7,-15.14541,,,,,
1,0,408,39,14.19317,,,,,
1,0,415,30,7.1626208,,,,,
1,0,415,31,7.7367936,,,,,
1,0,413,37,18.542917,,,,,
1,0,415,35,11.20451,,,,,
1,0,404,5,-10.354269,,,,,
1,0,417,45,26.170318,,,,,
1,0,403,1,-12.491275,,,,,
1,0,415,40,20.371892,,,,,
1,0,421,39,15.577108,,,,,
1,0,426,26,1.0867131,,,,,
1,0,403,5,-10.99301,,,,,
1,0,416,41,23.234886,,,,,
1,0,418,0,-16.578522,,,,,
1,1,507,15,-4.8410216,,,,,
1,1,507,36,15.413781,,,,,
1,3,419,32,14.76717,,,,,
1,3,422,30,12.128429,,,,,
1,3,423,30,13.831738,,,,,
1,0,426,21,5.7521881,,,,,
1,1,507,18,-6.5939165,,,,,
1,0,410,15,3.7598853,,,,,
1,1,506,34,13.839608,,,,,
1,1,506,40,19.360552,,,,,
1,1,506,34,15.223546,,,,,
1,0,418,35,13.333646,,,,,
1,0,414,4,-20.381003,,,,,
1,0,429,0,-15.726868,,,,,
1,0,416,32,10.227189,,,,,
1,0,414,20,-3.7954904,,,,,
1,0,406,31,7.1512812,,,,,
1,0,415,32,8.52388,,,,,
1,0,411,31,6.2996267,,,,,
1,1,420,0,-12.464368,,,,,
1,0,415,36,11.618997,,,,,
1,1,502,1,-21.14541,,,,,
1,0,409,16,-4.5485578,,,,,
1,0,416,16,-4.9588181,,,,,
1,0,414,32,7.8319108,,,,,
1,1,408,0,-11.947651,,,,,
1,0,405,10,-2.6240532,,,,,
1,0,428,33,9.257738,,,,,
1,0,420,36,13.588448,,,,,
1,0,503,5,-11.365608,,,,,
1,0,516,33,8.991596,,,,,
1,0,430,5,-6.8256272,,,,,
1,0,329,3,-8.932084,,,,,
1,0,410,32,8.4174232,,,,,
1,1,502,28,17.558311,,,,,
1,0,425,7,-5.4111396,,,,,
1,1,506,26,7.9155157,,,,,
1,1,505,0,-10.920744,,,,,
1,0,410,40,15.725454,,,,,
1,3,419,38,20.288115,,,,,
1,0,416,0,-10.441689,,,,,
1,1,421,31,7.9497072,,,,,
1,1,506,0,-13.688621,,,,,
1,1,426,21,-2.1567496,,,,,
1,1,428,25,1.5771084,,,,,
1,1,420,30,6.6303368,,,,,
1,0,429,35,10.19317,,,,,
1,1,425,32,7.991596,,,,,
1,0,418,39,15.151281,,,,,
1,0,410,27,4.8545901,,,,,
1,0,426,35,13.812701,,,,,
1,0,409,8,-8.9511208,,,,,
1,1,418,42,18.630337,,,,,
1,0,404,8,-14.624466,,,,,
1,0,429,3,-9.73051,,,,,
1,0,415,18,-3.0808419,,,,,
1,0,416,39,20.276775,,,,,
1,0,415,35,15.744491,,,,,
1,0,501,3,-12.673639,,,,,
1,1,415,18,-4.1454099,,,,,
1,0,417,38,14.364195,,,,,
1,0,415,34,11.375534,,,,,
1,0,417,18,2.8586449,,,,,
1,0,501,2,-10.091769,,,,,
1,0,501,3,-8.2401147,,,,,
1,0,419,8,-7.9397812,,,,,
1,0,415,37,18.968744,,,,,
1,1,409,15,-8.5825768,,,,,
1,1,506,19,2.5811632,,,,,
1,1,503,31,11.904176,,,,,
1,0,406,16,4.5469717,,,,,
1,0,324,16,4.4405149,,,,,
1,1,512,37,16.78638,,,,,
1,0,408,35,16.11709,,,,,
1,1,504,0,-22.730922,,,,,
1,0,502,36,16.957404,,,,,
1,1,502,14,1.3227184,,,,,
1,1,430,0,-23.263206,,,,,
1,1,418,11,0.026027292,,,,,
1,0,406,21,6.4973857,,,,,
1,0,410,16,-3.8410216,,,,,
1,3,408,24,8.5925028,,,,,
1,3,324,24,12.334058,,,,,
1,1,419,36,16.691262,,,,,
1,1,418,38,20.181658,,,,,
1,3,420,29,9.371892,,,,,
1,1,429,30,5.991596,,,,,
1,3,406,42,23.223546,,,,,
1,0,502,44,27.77851,,,,,
1,1,419,36,15.360552,,,,,
1,0,507,10,-10.921157,,,,,
1,0,505,31,10.78638,,,,,
1,0,414,38,21.672053,,,,,
1,1,413,13,4.2616202,,,,,
1,0,410,36,17.276775,,,,,
1,0,402,9,-15.593916,,,,,
1,0,405,38,15.641676,,,,,
1,0,417,35,9.7141143,,,,,
1,0,410,34,9.8319108,,,,,
1,0,327,16,-6.1454099,,,,,
1,0,416,39,13.767343,,,,,
1,0,323,5,-16.080842,,,,,
1,0,418,35,12.109392,,,,,
1,0,410,35,13.828268,,,,,
1,0,408,40,14.927028,,,,,
1,0,402,11,-0.82562715,,,,,
1,0,419,32,9.322306,,,,,
1,0,417,34,14.691262,,,,,
1,0,407,22,2.0525216,,,,,
1,0,329,9,-15.168089,,,,,
1,0,415,38,16.508898,,,,,
1,0,419,16,-7.3696632,,,,,
1,0,327,4,-18.46478,,,,,
1,0,329,2,-20.14541,,,,,
1,0,412,37,14.269078,,,,,
1,0,329,11,-11.46478,,,,,
1,0,408,43,17.767343,,,,,
1,0,401,13,-9.9970644,,,,,
1,0,405,4,-18.837379,,,,,
1,1,418,0,-14.821985,,,,,
1,0,328,14,0.84366278,,,,,
1,0,512,0,-23.47612,,,,,
1,0,416,37,17.10575,,,,,
1,0,420,33,14.596145,,,,,
1,0,511,8,-15.848719,,,,,
1,0,429,35,20.93878,,,,,
1,0,416,31,10.839608,,,,,
1,0,509,10,-0.28200347,,,,,
1,0,419,34,14.531577,,,,,
1,0,410,31,9.7750399,,,,,
1,0,417,18,0.075200903,,,,,
1,0,415,38,18.744491,,,,,
1,0,509,0,-24.168089,,,,,
1,0,413,42,22.638034,,,,,
1,0,325,4,-16.479762,,,,,
1,0,415,29,14.071558,,,,,
1,0,411,43,21.919158,,,,,
1,0,410,35,10.19317,,,,,
1,0,325,18,-3.6663543,,,,,
1,0,327,4,-19.901947,,,,,
1,0,323,0,-10.335232,,,,,
1,0,419,36,16.797719,,,,,
1,0,417,1,-8.8029478,,,,,
1,0,504,0,-24.647145,,,,,
1,0,416,34,15.223546,,,,,
1,0,403,0,-20.388873,,,,,
