DATA TO COMPARE STRUTTING FREQUENCY AND DATE,,,,,,,,,
,,,,,,,,,
MALARIA,,,,,,,,,
0= NOT INFECTED,,,,,,,,,
1= INFECTED,,,,,,,,,
3= UNKNOWN,,,,,,,,,
,,,,,,,,,
MALARIA,DATE,/5 MIN,RESIDS,,,,,,
---------,---------,---------,---------,,REGRESSION WITH DATA,,,NON-INFECT, 
1,428,9,-15.381003,,,,,,
1,429,12,-4.9511208,,,,,,
1,424,5,-7.6240532,,,,,,
1,413,15,-8.0502928,,,,,,
1,416,37,17.371892,,,,,,
1,428,3,-13.525294,,,,,,
1,327,14,-8.8373792,,,,,,
1,424,38,20.660713,,,,,,
1,409,38,16.014275,,,,,,
1,425,0,-12.251454,,,,,,
1,423,11,0.82445333,,,,,,
1,513,27,11.113447,,,,,,
1,407,40,21.862287,,,,,,
1,411,19,3.736621,,,,,,
1,410,1,-8.5368058,,,,,,
1,423,9,-2.1868863,,,,,,
1,422,1,-8.430349,,,,,,
1,427,27,11.645731,,,,,,
1,403,0,-15.833324,,,,,,
1,417,25,2.4819913,,,,,,
1,502,3,-7.2820035,,,,,,
1,423,0,-12.783738,,,,,,
1,412,10,-2.5863918,,,,,,
1,418,29,18.292169,,,,,,
1,415,47,28.862287,,,,,,
1,414,40,21.596145,,,,,,
1,409,37,17.691262,,,,,,
1,413,30,8.2271889,,,,,,
1,507,25,10.816756,,,,,,
1,502,11,-1.5175964,,,,,,
1,401,21,3.7295087,,,,,,
1,430,10,-0.17554667,,,,,,
1,505,19,7.7066569,,,,,,
1,430,39,22.421478,,,,,,
1,506,34,18.592503,,,,,,
1,426,30,13.512368,,,,,,
1,414,24,8.6989597,,,,,,
1,502,36,18.075201,,,,,,
1,409,38,17.557899,,,,,,
1,512,0,-20.601786,,,,,,
1,512,19,6.26949,,,,,,
1,506,7,-5.73051,,,,,,
1,417,20,4.1134472,,,,,,
1,502,9,-13.784151,,,,,,
1,328,19,-3.2895281,,,,,,
1,415,7,-4.3465715,,,,,,
1,506,12,-7.095824,,,,,,
1,422,24,4.090183,,,,,,
1,502,26,11.284472,,,,,,
1,413,23,7.1134472,,,,,,
1,415,20,2.4477997,,,,,,
1,419,21,-3.1148608,,,,,,
1,425,18,-2.7459044,,,,,,
1,502,0,-8.6851514,,,,,,
1,422,18,-0.79202056,,,,,,
1,507,36,22.242583,,,,,,
1,423,11,0.1857125,,,,,,
1,418,0,-8.8448366,,,,,,
1,410,24,13.771225,,,,,,
1,428,6,-17.422892,,,,,,
1,414,31,14.527935,,,,,,
1,414,24,8.486046,,,,,,
1,411,29,9.2122068,,,,,,
1,412,28,5.4819913,,,,,,
1,412,22,-0.99706438,,,,,,
1,422,0,-11.453028,,,,,,
1,426,5,-11.472065,,,,,,
1,416,25,9.1666756,,,,,,
1,407,36,17.43646,,,,,,
1,507,7,-14.346984,,,,,,
1,513,8,-3.9853124,,,,,,
1,416,30,13.474706,,,,,,
1,415,34,16.410138,,,,,,
1,501,0,-12.198226,,,,,,
1,429,39,18.451442,,,,,,
1,410,36,14.828268,,,,,,
1,513,38,17.78638,,,,,,
1,403,0,-10.867516,,,,,,
1,429,0,-12.73051,,,,,,
1,415,22,-2.4342312,,,,,,
1,419,33,7.3415155,,,,,,
1,413,17,-5.1454099,,,,,,
1,416,22,8.3490401,,,,,,
1,401,0,-12.73051,,,,,,
1,415,15,-9.1148608,,,,,,
1,415,33,9.5771084,,,,,,
1,415,28,4.5771084,,,,,,
1,414,33,8.4060835,,,,,,
1,416,28,7.4514422,,,,,,
1,429,44,22.759473,,,,,,
1,513,22,-2.4342312,,,,,,
1,429,29,7.3868741,,,,,,
1,403,6,-5.2933431,,,,,,
1,401,22,-0.14540993,,,,,,
1,404,23,8.0715585,,,,,,
1,504,7,-17.647145,,,,,,
1,417,2,-8.3884603,,,,,,
1,412,11,-8.4151944,,,,,,
1,419,12,3.3148486,,,,,,
1,417,30,12.729509,,,,,,
1,416,34,18.965102,,,,,,
1,417,28,4.4174232,,,,,,
1,513,0,-21.453441,,,,,,
1,416,17,-6.7954904,,,,,,
1,405,0,-22.46478,,,,,,
1,417,25,8.5279348,,,,,,
1,418,33,10.748133,,,,,,
1,501,0,-12.73051,,,,,,
1,420,27,9.6230519,,,,,,
1,428,26,6.4251204,,,,,,
1,501,1,-10.240115,,,,,,
1,503,5,-14.947478,,,,,,
1,412,29,16.892664,,,,,,
1,423,25,9.486046,,,,,,
1,505,20,-3.3696632,,,,,,
1,426,25,5.4251204,,,,,,
1,411,6,-5.2401147,,,,,,
1,410,21,10.132484,,,,,,
1,502,2,-9.7191703,,,,,,
1,418,21,11.197052,,,,,,
1,415,22,10.121144,,,,,,
1,505,35,14.307324,,,,,,
1,513,23,2.7863796,,,,,,
1,507,20,5.5506141,,,,,,
1,427,12,0.75988528,,,,,,
1,418,8,-0.9512934,,,,,,
1,412,0,-8.2593242,,,,,,
1,410,28,13.816756,,,,,,
1,422,19,-0.37753299,,,,,,
1,425,14,-7.3469839,,,,,,
1,512,15,-9.3810028,,,,,,
1,507,37,18.063861,,,,,,
1,426,15,0.6038425,,,,,,
1,415,36,11.565769,,,,,,
1,414,0,-16.951121,,,,,,
1,413,25,2.6416765,,,,,,
1,416,0,-9.696491,,,,,,
1,428,10,-0.49491708,,,,,,
1,419,0,-14.928442,,,,,,
1,405,10,-14.540688,,,,,,
1,409,13,-5.3350593,,,,,,
1,414,30,11.170318,,,,,,
1,426,16,-0.95112083,,,,,,
1,512,19,-5.7003733,,,,,,
1,425,4,-10.555843,,,,,,
1,512,1,-22.316435,,,,,,
1,424,35,20.779095,,,,,,
1,428,35,16.063861,,,,,,
1,428,7,-17.647145,,,,,,
1,512,0,-23.316435,,,,,,
1,425,43,24.489688,,,,,,
1,321,11,-10.932496,,,,,,
1,515,0,-12.624053,,,,,,
1,415,38,18.371892,,,,,,
1,416,32,14.021973,,,,,,
1,505,0,-11.612714,,,,,,
1,410,29,12.352683,,,,,,
1,405,38,18.957404,,,,,,
1,410,26,8.3413429,,,,,,
1,408,30,11.862287,,,,,,
1,423,32,14.76717,,,,,,
1,508,0,-13.316022,,,,,,
1,418,40,21.809059,,,,,,
1,414,31,12.010633,,,,,,
1,501,0,-22.943836,,,,,,
1,506,0,-20.016274,,,,,,
1,509,0,-23.103521,,,,,,
1,507,2,-20.092182,,,,,,
1,430,0,-10.122318,,,,,,
1,412,31,13.181658,,,,,,
1,430,8,-14.571237,,,,,,
1,513,0,-12.996652,,,,,,
1,422,32,16.805416,,,,,,
1,418,4,-6.4949171,,,,,,
1,415,26,9.9914234,,,,,,
1,413,29,13.060219,,,,,,
1,405,26,5.573466,,,,,,
1,506,0,-13.582164,,,,,,
1,422,19,1.1816577,,,,,,
1,403,8,0.37941667,,,,,,
1,430,0,-20.175959,,,,,,
1,430,0,-22.46478,,,,,,
1,503,4,-17.559898,,,,,,
1,426,0,-12.943424,,,,,,
1,503,0,-22.784151,,,,,,
1,416,13,-2.2478119,,,,,,
1,507,10,-11.879268,,,,,,
1,513,0,-12.464368,,,,,,
1,323,5,-18.742262,,,,,,
1,430,0,-21.985725,,,,,,
1,506,0,-11.612714,,,,,,
1,515,3,-9.6240532,,,,,,
1,409,16,2.9345526,,,,,,
1,413,28,10.128429,,,,,,
1,510,26,9.5811632,,,,,,
1,508,2,-11.635393,,,,,,
1,506,11,-9.426534,,,,,,
1,424,14,-5.4151944,,,,,,
1,430,0,-21.719583,,,,,,
1,412,39,19.957404,,,,,,
1,513,26,14.759885,,,,,,
1,411,19,6.6953172,,,,,,
1,422,29,9.5315772,,,,,,
1,503,0,-22.305095,,,,,,
3,418,25,11.082898,,,,,,
3,506,1,-10.240115,,,,,,
3,330,20,6.5242924,,,,,,
3,502,22,7.5506141,,,,,,
3,507,29,10.649374,,,,,,
3,323,27,14.642089,,,,,,
3,325,13,-9.9970644,,,,,,
3,502,8,-1.696491,,,,,,
3,416,33,16.672053,,,,,,
3,423,6,-6.464368,,,,,,
3,408,24,8.5925028,,,,,,
3,324,24,12.334058,,,,,,
3,413,23,6.8849666,,,,,,
3,506,28,7.4670092,,,,,,
3,427,0,-20.921157,,,,,,
3,418,29,9.5848056,,,,,,
3,330,12,0.28082965,,,,,,
3,328,16,-0.15269479,,,,,,
3,325,9,-4.3692508,,,,,,
3,416,29,14.3377,,,,,,
3,415,2,-8.3884603,,,,,,
3,412,13,4.634219,,,,,,
3,430,30,18.227601,,,,,,
3,513,36,19.581163,,,,,,
3,407,39,20.489688,,,,,,
3,427,20,4.6457312,,,,,,
3,415,31,12.809059,,,,,,
3,405,0,-8.4722378,,,,,,
3,410,0,-12.958991,,,,,,
3,506,13,3.6228794,,,,,,
3,328,6,-15.187299,,,,,,
3,416,8,-6.0767871,,,,,,
3,330,29,12.847305,,,,,,
3,323,12,-0.94342361,,,,,,
3,404,15,6.5277622,,,,,,
3,405,35,18.884967,,,,,,
3,422,21,2.6493737,,,,,,
3,428,5,-3.9512934,,,,,,
3,424,5,-4.2706638,,,,,,
3,425,2,-20.997064,,,,,,
3,423,13,1.7598853,,,,,,
3,413,34,15.063861,,,,,,
3,407,0,-9.4835774,,,,,,
3,513,16,-0.15269479,,,,,,
3,405,0,-8.1528674,,,,,,
3,407,24,13.93091,,,,,,
3,411,14,5.368077,,,,,,
3,412,26,9.0865406,,,,,,
3,418,22,10.91957,,,,,,
3,428,2,-9.8788556,,,,,,
3,503,0,-12.783738,,,,,,
3,325,21,-0.82603951,,,,,,
3,323,11,-0.87885556,,,,,,
3,422,21,1.3186636,,,,,,
3,427,0,-12.464368,,,,,,
3,507,33,13.531577,,,,,,
3,502,6,-3.0577502,,,,,,
3,406,42,23.223546,,,,,,
3,507,39,18.999293,,,,,,
3,404,39,21.4478,,,,,,
3,325,6,-7.1031088,,,,,,
3,423,20,7.7485456,,,,,,
3,325,5,-8.9547633,,,,,,
3,420,29,9.371892,,,,,,
3,428,16,-0.15269479,,,,,,
3,424,0,-11.08043,,,,,,
3,424,0,-11.3998,,,,,,
3,429,21,5.470479,,,,,,
3,423,32,14.76717,,,,,,
3,423,3,-7.8142875,,,,,,
3,508,0,-11.293343,,,,,,
3,506,0,-9.3771206,,,,,,
3,428,0,-10.548145,,,,,,
3,419,38,20.288115,,,,,,
3,330,13,-0.049880417,,,,,,
3,420,11,0.98413854,,,,,,
3,406,21,11.729336,,,,,,
3,406,15,0.86998451,,,,,,
3,321,4,-16.548558,,,,,,
3,408,37,18.43646,,,,,,
3,409,6,-7.5977315,,,,,,
3,420,0,-10.015861,,,,,,
3,408,20,2.1284293,,,,,,
3,324,10,-2.996652,,,,,,
3,323,6,-15.080842,,,,,,
3,408,30,11.862287,,,,,,
3,412,21,10.824453,,,,,,
3,426,2,-9.6127135,,,,,,
3,408,29,10.11709,,,,,,
3,502,0,-10.335232,,,,,,
3,415,22,3.8622873,,,,,,
3,408,29,11.607485,,,,,,
3,411,22,3.3300033,,,,,,
3,408,37,18.542917,,,,,,
3,406,5,-3.7383798,,,,,,
3,321,15,-6.4002123,,,,,,
3,427,16,1.0183301,,,,,,
3,403,21,3.1284293,,,,,,
3,416,1,-9.1223183,,,,,,
3,322,34,20.630749,,,,,,
3,401,34,22.637861,,,,,,
3,418,31,12.010633,,,,,,
3,401,37,15.668583,,,,,,
3,427,25,10.763528,,,,,,
3,322,14,-2.0994664,,,,,,
3,321,8,-12.601786,,,,,,
3,502,39,18.946065,,,,,,
3,413,33,14.063861,,,,,,
3,415,32,14.713942,,,,,,
3,430,6,-17.316435,,,,,,
3,515,30,11.063861,,,,,,
3,515,19,1.8736269,,,,,,
3,420,32,12.42512,,,,,,
3,413,19,7.6002001,,,,,,
3,422,25,15.835793,,,,,,
3,328,32,10.45567,,,,,,
3,321,0,-20.229187,,,,,,
3,425,0,-22.46478,,,,,,
3,503,0,-11.612714,,,,,,
3,417,0,-9.5368058,,,,,,
3,404,28,10.128429,,,,,,
3,422,35,18.192997,,,,,,
3,415,41,24.033312,,,,,,
3,412,18,3.2312437,,,,,,
3,415,37,18.170318,,,,,,
3,505,0,-22.677694,,,,,,
3,328,0,-20.708243,,,,,,
3,410,24,8.470479,,,,,,
3,424,7,-3.0158615,,,,,,
3,405,21,8.4136082,,,,,,
3,415,37,19.554257,,,,,,
3,418,12,0.067916042,,,,,,
3,407,0,-10.548145,,,,,,
3,412,20,6.987781,,,,,,
3,414,32,12.797719,,,,,,
3,422,21,1.356325,,,,,,
3,409,33,14.330003,,,,,,
3,411,15,6.634219,,,,,,
3,409,27,17.303509,,,,,,
3,407,17,4.5732934,,,,,,
3,423,10,-6.4188368,,,,,,
3,422,30,12.128429,,,,,,
3,423,10,-2.0385408,,,,,,
3,416,29,10.542917,,,,,,
3,423,30,13.831738,,,,,,
3,414,12,1.1324841,,,,,,
3,419,32,14.76717,,,,,,
3,427,0,-20.921157,,,,,,
3,423,1,-9.1223183,,,,,,
3,418,2,-7.5368058,,,,,,
3,422,16,-0.20592319,,,,,,
3,502,27,15.067916,,,,,,
3,410,30,11.596145,,,,,,
3,425,0,-21.293755,,,,,,
3,415,16,4.067916,,,,,,
3,409,43,24.330003,,,,,,
3,330,6,-7.0498804,,,,,,
3,502,9,-2.4530283,,,,,,
3,507,16,7.1551634,,,,,,
3,513,0,-12.038541,,,,,,
3,507,1,-9.3352319,,,,,,
3,418,29,12.900534,,,,,,
