"regression of strut rate vs. distance to hens, time from sunrise",,,,,,,,,,,,,,,,,,,
"year = 1989, no malaria vs. malaria, males of unknown malarial status not included",,,,,,,,,,,,,,,,,,,
page down to see breeder vs. non-breeder file and lice vs. no lice,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,struts/,time,dist,,,predicted,,,,,,,,strut,,resids,,,
malaria,five min,sunrise,to hens,year,breed,values,resids,,,,,,,squared,strut,squared,resids,,
---------,---------,---------,---------,---------,---------,---------,---------,,,,,,,--------,--------,--------,--------,,
3,25,0.05,3,89,0,11.858966,13.141034,,625,25,172.68676,13.141034,,,,,,,
1,10,0.02,0,89,0,21.647761,-11.647761,,100,10,135.67034,-11.647761,,,,,,,
0,0,0.01,3,89,0,12.756378,-12.756378,,0,0,162.72518,-12.756378,,,,,,,
3,21,0.03,1,89,0,18.458203,2.5417971,,441,21,6.4607324,2.5417971,,,,,,,
0,11,0.01,3,89,0,12.637852,-1.6378519,,121,11,2.6825588,-1.6378519,,,,,,,
0,30,0.00,3,89,0,12.976498,17.023502,,900,30,289.79963,17.023502,,,,,,,
0,3,0.02,3,89,0,12.587055,-9.587055,,9,3,91.911624,-9.587055,,,,,,,
0,14,0.00,3,89,0,12.925701,1.0742992,,196,14,1.1541187,1.0742992,,,,,,,
0,13,0.02,3,89,0,12.603987,0.39601271,,169,13,0.15682607,0.39601271,,,,,,,
0,27,0.02,0,89,0,21.78322,5.2167804,,729,27,27.214798,5.2167804,,,,,,,
0,18,0.00,1,89,0,19.10163,-1.10163,,324,18,1.2135887,-1.10163,,,,,,,
0,18,0.04,1,89,0,18.170354,-0.17035396,,324,18,0.029020471,-0.17035396,,,,,,,
0,8,0.02,3,89,0,12.468529,-4.468529,,64,8,19.967751,-4.468529,,,,,,,
3,15,0.03,2,89,0,15.353306,-0.35330604,,225,15,0.12482516,-0.35330604,,,,,,,
3,29,0.03,1,89,0,18.305812,10.694188,,841,29,114.36565,10.694188,,,,,,,
0,4,0.00,0,89,0,22.138798,-18.138798,,16,4,329.01598,-18.138798,,,,,,,
0,28,0.00,1,89,0,19.050833,8.9491669,,784,28,80.087588,8.9491669,,,,,,,
0,5,0.02,0,89,0,21.613897,-16.613897,,25,5,276.02156,-16.613897,,,,,,,
3,32,-0.02,1,89,0,19.626531,12.373469,,1024,32,153.10273,12.373469,,,,,,,
0,0,0.01,3,89,0,12.756378,-12.756378,,0,0,162.72518,-12.756378,,,,,,,
0,0,-0.01,3,89,0,13.145821,-13.145821,,0,0,172.8126,-13.145821,,,,,,,
0,0,0.02,0,89,0,21.664694,-21.664694,,0,0,469.35895,-21.664694,,,,,,,
0,17,0.03,3,89,0,12.248409,4.7515908,,289,17,22.577615,4.7515908,,,,,,,
0,4,0.03,3,89,0,12.214545,-8.2145446,,16,4,67.478743,-8.2145446,,,,,,,
0,32,0.00,1,89,0,19.033901,12.966099,,1024,32,168.11973,12.966099,,,,,,,
0,1,0.02,3,89,0,12.519326,-11.519326,,1,1,132.69487,-11.519326,,,,,,,
0,20,0.03,2,89,0,15.404103,4.5958971,,400,20,21.12227,4.5958971,,,,,,,
0,3,0.04,3,89,0,12.129883,-9.1298831,,9,3,83.354766,-9.1298831,,,,,,,
0,22,0.00,2,89,0,15.979801,6.0201992,,484,22,36.242798,6.0201992,,,,,,,
0,0,-0.01,3,89,0,13.349008,-13.349008,,0,0,178.19602,-13.349008,,,,,,,
0,0,0.02,3,89,0,12.519326,-12.519326,,0,0,156.73352,-12.519326,,,,,,,
0,15,0.00,2,89,0,15.979801,-0.97980083,,225,15,0.96000967,-0.97980083,,,,,,,
0,0,0.01,3,89,0,12.637852,-12.637852,,0,0,159.7153,-12.637852,,,,,,,
0,14,0.00,3,89,0,12.99343,1.00657,,196,14,1.0131832,1.00657,,,,,,,
1,11,0.02,0,89,0,21.664694,-10.664694,,121,11,113.73569,-10.664694,,,,,,,
0,2,0.02,3,89,0,12.570123,-10.570123,,4,2,111.72749,-10.570123,,,,,,,
0,33,0.01,0,89,0,21.901746,11.098254,,1089,33,123.17125,11.098254,,,,,,,
0,0,0.00,2,89,0,16.098327,-16.098327,,0,0,259.15613,-16.098327,,,,,,,
0,21,0.00,1,89,0,19.067765,1.9322346,,441,21,3.7335305,1.9322346,,,,,,,
0,25,0.02,2,89,0,15.67502,9.3249804,,625,25,86.95526,9.3249804,,,,,,,
0,0,0.01,0,89,0,21.850949,-21.850949,,0,0,477.46396,-21.850949,,,,,,,
0,0,0.02,3,89,0,12.603987,-12.603987,,0,0,158.8605,-12.603987,,,,,,,
0,26,0.02,1,89,0,18.627526,7.3724742,,676,26,54.353375,7.3724742,,,,,,,
0,6,0.00,2,89,0,15.996733,-9.9967331,,36,6,99.934673,-9.9967331,,,,,,,
0,4,0.01,0,89,0,21.986407,-17.986407,,16,4,323.51084,-17.986407,,,,,,,
1,5,0.00,0,89,0,22.240391,-17.240391,,25,5,297.2311,-17.240391,,,,,,,
0,5,0.01,0,89,0,21.834016,-16.834016,,25,5,283.38411,-16.834016,,,,,,,
0,17,0.01,0,89,0,21.986407,-4.9864071,,289,17,24.864256,-4.9864071,,,,,,,
0,32,0.03,1,89,0,18.492068,13.507933,,1024,32,182.46424,13.507933,,,,,,,
0,19,0.02,3,89,0,12.502394,6.4976065,,361,19,42.21889,6.4976065,,,,,,,
0,18,0.00,0,89,0,22.054136,-4.0541362,,324,18,16.436021,-4.0541362,,,,,,,
0,8,-0.01,0,89,0,22.409714,-14.409714,,64,8,207.63987,-14.409714,,,,,,,
0,3,0.02,3,89,0,12.62092,-9.6209196,,9,3,92.562094,-9.6209196,,,,,,,
0,30,0.00,2,89,0,16.132191,13.867809,,900,30,192.31611,13.867809,,,,,,,
0,6,-0.01,0,89,0,22.392782,-16.392782,,36,6,268.7233,-16.392782,,,,,,,
0,3,0.01,0,89,0,21.817084,-18.817084,,9,3,354.08266,-18.817084,,,,,,,
0,19,-0.01,2,89,0,16.182988,2.8170117,,361,19,7.9355547,2.8170117,,,,,,,
3,22,0.02,1,89,0,18.542864,3.4571356,,484,22,11.951787,3.4571356,,,,,,,
0,0,0.03,2,89,0,15.23478,-15.23478,,0,0,232.09852,-15.23478,,,,,,,
0,12,0.00,0,89,0,22.071069,-10.071069,,144,12,101.42642,-10.071069,,,,,,,
1,0,0.03,3,89,0,12.163748,-12.163748,,0,0,147.95676,-12.163748,,,,,,,
1,0,0.05,0,89,0,21.055131,-21.055131,,0,0,443.31854,-21.055131,,,,,,,
0,0,0.01,3,89,0,12.790242,-12.790242,,0,0,163.5903,-12.790242,,,,,,,
1,39,0.01,1,89,0,18.830713,20.169287,,1521,39,406.80012,20.169287,,,,,,,
1,40,0.02,1,89,0,18.559797,21.440203,,1600,40,459.68232,21.440203,,,,,,,
0,26,0.02,0,89,0,21.647761,4.3522387,,676,26,18.941982,4.3522387,,,,,,,
0,27,0.01,2,89,0,15.708884,11.291116,,729,27,127.4893,11.291116,,,,,,,
0,16,0.04,3,89,0,12.062154,3.937846,,256,16,15.506631,3.937846,,,,,,,
1,8,0.07,3,89,0,11.36793,-3.36793,,64,8,11.342952,-3.36793,,,,,,,
1,30,0.02,1,89,0,18.542864,11.457136,,900,30,131.26596,11.457136,,,,,,,
1,19,0.01,3,89,0,12.857972,6.1420283,,361,19,37.724512,6.1420283,,,,,,,
0,11,0.02,3,89,0,12.519326,-1.5193258,,121,11,2.308351,-1.5193258,,,,,,,
0,17,0.00,0,89,0,22.15573,-5.15573,,289,17,26.581552,-5.15573,,,,,,,
1,0,0.01,0,89,0,21.986407,-21.986407,,0,0,483.4021,-21.986407,,,,,,,
1,38,0.00,1,89,0,19.016969,18.983031,,1444,38,360.35548,18.983031,,,,,,,
0,35,0.01,1,89,0,18.966172,16.033828,,1225,35,257.08365,16.033828,,,,,,,
0,0,0.00,3,89,0,13.027295,-13.027295,,0,0,169.7104,-13.027295,,,,,,,
0,14,0.04,2,89,0,15.099322,-1.0993217,,196,14,1.2085081,-1.0993217,,,,,,,
0,6,0.03,1,89,0,18.255015,-12.255015,,36,6,150.1854,-12.255015,,,,,,,
0,17,0.03,3,89,0,12.248409,4.7515908,,289,17,22.577615,4.7515908,,,,,,,
1,32,0.03,1,89,0,18.492068,13.507933,,1024,32,182.46424,13.507933,,,,,,,
0,35,0.01,0,89,0,21.800152,13.199848,,1225,35,174.23599,13.199848,,,,,,,
0,28,0.01,1,89,0,18.949239,9.0507606,,784,28,81.916268,9.0507606,,,,,,,
1,31,0.01,1,89,0,18.813781,12.186219,,961,31,148.50393,12.186219,,,,,,,
3,0,0.04,3,89,0,12.129883,-12.129883,,0,0,147.13406,-12.129883,,,,,,,
3,37,0.02,1,89,0,18.678323,18.321677,,1369,37,335.68386,18.321677,,,,,,,
1,0,0.00,3,89,0,13.061159,-13.061159,,0,0,170.59388,-13.061159,,,,,,,
3,0,0.01,3,89,0,12.637852,-12.637852,,0,0,159.7153,-12.637852,,,,,,,
0,6,0.02,2,89,0,15.522629,-9.522629,,36,6,90.680462,-9.522629,,,,,,,
0,14,0.05,2,89,0,14.79454,-0.79454042,,196,14,0.63129447,-0.79454042,,,,,,,
0,24,0.02,1,89,0,18.644458,5.3555419,,576,24,28.681829,5.3555419,,,,,,,
0,5,0.00,3,89,0,12.925701,-7.9257008,,25,5,62.816734,-7.9257008,,,,,,,
0,17,0.03,3,89,0,12.383867,4.6161325,,289,17,21.308679,4.6161325,,,,,,,
0,11,0.00,3,89,0,12.874904,-1.874904,,121,11,3.5152649,-1.874904,,,,,,,
0,21,0.00,3,89,0,12.874904,8.125096,,441,21,66.017186,8.125096,,,,,,,
0,19,-0.01,3,89,0,13.179685,5.8203148,,361,19,33.876064,5.8203148,,,,,,,
0,0,0.05,3,89,0,11.842034,-11.842034,,0,0,140.23377,-11.842034,,,,,,,
1,26,0.03,1,89,0,18.390474,7.6095263,,676,26,57.90489,7.6095263,,,,,,,
0,6,0.01,3,89,0,12.671716,-6.6717165,,36,6,44.511801,-6.6717165,,,,,,,
0,12,0.03,3,89,0,12.214545,-0.21454458,,144,12,0.046029378,-0.21454458,,,,,,,
3,21,0.03,3,89,0,12.18068,8.81932,,441,21,77.780405,8.81932,,,,,,,
3,0,0.01,0,89,0,21.901746,-21.901746,,0,0,479.68646,-21.901746,,,,,,,
3,29,0.00,2,89,0,15.979801,13.020199,,841,29,169.52559,13.020199,,,,,,,
3,33,0.01,1,89,0,18.796849,14.203151,,1089,33,201.72951,14.203151,,,,,,,
0,7,0.01,1,89,0,18.898443,-11.898442,,49,7,141.57293,-11.898442,,,,,,,
3,32,0.00,1,89,0,19.000036,12.999964,,1024,32,168.99906,12.999964,,,,,,,
0,3,0.02,3,89,0,12.519326,-9.5193258,,9,3,90.617564,-9.5193258,,,,,,,
1,19,0.02,3,89,0,12.536258,6.4637419,,361,19,41.779959,6.4637419,,,,,,,
1,10,0.03,3,89,0,12.18068,-2.18068,,100,10,4.7553653,-2.18068,,,,,,,
3,19,0.02,3,89,0,12.570123,6.4298773,,361,19,41.343322,6.4298773,,,,,,,
3,34,0.06,2,89,0,14.472827,19.527173,,1156,34,381.31049,19.527173,,,,,,,
1,7,0.00,3,89,0,12.99343,-5.99343,,49,7,35.921203,-5.99343,,,,,,,
0,35,0.02,1,89,0,18.559797,16.440203,,1225,35,270.28029,16.440203,,,,,,,
0,1,0.02,3,89,0,12.434664,-11.434664,,1,1,130.75155,-11.434664,,,,,,,
0,11,0.03,3,89,0,12.299206,-1.299206,,121,11,1.6879363,-1.299206,,,,,,,
1,26,-0.01,1,89,0,19.270953,6.7290471,,676,26,45.280075,6.7290471,,,,,,,
3,4,0.04,0,89,0,21.224454,-17.224454,,16,4,296.68181,-17.224454,,,,,,,
3,8,0.04,0,89,0,21.241386,-13.241386,,64,8,175.33431,-13.241386,,,,,,,
0,4,0.01,3,89,0,12.705581,-8.705581,,16,4,75.787141,-8.705581,,,,,,,
3,27,0.01,3,89,0,12.739446,14.260554,,729,27,203.36341,14.260554,,,,,,,
1,30,0.04,1,89,0,18.017963,11.982037,,900,30,143.5692,11.982037,,,,,,,
1,9,0.01,0,89,0,21.93561,-12.93561,,81,9,167.33001,-12.93561,,,,,,,
1,28,0.03,1,89,0,18.458203,9.5417971,,784,28,91.045892,9.5417971,,,,,,,
1,5,0.00,1,89,0,19.118562,-14.118562,,25,5,199.3338,-14.118562,,,,,,,
1,19,-0.03,1,89,0,19.863583,-0.86358313,,361,19,0.74577581,-0.86358313,,,,,,,
3,30,0.01,1,89,0,18.796849,11.203151,,900,30,125.5106,11.203151,,,,,,,
1,38,0.01,1,89,0,18.830713,19.169287,,1444,38,367.46155,19.169287,,,,,,,
1,11,0.00,3,89,0,12.925701,-1.9257008,,121,11,3.7083237,-1.9257008,,,,,,,
0,0,0.00,3,89,0,12.925701,-12.925701,,0,0,167.07374,-12.925701,,,,,,,
1,19,0.00,3,89,0,12.99343,6.00657,,361,19,36.078883,6.00657,,,,,,,
1,2,0.02,0,89,0,21.71549,-19.71549,,4,2,388.70056,-19.71549,,,,,,,
0,6,0.00,3,89,0,12.99343,-6.99343,,36,6,48.908063,-6.99343,,,,,,,
3,22,0.02,1,89,0,18.712187,3.2878127,,484,22,10.809712,3.2878127,,,,,,,
0,29,0.02,3,89,0,12.434664,16.565336,,841,29,274.41034,16.565336,,,,,,,
0,26,0.01,1,89,0,18.88151,7.1184898,,676,26,50.672897,7.1184898,,,,,,,
3,14,0.00,2,89,0,15.979801,-1.9798008,,196,14,3.9196113,-1.9798008,,,,,,,
1,21,-0.01,2,89,0,16.352311,4.6476888,,441,21,21.601011,4.6476888,,,,,,,
0,18,0.00,1,89,0,19.152427,-1.1524269,,324,18,1.3280877,-1.1524269,,,,,,,
0,0,0.02,3,89,0,12.519326,-12.519326,,0,0,156.73352,-12.519326,,,,,,,
0,0,0.05,3,89,0,11.689644,-11.689644,,0,0,136.64777,-11.689644,,,,,,,
0,0,0.02,3,89,0,12.587055,-12.587055,,0,0,158.43395,-12.587055,,,,,,,
0,1,0.00,3,89,0,12.891836,-11.891836,,1,1,141.41577,-11.891836,,,,,,,
3,21,0.05,3,89,0,11.892831,9.107169,,441,21,82.940526,9.107169,,,,,,,
3,39,0.00,1,89,0,19.152427,19.847573,,1521,39,393.92616,19.847573,,,,,,,
3,0,0.04,0,89,0,21.12286,-21.12286,,0,0,446.17522,-21.12286,,,,,,,
3,20,0.03,1,89,0,18.458203,1.5417971,,400,20,2.3771382,1.5417971,,,,,,,
0,2,0.01,0,89,0,21.901746,-19.901746,,4,2,396.07948,-19.901746,,,,,,,
0,0,0.03,3,89,0,12.282274,-12.282274,,0,0,150.85425,-12.282274,,,,,,,
0,4,0.03,3,89,0,12.163748,-8.1637477,,16,4,66.646777,-8.1637477,,,,,,,
3,34,-0.01,3,89,0,13.196618,20.803383,,1156,34,432.78072,20.803383,,,,,,,
3,31,0.01,1,89,0,18.813781,12.186219,,961,31,148.50393,12.186219,,,,,,,
3,5,0.05,3,89,0,11.723508,-6.7235081,,25,5,45.205562,-6.7235081,,,,,,,
3,6,0.04,2,89,0,15.183983,-9.1839831,,36,6,84.345546,-9.1839831,,,,,,,
1,0,0.00,0,89,0,22.037204,-22.037204,,0,0,485.63836,-22.037204,,,,,,,
1,0,0.01,3,89,0,12.637852,-12.637852,,0,0,159.7153,-12.637852,,,,,,,
0,0,0.00,3,89,0,12.925701,-12.925701,,0,0,167.07374,-12.925701,,,,,,,
0,0,0.00,3,89,0,12.891836,-12.891836,,0,0,166.19944,-12.891836,,,,,,,
1,24,0.05,0,89,0,21.021266,2.9787335,,576,24,8.8728535,2.9787335,,,,,,,
0,6,0.03,0,89,0,21.34298,-15.34298,,36,6,235.40704,-15.34298,,,,,,,
1,12,0.01,1,89,0,18.847646,-6.8476456,,144,12,46.890251,-6.8476456,,,,,,,
0,24,0.02,3,89,0,12.468529,11.531471,,576,24,132.97482,11.531471,,,,,,,
1,36,0.03,1,89,0,18.475135,17.524865,,1296,36,307.12089,17.524865,,,,,,,
3,11,0.04,3,89,0,12.129883,-1.1298831,,121,11,1.2766359,-1.1298831,,,,,,,
3,16,0.02,2,89,0,15.624223,0.37577729,,256,16,0.14120857,0.37577729,,,,,,,
0,8,0.01,3,89,0,12.637852,-4.6378519,,64,8,21.50967,-4.6378519,,,,,,,
3,25,0.03,2,89,0,15.387171,9.6128294,,625,25,92.406489,9.6128294,,,,,,,
1,34,0.01,2,89,0,15.759681,18.240319,,1156,34,332.70924,18.240319,,,,,,,
3,29,0.01,1,89,0,18.779916,10.220084,,841,29,104.45011,10.220084,,,,,,,
1,24,0.01,2,89,0,15.725816,8.2741835,,576,24,68.462113,8.2741835,,,,,,,
1,39,0.00,2,89,0,16.132191,22.867809,,1521,39,522.93667,22.867809,,,,,,,
3,6,0.03,0,89,0,21.393777,-15.393777,,36,6,236.96837,-15.393777,,,,,,,
3,1,0.03,3,89,0,12.163748,-11.163748,,1,1,124.62926,-11.163748,,,,,,,
3,15,0.03,0,89,0,21.495371,-6.4953706,,225,15,42.18984,-6.4953706,,,,,,,
3,2,0.01,3,89,0,12.637852,-10.637852,,4,2,113.16389,-10.637852,,,,,,,
,,,,,,,,sums,77285,3125,28473.076,-241.75953,,,,,,,
,,,,,,,,squares,,9765625,,58447.668,,,,,,,
,,,,,,,,averages,207,15.096618,,-1.1679204,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,35,0.01,1,89,1,18.779916,16.220084,,1225,35,263.09111,16.220084,,,,,,,
0,0,0.04,3,89,1,12.129883,-12.129883,,0,0,147.13406,-12.129883,,,,,,,
1,15,0.00,1,89,1,19.084698,-4.0846977,,225,15,16.684755,-4.0846977,,,,,,,
0,7,0.03,3,89,1,12.146815,-5.1468154,,49,7,26.489709,-5.1468154,,,,,,,
0,37,0.01,1,89,1,18.762984,18.237016,,1369,37,332.58875,18.237016,,,,,,,
0,44,0.05,1,89,1,17.933302,26.066698,,1936,44,679.47275,26.066698,,,,,,,
0,34,0.03,1,89,1,18.475135,15.524865,,1156,34,241.02143,15.524865,,,,,,,
1,28,0.03,3,89,1,12.265341,15.734659,,784,28,247.57948,15.734659,,,,,,,
1,0,0.00,0,89,1,22.088001,-22.088001,,0,0,487.87978,-22.088001,,,,,,,
1,40,-0.01,1,89,1,19.338682,20.661318,,1600,40,426.89006,20.661318,,,,,,,
1,28,0.01,1,89,1,18.830713,9.1692867,,784,28,84.075818,9.1692867,,,,,,,
1,18,-0.01,0,89,1,22.511308,-4.5113081,,324,18,20.351901,-4.5113081,,,,,,,
1,26,0.02,1,89,1,18.525932,7.4740679,,676,26,55.861691,7.4740679,,,,,,,
0,33,0.05,1,89,1,17.984099,15.015901,,1089,33,225.47729,15.015901,,,,,,,
0,43,0.01,1,89,1,18.847646,24.152354,,1849,43,583.33622,24.152354,,,,,,,
1,27,0.04,1,89,1,18.187286,8.8127138,,729,27,77.663924,8.8127138,,,,,,,
1,0,0.01,0,89,1,21.918678,-21.918678,,0,0,480.42844,-21.918678,,,,,,,
0,14,0.01,1,89,1,18.864578,-4.8645779,,196,14,23.664118,-4.8645779,,,,,,,
0,13,0.01,3,89,1,12.637852,0.36214812,,169,13,0.13115126,0.36214812,,,,,,,
0,0,0.02,3,89,1,12.55319,-12.55319,,0,0,157.58259,-12.55319,,,,,,,
0,0,-0.01,3,89,1,13.145821,-13.145821,,0,0,172.8126,-13.145821,,,,,,,
0,24,0.02,0,89,1,21.580032,2.4199679,,576,24,5.8562447,2.4199679,,,,,,,
3,29,0.00,1,89,1,19.016969,9.9830315,,841,29,99.660917,9.9830315,,,,,,,
0,0,0.00,3,89,1,12.874904,-12.874904,,0,0,165.76315,-12.874904,,,,,,,
1,26,0.03,1,89,1,18.492068,7.5079325,,676,26,56.36905,7.5079325,,,,,,,
1,1,0.02,0,89,1,21.732423,-20.732423,,1,1,429.83335,-20.732423,,,,,,,
1,14,0.00,3,89,1,12.976498,1.0235023,,196,14,1.0475569,1.0235023,,,,,,,
0,48,0.01,1,89,1,18.88151,29.11849,,2304,48,847.88645,29.11849,,,,,,,
3,42,0.01,1,89,1,18.746052,23.253948,,1764,42,540.7461,23.253948,,,,,,,
0,21,0.00,1,89,1,19.016969,1.9830315,,441,21,3.9324138,1.9830315,,,,,,,
0,23,0.03,3,89,1,12.18068,10.81932,,529,23,117.05769,10.81932,,,,,,,
0,17,0.07,3,89,1,11.198607,5.8013929,,289,17,33.65616,5.8013929,,,,,,,
0,31,0.05,1,89,1,17.797844,13.202156,,961,31,174.29694,13.202156,,,,,,,
0,8,0.00,0,89,1,22.054136,-14.054136,,64,8,197.51875,-14.054136,,,,,,,
0,5,0.00,0,89,1,22.071069,-17.071069,,25,5,291.42138,-17.071069,,,,,,,
0,16,0.02,3,89,1,12.62092,3.3790804,,256,16,11.418184,3.3790804,,,,,,,
1,36,-0.01,1,89,1,19.32175,16.67825,,1296,36,278.16403,16.67825,,,,,,,
3,24,0.01,2,89,1,15.759681,8.240319,,576,24,67.902857,8.240319,,,,,,,
3,24,0.01,3,89,1,12.654784,11.345216,,576,24,128.71392,11.345216,,,,,,,
0,10,0.03,0,89,1,21.34298,-11.34298,,100,10,128.6632,-11.34298,,,,,,,
1,37,0.00,1,89,1,19.203224,17.796776,,1369,37,316.72524,17.796776,,,,,,,
1,19,0.00,2,89,1,16.081395,2.9186054,,361,19,8.5182576,2.9186054,,,,,,,
0,16,0.02,3,89,1,12.587055,3.412945,,256,16,11.648194,3.412945,,,,,,,
0,1,0.04,2,89,1,15.01466,-14.01466,,1,1,196.4107,-14.01466,,,,,,,
0,31,0.00,1,89,1,19.203224,11.796776,,961,31,139.16393,11.796776,,,,,,,
0,36,0.01,1,89,1,18.830713,17.169287,,1296,36,294.7844,17.169287,,,,,,,
1,0,0.02,3,89,1,12.417732,-12.417732,,0,0,154.20007,-12.417732,,,,,,,
1,0,0.06,2,89,1,14.659082,-14.659082,,0,0,214.88869,-14.659082,,,,,,,
1,34,0.01,1,89,1,18.746052,15.253948,,1156,34,232.68293,15.253948,,,,,,,
0,21,0.02,2,89,1,15.471832,5.5281679,,441,21,30.560641,5.5281679,,,,,,,
1,0,0.00,3,89,1,12.908769,-12.908769,,0,0,166.63631,-12.908769,,,,,,,
1,11,0.02,3,89,1,12.434664,-1.4346644,,121,11,2.0582619,-1.4346644,,,,,,,
1,13,0.05,3,89,1,11.723508,1.2764919,,169,13,1.6294315,1.2764919,,,,,,,
0,12,0.03,0,89,1,21.326048,-9.3260477,,144,12,86.975166,-9.3260477,,,,,,,
1,34,0.00,1,89,1,19.186291,14.813709,,1156,34,219.44596,14.813709,,,,,,,
0,47,0.02,1,89,1,18.72912,28.27088,,2209,47,799.24268,28.27088,,,,,,,
0,43,0.02,1,89,1,18.66139,24.33861,,1849,43,592.36792,24.33861,,,,,,,
0,19,0.00,3,89,1,12.874904,6.125096,,361,19,37.516802,6.125096,,,,,,,
1,31,0.01,1,89,1,18.847646,12.152354,,961,31,147.67972,12.152354,,,,,,,
,,,,,,,,sums,38442,1246,11983.261,241.76096,,,,,,,
,,,,,,,,squares,,1552516,,58448.36,,,,,,,
,,,,,,,,averages,59,21.118644,,4.0976433,,,,,,,
,,,,,,,,,,,,,,,,,,,
-------,-------,-------,-------,-------,-------,-------,-------,-------,-------,-------,-------,-------,-------,-------,-------,-------,-------,-------,
-------,-------,-------,-------,-------,-------,-------,-------,-------,-------,-------,-------,-------,-------,-------,-------,-------,-------,-------,
"regression of strut rate vs. distance to hens, time from sunrise",,,,,,,,,,,,,,,,,,,
year = 1989,,,,,,,,,,,,,,,,,,,
lice vs. no lice,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,struts,time,distance,,predicted,,,,struts,,resids,,,,,,,,
lice,5 min,sunrise,hens,year,struts,resids,,,squared,struts,squared,resids,,,,,,,
---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,,,,,,,
0,25.545455,0.00,1.7272727,89,18.854269,6.6911854,,,652.57025,25.545455,44.771962,6.6911854,,,Regression Output:,,,,
0,16.125,-0.01,2,89,17.277722,-1.1527216,,,260.01562,16.125,1.3287672,-1.1527216,,Constant,,,30.647339,, 
0,14,-0.03,1,89,24.544078,-10.544078,,,196,14,111.17757,-10.544078,,Std Err of Y Est,,,7.2122192,, 
0,8.5,-0.01,3,89,10.366509,-1.8665087,,,72.25,8.5,3.4838549,-1.8665087,,R Squared,,,0.33756176,, 
0,12.333333,-0.01,2,89,17.221491,-4.8881573,,,152.11111,12.333333,23.894082,-4.8881573,,No. of Observations,,,51,, 
0,28.666667,-0.02,1,89,24.378344,4.2883225,,,821.77778,28.666667,18.38971,4.2883225,,Degrees of Freedom,,,48,, 
0,25.307692,-0.01,1.6923077,89,19.268338,6.0393542,,,640.47929,25.307692,36.473799,6.0393542,,,,,,,
0,26.2,0.00,1.2,89,22.46753,3.7324697,,,686.44,26.2,13.93133,3.7324697,,X Coefficient(s),,-25.570321,-6.8668223,, 
0,1.5,0.00,2,89,16.966971,-15.466971,,,2.25,1.5,239.22721,-15.466971,,Std Err of Coef.,,92.581992,1.3980461,,
0,36,-0.03,1,89,24.508563,11.491437,,,1296,36,132.05312,11.491437,,,,,,, 
0,27,0.00,1,89,23.839711,3.1602895,,,729,27,9.9874297,3.1602895,,,,,,,
0,20,0.01,1.5,89,20.09851,-0.098509861,,,400,20,0.009704193,-0.098509861,,,,,,,
0,17.142857,0.00,2.2857143,89,15.025317,2.1175404,,,293.87755,17.142857,4.4839772,2.1175404,,,,,,,
0,17.5,-0.02,3,89,10.526323,6.9736769,,,306.25,17.5,48.632169,6.9736769,,,,,,, 
0,24,-0.02,1,89,24.206692,-0.20669167,,,576,24,0.042721445,-0.20669167,,,,,,,
0,19.2,-0.01,1.6,89,19.81314,-0.61313951,,,368.64,19.2,0.37594006,-0.61313951,,,,,,,
0,25,-0.01,2.5,89,13.799919,11.200081,,,625,25,125.44182,11.200081,,,,,,,
0,8.4,-0.01,3,89,10.274172,-1.8741716,,,70.56,8.4,3.512519,-1.8741716,,,,,,,
0,2.3333333,-0.02,3,89,10.626947,-8.2936137,,,5.4444444,2.3333333,68.784027,-8.2936137,,,,,,,
0,10.75,0.00,2.5,89,13.538001,-2.7880007,,,115.5625,10.75,7.7729482,-2.7880007,,,,,,,
0,7,0.00,3,89,10.011366,-3.0113657,,,49,7,9.0683233,-3.0113657,,,,,,,
0,30.5,-0.01,1.3333333,89,21.639556,8.8604437,,,930.25,30.5,78.507463,8.8604437,,,,,,,
0,20.5,0.01,1.5,89,20.134024,0.36597583,,,420.25,20.5,0.13393831,0.36597583,,,,,,, 
0,15,0.00,1.8,89,18.407813,-3.4078126,,,225,15,11.613187,-3.4078126,,,,,,, 
0,26,0.02,1,89,23.372105,2.6278945,,,676,26,6.9058296,2.6278945,,,,,,,
0,2,-0.03,2,89,17.552958,-15.552957,,,4,2,241.89449,-15.552957,,,,,,,
0,8,-0.01,3,89,10.384266,-2.3842659,,,64,8,5.6847239,-2.3842659,,,,,,,
0,13.333333,0.00,2.3333333,89,14.535974,-1.2026409,,,177.77778,13.333333,1.4463451,-1.2026409,,,,,,,
0,13,-0.01,3,89,10.384266,2.6157341,,,169,13,6.8420649,2.6157341,,,,,,,
0,27,-0.03,3,89,10.934738,16.065262,,,729,27,258.09265,16.065262,,,,,,, 
0,21.75,0.00,1.75,89,18.710312,3.0396878,,,473.0625,21.75,9.239702,3.0396878,,,,,,,
0,19,0.00,1,89,23.816034,-4.8160343,,,361,19,23.194186,-4.8160343,,,,,,,
0,9.1428571,-0.01,2.5714286,89,13.134397,-3.9915397,,,83.591837,9.1428571,15.932389,-3.9915397,,,,,,, 
