,,,,,,,,,,,,,,,,,,,, strut Time,strut time ,Tag Colours,Tag Colours,num of Struts,Distance to Hens category,distance to hens comments,Fights,copulation Tag Colours,copulation,copulation time,num copulations,OTHER FIGHTS AND COMMENTS
binder pdf page number,Date,Arrival TIme,Sunrise time,Lek,Observer,Trapping Activity,Wind mph,Cloud Cover percent,Snowing status,Raining status,Temp F,Other weather conditions,LEK Ground Condition,predator disturbance Type ,predator disturbance Time,observation Time ,num Males observed,num Females observed,observations or marks,Start,End,Left ,Right,,,,,Left,Right,,,
,,,,,,,,,,,,,,,,,,,,6:08,6:13,R,R,0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,6:17,6:21,W,,4,,,,,,,,
,,,,,,,,,,,,,,,,,,,,6:17,6:21,R,R,4,,,,,,,,
,,,,,,,,,,,,,,,,,,,,6:52,,B,B,0,0,no hens,feeding,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,
68,13-05-1988,5:00,6:10,MUD SPRINGS,Johnson,,0 to 5,clear,No,No,,"Bird have been flushed prior to arrival, just coming back on still at 5:45. ",Clear,,,5:47,22,1,North,5:37,5:42,W,B916,22,0,no hens ,no clear (?),unmarked,,,1,Copulation - either W/B or R/Y. W443 has a big cut on the back of his head. 
,,,,,,,,,,,,,,,,5:58,30,0,East,5:37,5:42,R,Y,22,0,no hens ,(?) - w/ each other,,,,,
,,,,,,,,,,,,,,,,,,,,,5:49,G,B,0,,,feeding,,,,,
,,,,,,,,,,,,,,,,,,,,5:49,,W,B,38,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,5:49,,R,Y,35,1,,fight w/ UM male - R/Y won,,,,,
,,,,,,,,,,,,,,,,,,,,5:49,,W,Y,23,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,6:11,6:16,R,R,6,,,fight w/ UM male - tie,,,,,
,,,,,,,,,,,,,,,,,,,,6:17,,W443,,2,,,fight w/ UM male - the other male walked off,,,,,
,,,,,,,,,,,,,,,,,,,,6:33,6:38,B955,W640,0,,,tie standoff - with G/R,,,,,
,,,,,,,,,,,,,,,,,,,,6:33,6:38,G1076,R,1,,,tie standoff - with B/W,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,
