"left_tag_code","left_tag_colour","left_tag_number","right_tag_code","right_tag_colour","right_tag_number","year","month","day","lek_name","age","struts_5_min","time_strut","sunrise","time_to_sunrise","dist_to_hens","breed","malaria","lice"
"G301","green","301","G302","green","302","1988",3,"29","north","adult","2","0.243055556","0.246527778","0.003472222","0","no",NA,NA
"G301","green","301","G302","green","302","1988",4,"03","north","adult","7","0.304861111","0.282638889","-0.022222222","3","no",NA,NA
"G301","green","301","G302","green","302","1988",4,"03","north","adult","5","0.291666667","0.282638889","-0.009027778","3","no",NA,NA
"G301","green","301","G302","green","302","1988",3,"25","north","adult","14","0.245833333","0.251388889","0.005555556","1","no",NA,NA
"G301","green","301","G302","green","302","1988",3,"23","north","adult","12","0.285416667","0.252777778","-0.032638889","0","no",NA,NA
"G303","green","303","O5","orange","5","1988",4,"15","long_lake","adult","2","0.310416667","0.272222222","-0.038194444","0","no","NA","NA"
"G303","green","303","O5","orange","5","1988",4,"01","long_lake","adult","10","0.254861111","0.245833333","-0.009027778","0","no","NA","NA"
"G303","green","303","O5","orange","5","1988",4,"15","long_lake","adult","3","0.30625","0.272222222","-0.034027778","0","no","NA","NA"
"G303","green","303","O5","orange","5","1988",4,"04","long_lake","adult","13","0.28125","0.282638889","0.001388889","1","no","NA","NA"
"G303","green","303","O5","orange","5","1988",5,"04","long_lake","adult","11","0.2625","0.249305556","-0.013194444","1","no","NA","NA"
"G303","green","303","O5","orange","5","1988",4,"03","long_lake","adult","11","0.306944444","0.282638889","-0.024305556","3","no","NA","NA"
"G303","green","303","O5","orange","5","1988",3,"29","long_lake","adult","4","0.266666667","0.246527778","-0.020138889","0","no","NA","NA"
"G303","green","303","O5","orange","5","1988",4,"06","long_lake","adult","4","0.282638889","0.28125","-0.001388889","3","no","NA","NA"
"G303","green","303","O5","orange","5","1988",4,"01","long_lake","adult","13","0.273611111","0.245833333","-0.027777778","1","no","NA","NA"
"G303","green","303","O5","orange","5","1988",4,"13","long_lake","adult","36","0.284027778","0.274305556","-0.009722222","1","no","NA","NA"
"G303","green","303","O5","orange","5","1988",4,"03","long_lake","adult","11","0.289583333","0.282638889","-0.006944444","3","no","NA","NA"
"G321","green","321","W421","white","421","1988",4,"04","long_lake","adult","0","0.316666667","0.282638889","-0.034027778","3","no","NA","NA"
"G321","green","321","W421","white","421","1988",3,"29","long_lake","adult","7","0.261111111","0.246527778","-0.014583333","4","no","NA","NA"
"G321","green","321","W421","white","421","1988",3,"26","long_lake","adult","14","0.259722222","0.25","-0.009722222","0","no","NA","NA"
"G321","green","321","W421","white","421","1988",4,"04","long_lake","adult","2","0.293055556","0.282638889","-0.010416667","3","no","NA","NA"
"G321","green","321","W421","white","421","1988",4,"01","long_lake","adult","2","0.266666667","0.245833333","-0.020833333","3","no","NA","NA"
"G333","green","333","G361","green","361","1988",4,"14","mule_creek","adult","30","0.286805556","0.272916667","-0.013888889","2","no","yes","no"
"G333","green","333","G361","green","361","1988",4,"15","mule_creek","adult","36","0.259722222","0.272222222","0.0125","1","no","yes","no"
"G333","green","333","G361","green","361","1988",4,"14","mule_creek","adult","0","0.264583333","0.272916667","0.008333333","3","no","yes","no"
"G333","green","333","G361","green","361","1988",4,"25","mule_creek","adult","4","0.278472222","0.258333333","-0.020138889","3","no","yes","no"
"G333","green","333","G361","green","361","1988",4,"15","mule_creek","adult","33","0.272916667","0.272222222","-0.000694444","2","no","yes","no"
"G334","green","334","W475","white","475","1988",4,"11","cordingly","adult","27","0.270833333","0.275","0.004166667","3","no","no","yes"
"G371","green","371","B277","blue","277","1988",4,"14","windmill_dam","adult","6","0.276388889","0.272916667","-0.003472222","3","no","no","no"
"G371","green","371","B277","blue","277","1988",4,"14","windmill_dam","adult","13","0.2625","0.272916667","0.010416667","2","no","no","no"
"G375","green","375","B281","blue","281","1988",4,"05","long_lake","adult","5","0.26875","0.281944444","0.013194444","3","no","no","yes"
"G375","green","375","B281","blue","281","1988",4,"10","long_lake","adult","0","0.292361111","0.275","-0.017361111","1","no","no","yes"
"G375","green","375","B281","blue","281","1988",4,"04","long_lake","adult","11","0.316666667","0.282638889","-0.034027778","3","no","no","yes"
"G375","green","375","B281","blue","281","1988",4,"04","long_lake","adult","6","0.293055556","0.282638889","-0.010416667","3","no","no","yes"
"G375","green","375","B281","blue","281","1988",4,"03","long_lake","adult","19","0.289583333","0.282638889","-0.006944444","3","no","no","yes"
"G375","green","375","B281","blue","281","1988",4,"05","long_lake","adult","9","0.283333333","0.281944444","-0.001388889","3","no","no","yes"
"G375","green","375","B281","blue","281","1988",4,"03","long_lake","adult","7","0.319444444","0.282638889","-0.036805556","3","no","no","yes"
"G375","green","375","B281","blue","281","1988",4,"10","long_lake","adult","10","0.273611111","0.275","0.001388889","1","no","no","yes"
"G375","green","375","B281","blue","281","1988",4,"03","long_lake","adult","10","0.306944444","0.282638889","-0.024305556","3","no","no","yes"
"G378","green","378","Y","yellow",NA,"1988",5,"10","long_lake","adult","10","0.256944444","0.247222222","-0.009722222","3","no","no","no"
"G379","green","379",NA,NA,NA,"1988",4,"18","long_lake",NA,"0","0.261805556","0.26875","0.006944444","3","no",NA,NA
"G389","green","389","R183","red","183","1988",4,"20","long_lake","adult","10","0.277777778","0.266666667","-0.011111111","1","yes","NA","NA"
"G389","green","389","R183","red","183","1988",4,"26","long_lake","adult","35","0.285416667","0.256944444","-0.028472222","1","no","NA","NA"
"G389","green","389","R183","red","183","1988",5,"05","long_lake","adult","16","0.282638889","0.25","-0.032638889","3","no","NA","NA"
"G389","green","389","R183","red","183","1988",4,"04","long_lake","adult","8","0.274305556","0.282638889","0.008333333","3","yes","NA","NA"
"G389","green","389","R183","red","183","1988",3,"29","long_lake","adult","0",NA,"0.246527778","0.246527778",NA,"yes","NA","NA"
"G389","green","389","R183","red","183","1988",4,"09","long_lake","adult","8","0.28125","0.276388889","-0.004861111","0","yes","NA","NA"
"G390","green","390","W482","white","482","1988",4,"10","north","adult","36","0.261111111","0.275","0.013888889","1","no","yes","yes"
"G390","green","390","W482","white","482","1988",4,"05","north","adult","10","0.270833333","0.281944444","0.011111111","0","no","yes","yes"
"G390","green","390","W482","white","482","1988",4,"05","north","adult","0","0.297916667","0.281944444","-0.015972222","0","no","yes","yes"
"G390","green","390","W482","white","482","1988",4,"13","north","adult","17","0.291666667","0.274305556","-0.017361111","0","no","yes","yes"
"G390","green","390","W482","white","482","1988",4,"03","north","adult","6","0.304861111","0.282638889","-0.022222222","3","no","yes","yes"
"G390","green","390","W482","white","482","1988",4,"03","north","adult","0","0.310416667","0.282638889","-0.027777778","3","no","yes","yes"
"G390","green","390","W482","white","482","1988",4,"01","north","adult","22","0.265277778","0.245833333","-0.019444444","0","no","yes","yes"
"o",NA,NA,"y",NA,NA,"1988",5,"12","sybille_springs",NA,"20","0.260416667","0.245833333","-0.014583333","1","yes",NA,NA
"o",NA,NA,"y",NA,NA,"1988",4,"16","sybille_springs",NA,"37","0.270833333","0.270833333","0","1","no",NA,NA
"o",NA,NA,"y",NA,NA,"1988",4,"24","sybille_springs",NA,"38","0.291666667","0.260416667","-0.03125","1","no",NA,NA
"O44","orange","44","O48","orange","48","1988",4,"16","north","adult","41","0.29375","0.270833333","-0.022916667","1","no","no","yes"
"O44","orange","44","O48","orange","48","1988",4,"13","north","adult","37","0.293055556","0.274305556","-0.01875","1","no","no","yes"
"O44","orange","44","O48","orange","48","1988",4,"10","north","adult","15","0.297222222","0.275","-0.022222222","3","no","no","yes"
"O44","orange","44","O48","orange","48","1988",4,"15","north","adult","40","0.271527778","0.272222222","0.000694444","1","yes","no","yes"
"O44","orange","44","O48","orange","48","1988",4,"17","north","adult","45","0.277777778","0.269444444","-0.008333333","1","yes","no","yes"
"O66","orange","66","P556",NA,"556","1988",4,"11","cordingly","adult","31","0.267361111","0.275","0.007638889","2","no","no","yes"
"O66","orange","66","P556",NA,"556","1988",4,"16","cordingly","adult","32","0.290972222","0.270833333","-0.020138889","1","yes","no","yes"
"O66","orange","66","P556",NA,"556","1988",4,"15","cordingly","adult","36","0.259027778","0.272222222","0.013194444","1","no","no","yes"
"O66","orange","66","P556",NA,"556","1988",4,"15","cordingly","adult","32","0.270833333","0.272222222","0.001388889","1","no","no","yes"
"O66","orange","66","P556",NA,"556","1988",4,"14","cordingly","adult","20","0.26875","0.272916667","0.004166667","1","no","no","yes"
"O66","orange","66","P556",NA,"556","1988",4,"16","cordingly","adult","31","0.252777778","0.270833333","0.018055556","1","no","no","yes"
"O73","orange","73","G387","green","387","1988",5,"05","long_lake","adult","26","0.274305556","0.25","-0.024305556","1","no","yes","no"
"O73","orange","73","G387","green","387","1988",4,"26","long_lake","adult","16","0.247222222","0.256944444","0.009722222","3","no","yes","no"
"O73","orange","73","G387","green","387","1988",5,"10","long_lake","adult","5","0.274305556","0.247222222","-0.027083333","1","no","yes","no"
"O73","orange","73","G387","green","387","1988",5,"05","long_lake","adult","14","0.270833333","0.25","-0.020833333","1","no","yes","no"
"O732","orange","732","G1030","green","1030","1988",4,"20","sybille_springs","adult","42","0.277777778","0.266666667","-0.011111111","1","no","no","yes"
"O83","orange","83","R182","red","182","1988",4,"03","long_lake","adult","6","0.295138889","0.282638889","-0.0125","3","yes","NA","NA"
"O83","orange","83","R182","red","182","1988",4,"04","long_lake","adult","18","0.26875","0.282638889","0.013888889","3","no","NA","NA"
"O83","orange","83","R182","red","182","1988",4,"06","long_lake","adult","19","0.284027778","0.28125","-0.002777778","3","no","NA","NA"
"O83","orange","83","R182","red","182","1988",5,"04","long_lake","adult","23","0.274305556","0.249305556","-0.025","3","no","NA","NA"
"O83","orange","83","R182","red","182","1988",5,"04","long_lake","adult","31","0.282638889","0.249305556","-0.033333333","2","no","NA","NA"
"O83","orange","83","R182","red","182","1988",4,"03","long_lake","adult","0","0.319444444","0.282638889","-0.036805556","3","no","NA","NA"
"O9","orange","9","W462","white","462","1988",4,"15","north","adult","38","0.276388889","0.272222222","-0.004166667","1","yes","no","no"
"O9","orange","9","W462","white","462","1988",4,"17","north","adult","18","0.289583333","0.269444444","-0.020138889","1","no","no","no"
"O9","orange","9","W462","white","462","1988",4,"10","north","adult","16","0.278472222","0.275","-0.003472222","1","no","no","no"
"O9","orange","9","W462","white","462","1988",4,"13","north","adult","42","0.28125","0.274305556","-0.006944444","1","no","no","no"
"O9","orange","9","W462","white","462","1988",4,"10","north","adult","31","0.260416667","0.275","0.014583333","1","no","no","no"
"O9","orange","9","W462","white","462","1988",4,"16","north","adult","37","0.265972222","0.270833333","0.004861111","1","yes","no","no"
"O92","orange","92","P565",NA,"565","1988",4,"24","long_lake","adult","35","0.243055556","0.260416667","0.017361111","0","no","NA","NA"
"O92","orange","92","P565",NA,"565","1988",4,"04","long_lake","adult","23","0.300694444","0.282638889","-0.018055556","3","no","NA","NA"
"O99","orange","99","W483","white","483","1988",4,"24","sybille_springs","adult","36","0.298611111","0.260416667","-0.038194444","1","no","NA","NA"
"O99","orange","99","W483","white","483","1988",4,"14","sybille_springs","adult","29","0.305555556","0.272916667","-0.032638889","1","no","NA","NA"
"O99","orange","99","W483","white","483","1988",4,"15","sybille_springs","adult","22","0.295138889","0.272222222","-0.022916667","3","no","NA","NA"
"O99","orange","99","W483","white","483","1988",4,"20","sybille_springs","adult","42","0.273611111","0.266666667","-0.006944444","1","no","NA","NA"
"O99","orange","99","W483","white","483","1988",4,"15","sybille_springs","adult","31","0.28125","0.272222222","-0.009027778","1","no","NA","NA"
"O99","orange","99","W483","white","483","1988",5,"13","sybille_springs","adult","31","0.261805556","0.245833333","-0.015972222","1","no","NA","NA"
"r",NA,NA,"b",NA,NA,"1988",4,"16","cordingly",NA,"25","0.275","0.270833333","-0.004166667","3","no",NA,NA
"r",NA,NA,"b",NA,NA,"1988",4,"14","cordingly",NA,"23","0.278472222","0.272916667","-0.005555556","3","no",NA,NA
"R102","red","102","R101","red","101","1988",3,"27","north","adult","16","0.24375","0.248611111","0.004861111","0","no","no","yes"
"R102","red","102","R101","red","101","1988",3,"25","north","adult","13","0.261805556","0.251388889","-0.010416667","2","no","no","yes"
"R102","red","102","R101","red","101","1988",4,"05","north","adult","38","0.263888889","0.281944444","0.018055556","1","no","no","yes"
"R102","red","102","R101","red","101","1988",4,"05","north","adult","8","0.290972222","0.281944444","-0.009027778","0","no","no","yes"
"R102","red","102","R101","red","101","1988",4,"03","north","adult","29","0.2875","0.282638889","-0.004861111","3","no","no","yes"
"R102","red","102","R101","red","101","1988",3,"29","north","adult","11","0.268055556","0.246527778","-0.021527778","0","no","no","yes"
"R102","red","102","R101","red","101","1988",4,"01","north","adult","17","0.257638889","0.245833333","-0.011805556","0","no","no","yes"
"R102","red","102","R101","red","101","1988",3,"25","north","adult","17","0.25","0.251388889","0.001388889","1","no","no","yes"
"R102","red","102","R101","red","101","1988",3,"29","north","adult","0","0.290972222","0.246527778","-0.044444444","0","no","no","yes"
"R102","red","102","R101","red","101","1988",3,"29","north","adult","9","0.256944444","0.246527778","-0.010416667","0","no","no","yes"
"R102","red","102","R101","red","101","1988",4,"03","north","adult","9","0.310416667","0.282638889","-0.027777778","3","no","no","yes"
"R102","red","102","R101","red","101","1988",4,"16","north","adult","38","0.265972222","0.270833333","0.004861111","1","no","no","yes"
"R102","red","102","R101","red","101","1988",4,"17","north","adult","27","0.277777778","0.269444444","-0.008333333","1","no","no","yes"
"R102","red","102","R101","red","101","1988",4,"05","north","adult","7","0.276388889","0.281944444","0.005555556","0","no","no","yes"
"R102","red","102","R101","red","101","1988",4,"02","north","adult","15","0.248611111","0.245138889","-0.003472222","3","no","no","yes"
"R102","red","102","R101","red","101","1988",4,"01","north","adult","11","0.283333333","0.245833333","-0.0375","0","no","no","yes"
"R102","red","102","R101","red","101","1988",4,"13","north","adult","34","0.276388889","0.274305556","-0.002083333","2","no","no","yes"
"R105","red","105","R106","red","106","1988",4,"01","long_lake","adult","0","0.294444444","0.245833333","-0.048611111","0","no",NA,NA
"R109","red","109","B273","blue","273","1988",3,"29","north","adult","9","0.256944444","0.246527778","-0.010416667","0","yes","NA","NA"
"R109","red","109","B273","blue","273","1988",3,"23","north","adult","0","0.290277778","0.252777778","-0.0375","0","yes","NA","NA"
"R109","red","109","B273","blue","273","1988",4,"01","north","adult","9","0.238888889","0.245833333","0.006944444","0","yes","NA","NA"
"R109","red","109","B273","blue","273","1988",4,"10","north","adult","35","0.261111111","0.275","0.013888889","1","yes","NA","NA"
"R109","red","109","B273","blue","273","1988",4,"02","north","adult","11","0.266666667","0.245138889","-0.021527778","3","yes","NA","NA"
"R109","red","109","B273","blue","273","1988",4,"07","north","adult","22","0.280555556","0.280555556","0","1","yes","NA","NA"
"R109","red","109","B273","blue","273","1988",4,"03","north","adult","31","0.277777778","0.282638889","0.004861111","2","yes","NA","NA"
"R109","red","109","B273","blue","273","1988",4,"03","north","adult","0","0.315972222","0.282638889","-0.033333333","3","yes","NA","NA"
"R109","red","109","B273","blue","273","1988",3,"23","north","adult","5","0.28125","0.252777778","-0.028472222","0","yes","NA","NA"
"R109","red","109","B273","blue","273","1988",4,"02","north","adult","9","0.238888889","0.245138889","0.00625","3","yes","NA","NA"
"R109","red","109","B273","blue","273","1988",3,"28","north","adult","14","0.248611111","0.247222222","-0.001388889","3","yes","NA","NA"
"R109","red","109","B273","blue","273","1988",3,"29","north","adult","2","0.268055556","0.246527778","-0.021527778","0","yes","NA","NA"
"R109","red","109","B273","blue","273","1988",4,"10","north","adult","36","0.293055556","0.275","-0.018055556","1","yes","NA","NA"
"R109","red","109","B273","blue","273","1988",3,"27","north","adult","16","0.25625","0.248611111","-0.007638889","0","yes","NA","NA"
"R109","red","109","B273","blue","273","1988",3,"27","north","adult","4","0.243055556","0.248611111","0.005555556","0","yes","NA","NA"
"R109","red","109","B273","blue","273","1988",4,"05","north","adult","4","0.293055556","0.281944444","-0.011111111","0","yes","NA","NA"
"R109","red","109","B273","blue","273","1988",3,"25","north","adult","18","0.261805556","0.251388889","-0.010416667","1","yes","NA","NA"
"R109","red","109","B273","blue","273","1988",4,"02","north","adult","18","0.277083333","0.245138889","-0.031944444","3","yes","NA","NA"
"R109","red","109","B273","blue","273","1988",3,"27","north","adult","4","0.249305556","0.248611111","-0.000694444","0","yes","NA","NA"
"R109","red","109","B273","blue","273","1988",4,"01","north","adult","13","0.254166667","0.245833333","-0.008333333","0","yes","NA","NA"
"R109","red","109","B273","blue","273","1988",4,"13","north","adult","41","0.276388889","0.274305556","-0.002083333","1","yes","NA","NA"
"R109","red","109","B273","blue","273","1988",4,"10","north","adult","34","0.285416667","0.275","-0.010416667","1","yes","NA","NA"
"R109","red","109","B273","blue","273","1988",3,"29","north","adult","11","0.290972222","0.246527778","-0.044444444","0","yes","NA","NA"
"R109","red","109","B273","blue","273","1988",3,"25","north","adult","4","0.245833333","0.251388889","0.005555556","1","yes","NA","NA"
"R125","red","125","R122","red","122","1988",5,"13","mud_springs","adult","6","0.257638889","0.245833333","-0.011805556","0","no",NA,NA
"R125","red","125","R122","red","122","1988",5,"12","mud_springs","adult","4","0.261805556","0.245833333","-0.015972222","0","no",NA,NA
"R125","red","125","R122","red","122","1988",5,"12","mud_springs","adult","0","0.259027778","0.245833333","-0.013194444","0","no",NA,NA
"R150","red","150","W471","white","471","1988",5,"06","long_lake","juv","23","0.259027778","0.249305556","-0.009722222","0","no",NA,NA
"R182","red","182","O83","orange","83","1988",4,"26","long_lake","adult","5","0.253472222","0.256944444","0.003472222","3","no","NA","NA"
"R190","red","190","R179","red","179","1988",4,"09","south_fetterman","adult","37","0.283333333","0.276388889","-0.006944444","2","no","NA","NA"
"R190","red","190","R179","red","179","1988",4,"09","south_fetterman","adult","38","0.295138889","0.276388889","-0.01875","1","no","NA","NA"
"R190","red","190","R179","red","179","1988",4,"10","south_fetterman","adult","35","0.2875","0.275","-0.0125","1","no","NA","NA"
"R190","red","190","R179","red","179","1988",4,"09","south_fetterman","adult","38","0.315277778","0.276388889","-0.038888889","1","no","NA","NA"
"R851","red","851","R852","red","852","1988",5,"01","viewpoint","adult","2","0.274305556","0.254166667","-0.020138889","3","no","no","yes"
"R851","red","851","R852","red","852","1988",4,"25","viewpoint","adult","5","0.274305556","0.258333333","-0.015972222","4","no","no","yes"
"R851","red","851","R852","red","852","1988",4,"25","viewpoint","adult","18","0.270138889","0.258333333","-0.011805556","4","no","no","yes"
"R853","red","853","G1040","green","1040","1988",4,"21","viewpoint","adult","27","0.277777778","0.265972222","-0.011805556","1","no","no","yes"
"R853","red","853","G1040","green","1040","1988",5,"10","viewpoint","adult","26","0.236111111","0.247222222","0.011111111","1","no","no","yes"
"R853","red","853","G1040","green","1040","1988",4,"24","viewpoint","adult","27","0.269444444","0.260416667","-0.009027778","1","no","no","yes"
"R853","red","853","G1040","green","1040","1988",4,"26","viewpoint","adult","5","0.260416667","0.256944444","-0.003472222","3","no","no","yes"
"R853","red","853","G1040","green","1040","1988",4,"27","viewpoint","adult","0","0.2375","0.25625","0.01875","3","no","no","yes"
"R853","red","853","G1040","green","1040","1988",4,"21","viewpoint","adult","36","0.298611111","0.265972222","-0.032638889","1","no","no","yes"
"R853","red","853","G1040","green","1040","1988",4,"25","viewpoint","adult","2","0.265277778","0.258333333","-0.006944444","4","no","no","yes"
"R853","red","853","G1040","green","1040","1988",5,"01","viewpoint","adult","0","0.274305556","0.254166667","-0.020138889","3","no","no","yes"
"R854","red","854","B961","blue","961","1988",4,"21","viewpoint","adult","34","0.277777778","0.265972222","-0.011805556","0","no","no","yes"
"R854","red","854","B961","blue","961","1988",4,"24","viewpoint","adult","0","0.263888889","0.260416667","-0.003472222","0","no","no","yes"
"R854","red","854","B961","blue","961","1988",5,"10","viewpoint","adult","39","0.236111111","0.247222222","0.011111111","1","no","no","yes"
"R854","red","854","B961","blue","961","1988",4,"26","viewpoint","adult","30","0.26875","0.256944444","-0.011805556","1","yes","no","yes"
"R854","red","854","B961","blue","961","1988",4,"26","viewpoint","adult","23","0.247916667","0.256944444","0.009027778","1","yes","no","yes"
"R854","red","854","B961","blue","961","1988",4,"24","viewpoint","adult","27","0.273611111","0.260416667","-0.013194444","1","no","no","yes"
"R854","red","854","B961","blue","961","1988",4,"27","viewpoint","adult","6","0.252083333","0.25625","0.004166667","1","no","no","yes"
"R854","red","854","B961","blue","961","1988",4,"27","viewpoint","adult","22","0.241666667","0.25625","0.014583333","2","no","no","yes"
"R854","red","854","B961","blue","961","1988",5,"01","viewpoint","adult","10","0.277083333","0.254166667","-0.022916667","3","no","no","yes"
"R854","red","854","B961","blue","961","1988",4,"25","viewpoint","adult","0","0.260416667","0.258333333","-0.002083333","4","no","no","yes"
"R854","red","854","B961","blue","961","1988",4,"21","viewpoint","adult","37","0.298611111","0.265972222","-0.032638889","1","no","no","yes"
"R860","red","860","Y1182","yellow","1182","1988",5,"12","mud_springs","adult","34","0.232638889","0.245833333","0.013194444","0","no","yes","yes"
"R860","red","860","Y1182","yellow","1182","1988",4,"19","mud_springs","adult","43","0.266666667","0.268055556","0.001388889","1","no","yes","yes"
"R860","red","860","Y1182","yellow","1182","1988",5,"05","mud_springs","adult","11","0.251388889","0.25","-0.001388889","0","yes","yes","yes"
"R860","red","860","Y1182","yellow","1182","1988",5,"05","mud_springs","adult","42","0.226388889","0.25","0.023611111","3","yes","yes","yes"
"R860","red","860","Y1182","yellow","1182","1988",5,"13","mud_springs","adult","22","0.234027778","0.245833333","0.011805556","0","no","yes","yes"
"R860","red","860","Y1182","yellow","1182","1988",4,"28","mud_springs","adult","34","0.265277778","0.255555556","-0.009722222","2","no","yes","yes"
"R860","red","860","Y1182","yellow","1182","1988",5,"13","mud_springs","adult","35","0.242361111","0.245833333","0.003472222","1","yes","yes","yes"
"R860","red","860","Y1182","yellow","1182","1988",5,"12","mud_springs","adult","0","0.250694444","0.245833333","-0.004861111","0","yes","yes","yes"
"w",NA,NA,"w",NA,NA,"1988",4,"27","viewpoint",NA,"0","0.264583333","0.25625","-0.008333333","0","no",NA,NA
"W401","white","401","W402","white","402","1988",4,"05","north","adult","25","0.284027778","0.281944444","-0.002083333","1","no",NA,NA
"W401","white","401","W402","white","402","1988",3,"29","north","adult","14","0.261805556","0.246527778","-0.015277778","0","no",NA,NA
"W401","white","401","W402","white","402","1988",3,"25","north","adult","6","0.261805556","0.251388889","-0.010416667","0","no",NA,NA
"W401","white","401","W402","white","402","1988",4,"01","north","adult","13","0.250694444","0.245833333","-0.004861111","0","no",NA,NA
"W401","white","401","W402","white","402","1988",4,"13","north","adult","39","0.286111111","0.274305556","-0.011805556","1","no",NA,NA
"W401","white","401","W402","white","402","1988",3,"25","north","adult","14","0.25","0.251388889","0.001388889","1","no",NA,NA
"W401","white","401","W402","white","402","1988",4,"07","north","adult","32","0.2875","0.280555556","-0.006944444","1","no",NA,NA
"W401","white","401","W402","white","402","1988",4,"03","north","adult","37","0.273611111","0.282638889","0.009027778","1","no",NA,NA
"W401","white","401","W402","white","402","1988",4,"10","north","adult","29","0.254166667","0.275","0.020833333","3","no",NA,NA
"W401","white","401","W402","white","402","1988",3,"29","north","adult","17","0.243055556","0.246527778","0.003472222","0","no",NA,NA
"W401","white","401","W402","white","402","1988",3,"27","north","adult","11","0.259722222","0.248611111","-0.011111111","0","no",NA,NA
"W401","white","401","W402","white","402","1988",4,"02","north","adult","0","0.266666667","0.245138889","-0.021527778","3","no",NA,NA
"W401","white","401","W402","white","402","1988",3,"29","north","adult","2","0.279166667","0.246527778","-0.032638889","0","no",NA,NA
"W401","white","401","W402","white","402","1988",4,"01","north","adult","14","0.275694444","0.245833333","-0.029861111","0","no",NA,NA
"W401","white","401","W402","white","402","1988",4,"03","north","adult","32","0.322222222","0.282638889","-0.039583333","1","no",NA,NA
"W401","white","401","W402","white","402","1988",4,"05","north","adult","27","0.265277778","0.281944444","0.016666667","1","no",NA,NA
"W401","white","401","W402","white","402","1988",4,"02","north","adult","3","0.248611111","0.245138889","-0.003472222","3","no",NA,NA
"W401","white","401","W402","white","402","1988",4,"02","north","adult","21","0.277083333","0.245138889","-0.031944444","3","no",NA,NA
"W401","white","401","W402","white","402","1988",4,"02","north","adult","12","0.238888889","0.245138889","0.00625","3","no",NA,NA
"W409","white","409","W408","white","408","1988",3,"29","long_lake","adult","0","0.256944444","0.246527778","-0.010416667","0","no",NA,NA
"W426","white","426","P543",NA,"543","1988",4,"19","north","adult","12","0.313888889","0.268055556","-0.045833333","3","no","no","no"
"W426","white","426","P543",NA,"543","1988",4,"26","north","adult","22","0.251388889","0.256944444","0.005555556","1","no","no","no"
"W426","white","426","P543",NA,"543","1988",4,"16","north","adult","34","0.282638889","0.270833333","-0.011805556","2","no","no","no"
"W426","white","426","P543",NA,"543","1988",4,"17","north","adult","2","0.294444444","0.269444444","-0.025","0","no","no","no"
"W426","white","426","P543",NA,"543","1988",5,"04","north","adult","7","0.238888889","0.25","0.011111111","0","no","no","no"
"W426","white","426","P543",NA,"543","1988",4,"15","north","adult","7","0.286111111","0.272222222","-0.013888889","0","no","no","no"
"W426","white","426","P543",NA,"543","1988",4,"15","north","adult","37","0.29375","0.272222222","-0.021527778","1","no","no","no"
"W430","white","430","R178","red","178","1988",4,"14","cordingly","adult","4","0.273611111","0.272916667","-0.000694444","0","no","no","yes"
"W430","white","430","R178","red","178","1988",4,"16","cordingly","adult","33","0.260416667","0.270833333","0.010416667","3","no","no","yes"
"W430","white","430","R178","red","178","1988",4,"15","cordingly","adult","17","0.265277778","0.272222222","0.006944444","3","no","no","yes"
"W430","white","430","R178","red","178","1988",4,"16","cordingly","adult","13","0.297222222","0.270833333","-0.026388889","1","no","no","yes"
"W432","white","432","B234","blue","234","1988",4,"15","north","adult","29","0.286111111","0.272222222","-0.013888889","2","no","no","no"
"W432","white","432","B234","blue","234","1988",4,"17","north","adult","1","0.302083333","0.269444444","-0.032638889","0","no","no","no"
"W432","white","432","B234","blue","234","1988",4,"16","north","adult","34","0.271527778","0.270833333","-0.000694444","1","no","no","no"
"W432","white","432","B234","blue","234","1988",4,"19","north","adult","34","0.275694444","0.268055556","-0.007638889","1","yes","no","no"
"W432","white","432","B234","blue","234","1988",4,"19","north","adult","36","0.26875","0.268055556","-0.000694444","1","yes","no","no"
"W432","white","432","B234","blue","234","1988",5,"04","north","adult","0","0.238888889","0.25","0.011111111","0","no","no","no"
"W434","white","434","R167","red","167","1988",4,"10","south_fetterman","adult","22","0.31875","0.275","-0.04375","2","no","no","yes"
"W438","white","438","B238","blue","238","1988",5,"08","long_lake","adult","3","0.254166667","0.248611111","-0.005555556","1","no","no","yes"
"W438","white","438","B248","blue","248","1988",4,"18","long_lake","adult","35","0.289583333","0.26875","-0.020833333","1","no",NA,NA
"W443","white","443","O41","orange","41","1988",5,"13","mud_springs","adult","2","0.261805556","0.245833333","-0.015972222","0","yes","NA","NA"
"W443","white","443","O41","orange","41","1988",5,"05","mud_springs","adult","4","0.261111111","0.25","-0.011111111","0","yes","NA","NA"
"W443","white","443","O41","orange","41","1988",4,"19","mud_springs","adult","30","0.253472222","0.268055556","0.014583333","1","yes","NA","NA"
"W443","white","443","O41","orange","41","1988",5,"12","mud_springs","adult","0","0.259027778","0.245833333","-0.013194444","0","no","NA","NA"
"W443","white","443","O41","orange","41","1988",4,"30","mud_springs","adult","5","0.253472222","0.254861111","0.001388889","1","no","NA","NA"
"W443","white","443","O41","orange","41","1988",5,"12","mud_springs","adult","4","0.261805556","0.245833333","-0.015972222","0","no","NA","NA"
"W469","white","469","O80","orange","80","1988",4,"09","south_fetterman","adult","17","0.295138889","0.276388889","-0.01875","3","no","no","yes"
"W469","white","469","O80","orange","80","1988",4,"09","south_fetterman","adult","31","0.277083333","0.276388889","-0.000694444","1","no","no","yes"
