"left_tag_code","left_tag_colour","left_tag_number","right_tag_code","right_tag_colour","right_tag_number","year","month","day","lek_name","age","struts_5_min","time_strut","sunrise","time_to_sunrise","dist_to_hens","breed","malaria","lice"
"G1587","green","1587","O1325","orange","1325","1989",4,"05","viewpoint","adult","26","0.263194444","0.279166667","0.015972222","1","no","yes","no"
"G1596","green","1596","B1612","blue","1612","1989",4,"18","sybille_springs","adult","0","0.28125","0.269444444","-0.011805556","3","no","no","yes"
"G305","green","305","G304","green","304","1989",4,"16","long_lake","adult","1","0.286805556","0.272222222","-0.014583333","3","no","no","NA"
"G375","green","375","B281","blue","281","1989",3,"22","long_lake","adult","0","0.254861111","0.256944444","0.002083333","0","no","no",NA
"G378","green","378","Y","yellow",NA,"1989",5,"04","long_lake","adult","20","0.280555556","0.249305556","-0.03125","3","no","no","NA"
"o",NA,NA,"g",NA,NA,"1989",3,"31","south_fetterman",NA,"28","0.252083333","0.245833333","-0.00625","1","NA",NA,NA
"O1315","orange","1315","W1448","white","1448","1989",4,"20","viewpoint","adult","5","0.264583333","0.268055556","0.003472222","0","no","no","no"
"O1315","orange","1315","W1448","white","1448","1989",5,"04","viewpoint","adult","30","0.24375","0.249305556","0.005555556","2","no","no","no"
"O1315","orange","1315","W1448","white","1448","1989",5,"16","viewpoint","adult","10","0.234722222","0.243055556","0.008333333","0","no","no","no"
"O1315","orange","1315","W1448","white","1448","1989",5,"07","viewpoint","adult","12","0.242361111","0.247222222","0.004861111","0","no","no","no"
"O1315","orange","1315","W1448","white","1448","1989",5,"07","viewpoint","adult","33","0.25625","0.247222222","-0.009027778","0","no","no","no"
"O1315","orange","1315","W1448","white","1448","1989",4,"20","viewpoint","adult","0","0.271527778","0.268055556","-0.003472222","0","no","no","no"
"O1315","orange","1315","W1448","white","1448","1989",4,"30","viewpoint","adult","5","0.270138889","0.252777778","-0.017361111","0","no","no","no"
"O1315","orange","1315","W1448","white","1448","1989",4,"30","viewpoint","adult","17","0.254861111","0.252777778","-0.002083333","0","no","no","no"
"O1315","orange","1315","W1448","white","1448","1989",5,"07","viewpoint","adult","8","0.235416667","0.247222222","0.011805556","0","no","no","no"
"O1315","orange","1315","W1448","white","1448","1989",4,"20","viewpoint","adult","6","0.284722222","0.268055556","-0.016666667","0","no","no","no"
"O1315","orange","1315","W1448","white","1448","1989",5,"07","viewpoint","adult","10","0.241666667","0.247222222","0.005555556","0","no","no","no"
"O1316","orange","1316","O1324","orange","1324","1989",4,"05","viewpoint","adult","28","0.268055556","0.279166667","0.011111111","1","yes","yes","no"
"O1316","orange","1316","O1324","orange","1324","1989",4,"10","viewpoint","adult","26","0.279861111","0.277083333","-0.002777778","1","yes","yes","no"
"O1316","orange","1316","O1324","orange","1324","1989",4,"10","viewpoint","adult","27","0.292361111","0.277083333","-0.015277778","1","yes","yes","no"
"O1317","orange","1317","W1439","white","1439","1989",5,"04","long_lake","adult","26","0.266666667","0.249305556","-0.017361111","2","no","no","no"
"O1317","orange","1317","W1439","white","1439","1989",4,"16","long_lake","adult","25","0.268055556","0.272222222","0.004166667","2","no","no","no"
"O1317","orange","1317","W1439","white","1439","1989",5,"10","long_lake","adult","21","0.243055556","0.245833333","0.002777778","1","no","no","no"
"O1317","orange","1317","W1439","white","1439","1989",5,"08","long_lake","adult","15","0.248611111","0.246527778","-0.002083333","2","no","no","no"
"O1320","orange","1320","Y1250","yellow","1250","1989",5,"12","sybille_springs","adult","19","0.244444444","0.245138889","0.000694444","3","no","yes","no"
"O1320","orange","1320","Y1250","yellow","1250","1989",4,"30","sybille_springs","adult","10","0.258333333","0.252777778","-0.005555556","3","no","yes","no"
"O1320","orange","1320","Y1250","yellow","1250","1989",5,"03","sybille_springs","adult","5","0.246527778","0.249305556","0.002777778","1","no","yes","no"
"O1320","orange","1320","Y1250","yellow","1250","1989",5,"02","sybille_springs","adult","9","0.256944444","0.25","-0.006944444","3","no","yes","no"
"O1356","orange","1356","O1358","orange","1358","1989",5,"02","sybille_springs","juv","31","0.275694444","0.25","-0.025694444","3","no","no",NA
"O1356","orange","1356","O1358","orange","1358","1989",5,"04","sybille_springs","juv","3","0.267361111","0.249305556","-0.018055556","0","no","no",NA
"O1356","orange","1356","O1358","orange","1358","1989",5,"03","sybille_springs","juv","0","0.28125","0.249305556","-0.031944444","3","no","no",NA
"O1356","orange","1356","O1358","orange","1358","1989",5,"06","sybille_springs","juv","8","0.259027778","0.247916667","-0.011111111","3","no","no",NA
"O1359","orange","1359","B1619","blue","1619","1989",4,"22","sybille_springs","adult","18","0.254861111","0.263888889","0.009027778","3","no","no","yes"
"O1361","orange","1361","B1672","blue","1672","1989",5,"07","viewpoint","adult","10","0.266666667","0.247222222","-0.019444444","0","no","no",NA
"O1361","orange","1361","B1672","blue","1672","1989",5,"07","viewpoint","adult","7","0.273611111","0.247222222","-0.026388889","0","no","no",NA
"O44","orange","44","O48","orange","48","1989",5,"04","north","adult","0","0.261111111","0.249305556","-0.011805556","0","no","no",NA
"O66","orange","66","P556",NA,"556","1989",4,"07","cordingly","adult","33","0.288194444","0.278472222","-0.009722222","2","no","no","NA"
"O66","orange","66","P556",NA,"556","1989",4,"07","cordingly","adult","0","0.265972222","0.278472222","0.0125","0","no","no","NA"
"O66","orange","66","P556",NA,"556","1989",4,"07","cordingly","adult","24","0.277083333","0.278472222","0.001388889","0","no","no","NA"
"O738","orange","738","R848","red","848","1989",5,"04","long_lake","adult","2","0.274305556","0.249305556","-0.025","2","no","no","no"
"O74","orange","74","O75","orange","75","1989",5,"04","long_lake","adult","15","0.29375","0.249305556","-0.044444444","3","no","no","NA"
"O790","orange","790","B944","blue","944","1989",4,"06","north","juv","24","0.277777778","0.278472222","0.000694444","3","no","no",NA
"O790","orange","790","B944","blue","944","1989",5,"07","north","juv","2","0.26875","0.247222222","-0.021527778","0","no","no",NA
"O790","orange","790","B944","blue","944","1989",4,"08","north","juv","26","0.2875","0.277777778","-0.009722222","1","no","no",NA
"O9","orange","9","W462","white","462","1989",4,"06","north","adult","42","0.270833333","0.278472222","0.007638889","1","yes",NA,"NA"
"O9","orange","9","W462","white","462","1989",3,"24","north","adult","24","0.274305556","0.25","-0.024305556","0","yes",NA,"NA"
"O9","orange","9","W462","white","462","1989",4,"20","north","adult","29","0.254861111","0.268055556","0.013194444","1","yes",NA,"NA"
"O9","orange","9","W462","white","462","1989",4,"08","north","adult","24","0.267361111","0.277777778","0.010416667","1","yes",NA,"NA"
"r",NA,NA,"g",NA,NA,"1989",3,"22","long_lake",NA,"14","0.263888889","0.256944444","-0.006944444","0","no","no",NA
"r",NA,NA,"g",NA,NA,"1989",5,"02","south_fetterman",NA,"25","0.282638889","0.25","-0.032638889","1","NA",NA,NA
"r",NA,NA,"o",NA,NA,"1989",4,"03","long_lake",NA,"21","0.284027778","0.279861111","-0.004166667","1","no","no",NA
"r",NA,NA,"y",NA,NA,"1989",4,"13","sybille_springs",NA,"14","0.263194444","0.275","0.011805556","1","no","no",NA
"R105","red","105","R106","red","106","1989",3,"22","long_lake","adult","14","0.263888889","0.256944444","-0.006944444","2","no","no","NA"
"R113","red","113","R111","red","111","1989",3,"29","mud_springs","adult","0","0.260416667","0.247222222","-0.013194444","3","yes","no","no"
"R113","red","113","R111","red","111","1989",4,"01","mud_springs","adult","0","0.286111111","0.245138889","-0.040972222","3","yes","no","no"
"R113","red","113","R111","red","111","1989",4,"12","mud_springs","adult","26","0.278472222","0.275694444","-0.002777778","1","yes","no","no"
"R113","red","113","R111","red","111","1989",4,"16","mud_springs","adult","29","0.261805556","0.272222222","0.010416667","1","yes","no","no"
"R113","red","113","R111","red","111","1989",4,"11","mud_springs","adult","37","0.275","0.276388889","0.001388889","1","yes","no","no"
"R113","red","113","R111","red","111","1989",4,"03","mud_springs","adult","3","0.328472222","0.279861111","-0.048611111","3","yes","no","no"
"R113","red","113","R111","red","111","1989",3,"29","mud_springs","adult","3","0.263888889","0.247222222","-0.016666667","3","yes","no","no"
"R113","red","113","R111","red","111","1989",4,"26","mud_springs","adult","1","0.259027778","0.256944444","-0.002083333","0","yes","no","no"
"R113","red","113","R111","red","111","1989",4,"13","mud_springs","adult","31","0.278472222","0.275","-0.003472222","1","yes","no","no"
"R113","red","113","R111","red","111","1989",4,"30","mud_springs","adult","3","0.281944444","0.252777778","-0.029166667","0","yes","no","no"
"R116","red","116","W411","white","411","1989",3,"22","mud_springs","adult","7","0.279166667","0.256944444","-0.022222222","0","no","no",NA
"R150","red","150","W471","white","471","1989",5,"07","long_lake","adult","19","0.240277778","0.247222222","0.006944444","2","no","no","NA"
"R150","red","150","W471","white","471","1989",3,"22","long_lake","adult","34","0.252777778","0.256944444","0.004166667","0","no","no","NA"
"R150","red","150","W471","white","471","1989",4,"27","long_lake","adult","16","0.266666667","0.256944444","-0.009722222","2","no","no","NA"
"R150","red","150","W471","white","471","1989",4,"17","long_lake","adult","31","0.263888889","0.270833333","0.006944444","1","no","no","NA"
"R1704","red","1704","Y1256","yellow","1256","1989",5,"02","sybille_springs","juv","3","0.282638889","0.25","-0.032638889","3","no","no",NA
"R1704","red","1704","Y1256","yellow","1256","1989",4,"30","sybille_springs","juv","6","0.277777778","0.252777778","-0.025","3","no","no",NA
"R1704","red","1704","Y1256","yellow","1256","1989",5,"04","sybille_springs","juv","0","0.25","0.249305556","-0.000694444","0","no","no",NA
"R1704","red","1704","Y1256","yellow","1256","1989",5,"06","sybille_springs","juv","7","0.252083333","0.247916667","-0.004166667","3","no","no",NA
"R1707","red","1707","O1354","orange","1354","1989",4,"29","sybille_springs","juv","0","0.246527778","0.253472222","0.006944444","0","no","no",NA
"R1707","red","1707","O1354","orange","1354","1989",4,"30","sybille_springs","juv","5","0.273611111","0.252777778","-0.020833333","3","no","no",NA
"R1711","red","1711","B1625","blue","1625","1989",4,"13","sybille_springs","adult","0","0.307638889","0.275","-0.032638889","3","no","no","yes"
"R1711","red","1711","B1625","blue","1625","1989",4,"22","sybille_springs","adult","0","0.28125","0.263888889","-0.017361111","3","no","no","yes"
"R1711","red","1711","B1625","blue","1625","1989",4,"18","sybille_springs","adult","8","0.263888889","0.269444444","0.005555556","3","no","no","yes"
"R1711","red","1711","B1625","blue","1625","1989",4,"15","sybille_springs","adult","38","0.290277778","0.274305556","-0.015972222","1","no","no","yes"
"R1711","red","1711","B1625","blue","1625","1989",4,"22","sybille_springs","adult","10","0.261111111","0.263888889","0.002777778","3","no","no","yes"
"R1711","red","1711","B1625","blue","1625","1989",4,"20","sybille_springs","adult","2","0.25","0.268055556","0.018055556","2","no","no","yes"
"R1711","red","1711","B1625","blue","1625","1989",5,"12","sybille_springs","adult","6","0.257638889","0.245138889","-0.0125","3","no","no","yes"
"R1711","red","1711","B1625","blue","1625","1989",4,"15","sybille_springs","adult","36","0.2625","0.274305556","0.011805556","1","no","no","yes"
"R1715","red","1715","G1598","green","1598","1989",5,"06","north","adult","34","0.24375","0.247916667","0.004166667","1","yes","yes","no"
"R1715","red","1715","G1598","green","1598","1989",4,"08","north","adult","0","0.3125","0.277777778","-0.034722222","2","yes","yes","no"
"R1715","red","1715","G1598","green","1598","1989",4,"20","north","adult","0","0.254861111","0.268055556","0.013194444","3","yes","yes","no"
"R1715","red","1715","G1598","green","1598","1989",5,"02","north","adult","28","0.277777778","0.25","-0.027777778","4","yes","yes","no"
"R1715","red","1715","G1598","green","1598","1989",5,"07","north","adult","36","0.236805556","0.247222222","0.010416667","1","yes","yes","no"
"R1715","red","1715","G1598","green","1598","1989",5,"02","north","adult","1","0.265277778","0.25","-0.015277778","4","yes","yes","no"
"R1715","red","1715","G1598","green","1598","1989",5,"04","north","adult","0","0.270833333","0.249305556","-0.021527778","0","yes","yes","no"
"R1715","red","1715","G1598","green","1598","1989",5,"06","north","adult","26","0.270833333","0.247916667","-0.022916667","1","yes","yes","no"
"R1720","red","1720","G1581","green","1581","1989",5,"12","sybille_springs","adult","37","0.240277778","0.245138889","0.004861111","1","yes","yes","no"
"R1720","red","1720","G1581","green","1581","1989",5,"06","sybille_springs","adult","14","0.23125","0.247916667","0.016666667","2","yes","yes","no"
"R1720","red","1720","G1581","green","1581","1989",5,"02","sybille_springs","adult","14","0.248611111","0.25","0.001388889","3","yes","yes","no"
"R1720","red","1720","G1581","green","1581","1989",5,"04","sybille_springs","adult","0","0.256944444","0.249305556","-0.007638889","0","yes","yes","no"
"R1720","red","1720","G1581","green","1581","1989",5,"03","sybille_springs","adult","31","0.257638889","0.249305556","-0.008333333","1","yes","yes","no"
"R1720","red","1720","G1581","green","1581","1989",4,"13","sybille_springs","adult","13","0.30625","0.275","-0.03125","3","yes","yes","no"
"R1720","red","1720","G1581","green","1581","1989",4,"30","sybille_springs","adult","0","0.250694444","0.252777778","0.002083333","3","yes","yes","no"
"R1720","red","1720","G1581","green","1581","1989",4,"18","sybille_springs","adult","11","0.275","0.269444444","-0.005555556","3","yes","yes","no"
"R1722","red","1722","B1618","blue","1618","1989",3,"23","mud_springs","adult","2","0.270833333","0.253472222","-0.017361111","0","no","no",NA
"R1725","red","1725","W1446","white","1446","1989",5,"02","sybille_springs","adult","2","0.265277778","0.25","-0.015277778","3","no","no","no"
"R1725","red","1725","W1446","white","1446","1989",5,"06","sybille_springs","adult","13","0.280555556","0.247916667","-0.032638889","3","no","no","no"
"R1725","red","1725","W1446","white","1446","1989",4,"30","sybille_springs","adult","0","0.260416667","0.252777778","-0.007638889","3","no","no","no"
"R1725","red","1725","W1446","white","1446","1989",5,"12","sybille_springs","adult","27","0.250694444","0.245138889","-0.005555556","3","no","no","no"
"R1725","red","1725","W1446","white","1446","1989",5,"03","sybille_springs","adult","0","0.232638889","0.249305556","0.016666667","3","no","no","no"
"R1725","red","1725","W1446","white","1446","1989",5,"04","sybille_springs","adult","10","0.263888889","0.249305556","-0.014583333","0","no","no","no"
"R1752","red","1752","B1624","blue","1624","1989",5,"07","north","adult","2","0.263888889","0.247222222","-0.016666667","0","no","yes","no"
"R1752","red","1752","B1624","blue","1624","1989",5,"04","north","adult","0","0.261805556","0.249305556","-0.0125","0","no","yes","no"
"R1752","red","1752","B1624","blue","1624","1989",5,"02","north","adult","11","0.250694444","0.25","-0.000694444","0","no","yes","no"
"R1752","red","1752","B1624","blue","1624","1989",5,"02","north","adult","36","0.273611111","0.25","-0.023611111","1","no","yes","no"
"R1752","red","1752","B1624","blue","1624","1989",5,"06","north","adult","12","0.257638889","0.247916667","-0.009722222","1","no","yes","no"
"R181","red","181","W480","white","480","1989",5,"07","north","adult","18","0.23125","0.247222222","0.015972222","0","no","no","NA"
"R181","red","181","W480","white","480","1989",5,"06","north","adult","40","0.2375","0.247916667","0.010416667","1","no","no","NA"
"R181","red","181","W480","white","480","1989",5,"07","north","adult","15","0.246527778","0.247222222","0.000694444","2","no","no","NA"
"R181","red","181","W480","white","480","1989",5,"06","north","adult","34","0.261805556","0.247916667","-0.013888889","1","no","no","NA"
"R196","red","196","R108","red","108","1989",3,"26","cordingly","adult","31","0.2375","0.249305556","0.011805556","1","no","no","NA"
"R840","red","840","R839","red","839","1989",5,"07","long_lake","adult","13","0.260416667","0.247222222","-0.013194444","3","no","no","no"
"R843","red","843","B1611","blue","1611","1989",5,"04","long_lake","adult","21","0.250694444","0.249305556","-0.001388889","1","no","no","no"
"R843","red","843","B1611","blue","1611","1989",4,"17","long_lake","adult","19","0.256944444","0.270833333","0.013888889","3","no","no","no"
"R843","red","843","B1611","blue","1611","1989",5,"08","long_lake","adult","0","0.248611111","0.246527778","-0.002083333","3","no","no","no"
"R845","red","845","B947","blue","947","1989",5,"01","mud_springs","adult","0","0.240972222","0.25","0.009027778","0","no","no","yes"
"R845","red","845","B947","blue","947","1989",4,"09","mud_springs","adult","16","0.290972222","0.277777778","-0.013194444","2","no","no","yes"
"R846","red","846","W675","white","675","1989",4,"26","mud_springs","juv","30","0.29375","0.256944444","-0.036805556","1","no","no",NA
"R846","red","846","W675","white","675","1989",4,"30","mud_springs","juv","39","0.244444444","0.252777778","0.008333333","2","no","no",NA
"R846","red","846","W675","white","675","1989",5,"05","mud_springs","juv","19","0.265277778","0.248611111","-0.016666667","3","no","no",NA
"R846","red","846","W675","white","675","1989",4,"14","mud_springs","juv","24","0.266666667","0.275","0.008333333","2","no","no",NA
"R846","red","846","W675","white","675","1989",5,"06","mud_springs","juv","34","0.258333333","0.247916667","-0.010416667","2","no","no",NA
"R860","red","860","Y1182","yellow","1182","1989",4,"26","mud_springs","adult","0","0.243055556","0.256944444","0.013888889","0","yes","no","no"
"R860","red","860","Y1182","yellow","1182","1989",3,"29","mud_springs","adult","12","0.292361111","0.247222222","-0.045138889","3","yes","no","no"
"R860","red","860","Y1182","yellow","1182","1989",4,"16","mud_springs","adult","48","0.261805556","0.272222222","0.010416667","1","yes","no","no"
"R860","red","860","Y1182","yellow","1182","1989",4,"13","mud_springs","adult","43","0.272222222","0.275","0.002777778","1","yes","no","no"
"R860","red","860","Y1182","yellow","1182","1989",5,"01","mud_springs","adult","5","0.251388889","0.25","-0.001388889","0","yes","no","no"
"R860","red","860","Y1182","yellow","1182","1989",4,"11","mud_springs","adult","43","0.263888889","0.276388889","0.0125","1","yes","no","no"
"R860","red","860","Y1182","yellow","1182","1989",4,"16","mud_springs","adult","33","0.298611111","0.272222222","-0.026388889","1","yes","no","no"
"R860","red","860","Y1182","yellow","1182","1989",3,"23","mud_springs","adult","8","0.264583333","0.253472222","-0.011111111","0","yes","no","no"
"R860","red","860","Y1182","yellow","1182","1989",5,"09","mud_springs","adult","0","0.25","0.246527778","-0.003472222","3","yes","no","no"
"R860","red","860","Y1182","yellow","1182","1989",4,"18","mud_springs","adult","34","0.277777778","0.269444444","-0.008333333","1","yes","no","no"
"R860","red","860","Y1182","yellow","1182","1989",4,"15","mud_springs","adult","37","0.267361111","0.274305556","0.006944444","1","yes","no","no"
"R860","red","860","Y1182","yellow","1182","1989",4,"18","mud_springs","adult","1","0.294444444","0.269444444","-0.025","2","yes","no","no"
"R860","red","860","Y1182","yellow","1182","1989",4,"12","mud_springs","adult","47","0.270138889","0.275694444","0.005555556","1","yes","no","no"
"R860","red","860","Y1182","yellow","1182","1989",3,"21","mud_springs","adult","24","0.284722222","0.257638889","-0.027083333","0","yes","no","no"
"R860","red","860","Y1182","yellow","1182","1989",4,"30","mud_springs","adult","7","0.282638889","0.252777778","-0.029861111","0","yes","no","no"
"R860","red","860","Y1182","yellow","1182","1989",4,"14","mud_springs","adult","14","0.263194444","0.275","0.011805556","1","yes","no","no"
"R860","red","860","Y1182","yellow","1182","1989",4,"09","mud_springs","adult","0","0.290972222","0.277777778","-0.013194444","3","yes","no","no"
"R860","red","860","Y1182","yellow","1182","1989",4,"03","mud_springs","adult","17","0.33125","0.279861111","-0.051388889","3","yes","no","no"
"R887","red","887","G1098","green","1098","1989",5,"07","long_lake","adult","12","0.260416667","0.247222222","-0.013194444","3","no","no","no"
"R887","red","887","G1098","green","1098","1989",4,"17","long_lake","adult","4","0.284027778","0.270833333","-0.013194444","3","no","no","no"
"R899","red","899","G1065","green","1065","1989",5,"05","mud_springs","adult","32","0.271527778","0.248611111","-0.022916667","1","no","no","no"
"R899","red","899","G1065","green","1065","1989",5,"09","mud_springs","adult","30","0.264583333","0.246527778","-0.018055556","1","no","no","no"
"R899","red","899","G1065","green","1065","1989",4,"14","mud_springs","adult","24","0.304166667","0.275","-0.029166667","1","no","no","no"
"RB1660",NA,"1660","B1661","blue","1661","1989",5,"08","long_lake","adult","29","0.280555556","0.246527778","-0.034027778","1","yes","no","no"
"RB1660",NA,"1660","B1661","blue","1661","1989",5,"08","long_lake","adult","0","0.254166667","0.246527778","-0.007638889","3","yes","no","no"
"RB1660",NA,"1660","B1661","blue","1661","1989",5,"10","long_lake","adult","29","0.239583333","0.245833333","0.00625","1","yes","no","no"
"RB1660",NA,"1660","B1661","blue","1661","1989",5,"07","long_lake","adult","25","0.240277778","0.247222222","0.006944444","1","yes","no","no"
"RB1660",NA,"1660","B1661","blue","1661","1989",5,"04","long_lake","adult","26","0.242361111","0.249305556","0.006944444","1","yes","no","no"
"RW1429",NA,"1429","R1705","red","1705","1989",5,"04","long_lake","adult","27","0.284027778","0.249305556","-0.034722222","3","no","yes","no"
"W1441","white","1441","R844","red","844","1989",5,"07","long_lake","adult","0","0.2625","0.247222222","-0.015277778","3","no","no","yes"
"W1441","white","1441","R844","red","844","1989",5,"08","long_lake","adult","5","0.248611111","0.246527778","-0.002083333","3","no","no","yes"
"W1441","white","1441","R844","red","844","1989",4,"27","long_lake","adult","20","0.275694444","0.256944444","-0.01875","2","no","no","yes"
"W1442","white","1442","B1609","blue","1609","1989",4,"22","sybille_springs","adult","24","0.297222222","0.263888889","-0.033333333","3","no","yes","yes"
"W432","white","432","B234","blue","234","1989",4,"06","north","adult","22","0.304861111","0.278472222","-0.026388889","1","no","no","NA"
"W432","white","432","B234","blue","234","1989",4,"08","north","adult","37","0.275","0.277777778","0.002777778","1","no","no","NA"
"W432","white","432","B234","blue","234","1989",4,"20","north","adult","11","0.286805556","0.268055556","-0.01875","3","no","no","NA"
"W438","white","438","B248","blue","248","1989",5,"02","long_lake","adult","17","0.253472222","0.25","-0.003472222","2","no","no","NA"
"W438","white","438","B248","blue","248","1989",5,"04","long_lake","adult","35","0.298611111","0.249305556","-0.049305556","2","no","no","NA"
"W438","white","438","B248","blue","248","1989",5,"03","long_lake","adult","36","0.250694444","0.249305556","-0.001388889","1","no","no","NA"
"W438","white","438","B248","blue","248","1989",5,"08","long_lake","adult","36","0.243055556","0.246527778","0.003472222","3","no","no","NA"
"W470","white","470","O31","orange","31","1989",5,"02","long_lake","adult","35","0.242361111","0.25","0.007638889","1","no","no","NA"
"W470","white","470","O31","orange","31","1989",5,"03","long_lake","adult","0","0.261805556","0.249305556","-0.0125","3","no","no","NA"
"W481","white","481","G388","green","388","1989",4,"06","north","adult","15","0.301388889","0.278472222","-0.022916667","3","no","no","NA"
"W481","white","481","G388","green","388","1989",4,"06","north","adult","21","0.284722222","0.278472222","-0.00625","1","no","no","NA"
"W612","white","612","O730","orange","730","1989",3,"21","mud_springs","adult","8","0.298611111","0.257638889","-0.040972222","0","no","no",NA
"W619","white","619","O725","orange","725","1989",4,"01","sybille_springs","adult","21","0.245138889","0.245138889","0","2","no","yes","no"
"W619","white","619","O725","orange","725","1989",3,"28","sybille_springs","adult","19","0.227777778","0.247222222","0.019444444","1","no","yes","no"
"W627","white","627","B986","blue","986","1989",4,"14","mud_springs","adult","31","0.265277778","0.275","0.009722222","1","no","yes","no"
"W627","white","627","B986","blue","986","1989",4,"15","mud_springs","adult","38","0.256944444","0.274305556","0.017361111","1","no","yes","no"
"W627","white","627","B986","blue","986","1989",4,"18","mud_springs","adult","40","0.274305556","0.269444444","-0.004861111","1","no","yes","no"
"W627","white","627","B986","blue","986","1989",4,"09","mud_springs","adult","16","0.297916667","0.277777778","-0.020138889","3","no","yes","no"
"W627","white","627","B986","blue","986","1989",5,"09","mud_springs","adult","0","0.25","0.246527778","-0.003472222","3","no","yes","no"
"W627","white","627","B986","blue","986","1989",4,"13","mud_springs","adult","28","0.278472222","0.275","-0.003472222","1","no","yes","no"
"W627","white","627","B986","blue","986","1989",4,"11","mud_springs","adult","19","0.260416667","0.276388889","0.015972222","3","no","yes","no"
"W627","white","627","B986","blue","986","1989",4,"30","mud_springs","adult","0","0.281944444","0.252777778","-0.029166667","0","no","yes","no"
"W627","white","627","B986","blue","986","1989",3,"23","mud_springs","adult","5","0.256944444","0.253472222","-0.003472222","0","no","yes","no"
"W627","white","627","B986","blue","986","1989",4,"03","mud_springs","adult","8","0.324305556","0.279861111","-0.044444444","3","no","yes","no"
"W627","white","627","B986","blue","986","1989",3,"22","mud_springs","adult","19","0.283333333","0.256944444","-0.026388889","0","no","yes","no"
"W627","white","627","B986","blue","986","1989",4,"08","mud_springs","adult","30","0.278472222","0.277777778","-0.000694444","1","no","yes","no"
"W627","white","627","B986","blue","986","1989",5,"06","mud_springs","adult","0","0.291666667","0.247916667","-0.04375","0","no","yes","no"
"W627","white","627","B986","blue","986","1989",4,"12","mud_springs","adult","39","0.265277778","0.275694444","0.010416667","1","no","yes","no"
"W627","white","627","B986","blue","986","1989",3,"21","mud_springs","adult","11","0.28125","0.257638889","-0.023611111","0","no","yes","no"
"W627","white","627","B986","blue","986","1989",5,"01","mud_springs","adult","0","0.254861111","0.25","-0.004861111","0","no","yes","no"
"W627","white","627","B986","blue","986","1989",4,"16","mud_springs","adult","32","0.277777778","0.272222222","-0.005555556","1","no","yes","no"
"W627","white","627","B986","blue","986","1989",4,"26","mud_springs","adult","0","0.246527778","0.256944444","0.010416667","0","no","yes","no"
"W632","white","632","R876","red","876","1989",4,"11","mud_springs","adult","22","0.270833333","0.276388889","0.005555556","1","no","no","NA"
"W632","white","632","R876","red","876","1989",4,"26","mud_springs","adult","2","0.263888889","0.256944444","-0.006944444","0","no","no","NA"
"W632","white","632","R876","red","876","1989",4,"12","mud_springs","adult","21","0.2875","0.275694444","-0.011805556","3","no","no","NA"
"W632","white","632","R876","red","876","1989",4,"15","mud_springs","adult","22","0.276388889","0.274305556","-0.002083333","1","no","no","NA"
"W660","white","660","Y1113","yellow","1113","1989",4,"20","north","adult","12","0.29375","0.268055556","-0.025694444","3","no","no","no"
"W660","white","660","Y1113","yellow","1113","1989",4,"08","north","adult","23","0.289583333","0.277777778","-0.011805556","3","no","no","no"
"W670","white","670","W671","white","671","1989",5,"04","viewpoint","adult","6","0.249305556","0.249305556","0","2","no","no","no"
"W670","white","670","W671","white","671","1989",4,"05","viewpoint","adult","35","0.2625","0.279166667","0.016666667","1","no","no","no"
"WB1605",NA,"1605","WG1583",NA,"1583","1989",4,"14","mud_springs","adult","14","0.304861111","0.275","-0.029861111","1","no","no","no"
"WB1607",NA,"1607","WY1120",NA,"1120","1989",4,"16","mud_springs","juv","32","0.277777778","0.272222222","-0.005555556","1","no","no",NA
"WB1656",NA,"1656","WR1714",NA,"1714","1989",4,"14","mud_springs","adult","36","0.303472222","0.275","-0.028472222","1","no","no","no"
"WG1597",NA,"1597","WB1608",NA,"1608","1989",4,"16","mud_springs","juv","0","0.3","0.272222222","-0.027777778","3","no","no",NA
"WG1597",NA,"1597","WB1608",NA,"1608","1989",4,"15","mud_springs","juv","24","0.2625","0.274305556","0.011805556","1","no","no",NA
"WG1597",NA,"1597","WB1608",NA,"1608","1989",5,"09","mud_springs","juv","0","0.253472222","0.246527778","-0.006944444","3","no","no",NA
"WG1597",NA,"1597","WB1608",NA,"1608","1989",4,"26","mud_springs","juv","4","0.25","0.256944444","0.006944444","0","no","no",NA
"WG1597",NA,"1597","WB1608",NA,"1608","1989",4,"30","mud_springs","juv","6","0.2875","0.252777778","-0.034722222","0","no","no",NA
"WG1597",NA,"1597","WB1608",NA,"1608","1989",4,"18","mud_springs","juv","18","0.290277778","0.269444444","-0.020833333","1","no","no",NA
"WG1597",NA,"1597","WB1608",NA,"1608","1989",5,"01","mud_springs","juv","17","0.247916667","0.25","0.002083333","0","no","no",NA
"WO1314",NA,"1314","Y1259","yellow","1259","1989",5,"06","mud_springs","adult","19","0.238888889","0.247916667","0.009027778","3","no","no","no"
"WO1314",NA,"1314","Y1259","yellow","1259","1989",4,"26","mud_springs","adult","16","0.2875","0.256944444","-0.030555556","1","no","no","no"
"WO1314",NA,"1314","Y1259","yellow","1259","1989",5,"09","mud_springs","adult","0","0.261111111","0.246527778","-0.014583333","3","no","no","no"
"WO1314",NA,"1314","Y1259","yellow","1259","1989",5,"05","mud_springs","adult","14","0.285416667","0.248611111","-0.036805556","2","no","no","no"
"WO1314",NA,"1314","Y1259","yellow","1259","1989",5,"05","mud_springs","adult","7","0.254861111","0.248611111","-0.00625","2","no","no","no"
