,binder_pdf_scan_page,year,month,day,time_start,time_end,age,sex,lek_name,observer,capture_technique,left_tag_color,left_tag_number,left_tag_code,right_tag_color,right_tag_number,right_tag_code,wygf_leg_band,dominance,weight_bird_and_bag_kg,weight_bag_kg,weight_bird_kg,total_length_mm,tail_length_mm,num_tail_feathers,head_length_mm,wing_length_mm,bill_length_mm,bill_depth_mm,keel_length_mm,comb_length_mm,tarsus_length_mm,toe_length_mm,air_sac_color,comb_color,lice_back_of_head,num_lice_on_comb,num_lice_on_air_sac_left,num_lice_on_air_sac_right,total_num_lice_on_air_sacs,lice_ID_ifpresent,hematomas_combs,num_hematomas_on_comb_left,num_hematomas_on_comb_right,total_num_hematomas_on_combs,hematomas_comb_comments,hematomas_air_sacs,num_hematomas_on_air_sac_left,num_hematomas_on_air_sac_right,total_num_hematomas_on_air_sacs,hematomas_air_sacs_comments,hematoma_group,hematomas_applied,cut_feathers,collect,labelled,samples_collected_blood,blood_smear,blood_tryps,blood_malaria,blood_leuco,blood_haema,samples_collected_fecal,fecal_samples_mites,fecal_samples_spores,fecal_samples_coccidia,fecal_samples_comments,samples_collected_ectoparasites,samples_collected_cecal,hematocrit_cells_1,hematocrit_cells_2,hematocrit_plasma_1,hematocrit_plasma_2,hematocrit_total_1,hematocrit_total_2,slide_number,box_number,existing_injuries,handling_injury,stresses_while_handling_describe,comments
532,"45, 46",1990,5,5,8:43,8:54,adult,male,mud_springs,White/Neimuth/Banfy,cannon net,yellow,1278,Y1278,white blue,1621,WB1621,SG170,NA,3.05,0.4,2.65,748,331,18,NA,329,39.1,21.7,155,24.1,69,69,bistre yellow,olive yellow,no,0,0,0,0,NA,yes,0,1,1,NA,yes,2,0,2,NA,2,no,yes,yes,yes,yes,NA,NA,yes,no,no,yes,no,NA,no,Tapeworm eggs,no,no,8,7,7,5,15,12,73+74,2,Bruise both combs,Hematomas from blood draw,Slight respiratory,NA
533,"51, 52",1990,5,14,7:48,8:00,juven,male,mud_springs,White/Vargas,cannon net,yellow,1286,Y1286,white yellow,1288,WY1288,SG182,NA,2.6,0.35,2.25,621,256,18,NA,321,38.4,21.7,170,25,68,68,yellow,olive yellow,no,0,0,0,0,NA,yes,10,10,20,NA,yes,1,0,1,NA,NA,NA,yes,no,no,yes,NA,NA,no,no,no,yes,no,NA,no,NA,no,no,11,15,5,6,16,21,1+2,3,NA,Lost feathers from net on wrist?,Hematoma from blood draw,NA
534,"3, 4",1990,5,3,7:22,7:38,NA,male,north,White/Slonislue,cannon net,white,1427,W1427,white red,1723,WR1723,SG169,NA,3.05,0.35,2.7,763,321,19,NA,322,39.3,21.8,179,22.9,68,67,bistre yellow,olive yellow,yes,0,0,0,0,Lagopoecus gibsoni male,NA,NA,NA,NA,Upper back,yes,1,6,7,NA,2,no,yes,yes,yes,yes,NA,NA,yes,no,no,yes,no,NA,no,NA,yes,no,12,19,6,9,18,28,59+60,2,NA,NA,NA,NA
535,"5, 6",1990,4,5,2:11,2:32,adult,male,north,White/Frieson,spotlight,red,1754,R1754,yellow,1271,Y1271,SG102,NA,3.5,0.5,3,730,351,18,NA,310,39.3,21.5,158,21.7,65,68,yellow,olive yellow,no,0,0,0,0,NA,no,0,0,0,NA,no,0,0,0,NA,1,no,yes,yes,yes,yes,NA,NA,no,no,no,yes,no,NA,no,NA,no,no,18.5,16,7.5,7.5,26,23.5,1+2,1,NA,NA,mild,NA
536,"7, 8",1990,4,5,2:39,2:55,adult,male,north,White/Frieson,spotlight,blue,1666,B1666,yellow,1267,Y1267,SG103,NA,3.4,0.4,3,771,351,20,NA,330,40.1,22,157,27,68,71,chrome yellow,yellow green,no,0,0,0,0,NA,no,0,0,0,NA,yes,0,1,1,NA,3,yes,yes,yes,yes,yes,NA,NA,no,no,no,yes,no,NA,no,NA,no,no,16,13,5,5,21,18,3+4,1,No,No,NA,NA
537,"9, 10",1990,4,5,3:00,3:16,adult,male,north,White/Frieson,spotlight,orange,1384,O1384,yellow,1251,Y1251,SG104,NA,3.5,0.35,3.15,715,315,19,NA,337,40.4,22,146,26.2,68,66,bistre yellow,olive yellow,no,0,0,0,0,NA,no,0,0,0,NA,no,0,0,0,NA,2,no,yes,yes,yes,yes,NA,NA,no,no,no,yes,no,NA,no,Tapeworms,no,no,17,21.5,6,6.5,23,28,5+6,1,Bruises left air sac,No,NA,NA
538,"11, 12",1990,4,5,NA,4:35,adult,male,north,White/Frieson,spotlight,green,1558,G1558,yellow,1248,Y1248,SG105,NA,3.25,0.35,2.9,682,310,18,NA,307,43.8,22.75,135,29.3,67,68,bistre yellow,olive yellow,no,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,no,yes,yes,yes,yes,NA,NA,no,no,no,yes,no,NA,no,NA,no,no,27.5,15,7.5,7.5,35,22.5,7+8,1,NA,Hematoma from blood draw,NA,NA
539,"13, 14",1990,4,6,2:15,2:32,adult,male,north,White/Maunare,spotlight,blue,1670,B1670,orange,1364,O1364,SG106,NA,3.4,0.4,3,702,275,18,NA,319,40.4,20.75,178,28,65,67,bistre yellow,yellow olive,no,NA,0,0,0,NA,NA,NA,NA,NA,NA,yes,0,1,1,NA,3,yes,yes,yes,yes,yes,NA,NA,yes,no,no,yes,no,NA,no,NA,no,no,15.5,19,13.5,16,29,35,9+10,1,NA,NA,NA,NA
540,"15, 16",1990,4,6,3:28,3:41,adult,male,north,White/Maunare,spotlight,green,1593,G1593,red,1710,R1710,SG101,NA,3.4,0.5,2.9,712,319,16,NA,318,38.55,22.4,146,28.55,66,65,bistre yellow,olive yellow,no,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,no,yes,yes,yes,yes,NA,NA,yes,no,no,yes,no,NA,no,NA,no,no,22.5,13,7.5,11,30,24,11+12,1,NA,NA,NA,NA
541,"17, 18",1990,4,7,4:18,4:37,adult,male,north,White/Spencer,spotlight,yellow,1272,Y1272,white,1413,W1413,SG110,NA,3.1,0.35,2.75,783,349,20,NA,305,38.8,22.2,149,26.3,67,65,bistre yellow,yellow olive,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,2,0,2,NA,1,no,yes,yes,yes,yes,NA,NA,no,no,no,yes,no,NA,no,NA,no,no,8,9,7,6,15,15,13+14,1,Hole in right patagium; bruise right air sac,NA,NA,NA
542,"19, 20",1990,4,7,4:40,4:55,adult,male,north,White/Spencer,spotlight,white red,1757,WR1757,red,1760,R1760,SG111,NA,3.2,0.4,2.8,695,322,19,NA,333,40.25,22.3,141,23.95,68,71,bistre yellow,olive yellow,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,upper edges,yes,0,1,1,NA,3,yes,yes,yes,yes,yes,NA,NA,yes,no,no,yes,no,NA,no,NA,no,no,12.5,16,10,12,22.5,28,16+16,1,NA,NA,High resp.,NA
543,"21, 22",1990,4,8,7:26,7:50,adult,male,north,White/Neimuth/Wenctiland,spotlight,white yellow,1239,WY1239,yellow,1263,Y1263,SG113,NA,3.2,0.45,2.75,783,302,15,NA,329,39.9,21.2,156,28.1,66,70,bistre yellow,olive yellow,yes,0,NA,NA,NA,Lagopoecus gibsoni immature,NA,NA,NA,NA,Lots on both,NA,NA,NA,NA,NA,2,no,yes,yes,yes,yes,NA,NA,no,no,no,yes,no,NA,no,NA,yes,no,17,24,10,11.5,27,35.5,17+18,1,Rt. comb badly bruised,NA,None,NA
544,"23, 24",1990,4,14,2:35,2:48,adult,male,north,White/Cohen/Koeppen,spotlight,white blue,1630,WB1630,white,1418,W1418,SG134,NA,3.2,0.4,2.8,731,322,18,NA,325,38.7,22,152,26.9,66,70,chrome yellow,olive yellow,NA,0,0,1,1,Lagopoecus gibsoni female,NA,NA,NA,NA,None,yes,0,4,4,NA,1,no,yes,yes,yes,yes,NA,NA,no,no,no,yes,yes,NA,no,one mite ,yes,no,15,16,6,6,21,22,65+66,1,Both air sacs scratched and bruised,NA,NA,NA
545,"25, 26",1990,4,14,2:56,3:12,adult,male,north,White/Cohen/Koeppen,spotlight,white orange,1372,WO1372,orange,1373,O1373,SG133,NA,3.2,0.4,2.8,710,332,20,NA,319,37.15,21.8,138,21.4,69,69,yellow,yellow olive,no,0,0,0,0,NA,NA,0,NA,NA,upper edge R,no,0,0,0,NA,3,yes,yes,yes,yes,yes,NA,NA,yes,no,no,yes,no,NA,no,Tapeworms,no,no,7,10,5.5,7,12.5,17,79+80,1,NA,NA,NA,NA
546,"27, 28",1990,4,14,NA,4:47,adult,male,north,White/Cohen/Koeppen,spotlight,white green,1503,WG1503,white,1408,W1408,SG136,NA,3.1,0.4,2.7,731,336,18,NA,324,38.9,21.7,154,24.5,37,65,yellow,olive yellow,NA,0,0,0,0,NA,yes,3,7,10,NA,no,0,0,0,NA,2,no,yes,yes,yes,yes,NA,NA,no,no,no,yes,no,NA,no,NA,no,no,8,16,4.5,5.5,12.5,21.5,81+82,1,"badly bruised air sacs, dried blood but no apparent injury",NA,NA,NA
547,"29, 30",1990,4,14,4:54,5:08,adult,male,north,White/Cohen/Koeppen,spotlight,white red,1726,WR1726,white,1420,W1420,SG137,NA,3.4,0.4,3,677,323,18,NA,310,38.4,20.5,167,27.1,74,69,bistre yellow,bistre yellow,no,0,0,0,0,NA,yes,4,0,4,NA,yes,1,0,1,NA,1,no,yes,yes,yes,yes,NA,NA,no,no,no,yes,no,NA,no,NA,no,no,15,17.5,8,9.5,23,27,83+84,1,NA,NA,NA,NA
548,"31, 32",1990,4,15,3:56,4:28,adult,male,north,White/Hootman,spotlight,white yellow,1283,WY1283,green,1502,G1502,SG138,NA,3.3,0.55,2.75,756,341,12,NA,336,40.5,21.1,143,25.1,72,69,yellow,olive yellow,no,NA,NA,NA,NA,NA,no,0,0,0,NA,NA,NA,NA,NA,NA,3,yes,yes,yes,yes,yes,NA,NA,no,no,no,yes,no,NA,no,NA,no,no,6,10,4.5,5.5,10.5,15.5,85+86,1,NA,NA,High resp,FIESTY - stopped 4:06 to let him calm down; start up at 4:28
549,"35, 2",1990,5,3,6:55,7:17,adult,male,north,White/Stansbury,cannon net,white blue,1632,WB1632,red,1735,R1735,SG163,NA,NA,NA,NA,739,321,14,NA,305,38.9,21.6,152,24.9,70,69,bistre yellow,olive yellow,no,0,1,0,1,Lagopoecus gibsoni female,yes,6,10,16,R - upper edge,yes,5,6,11,NA,3,yes,no,no,no,yes,NA,NA,yes,no,no,yes,no,NA,no,NA,no,no,13.5,18,6.5,7,20,25,61+62,2,NA,NA,High resp,NA
550,"36, 37",1990,5,3,7:45,7:58,adult,male,north,White/Stansbury,cannon net,white orange,1310,WO1310,green,1506,G1506,SG167,NA,3.1,0.4,2.7,804,355,20,NA,305,41.5,22.8,165,25.4,68,65,bistre yellow,olive yellow,no,NA,0,0,0,NA,yes,0,4,4,NA,yes,2,10,12,NA,1,no,yes,yes,yes,yes,NA,NA,no,no,no,yes,no,NA,no,NA,no,no,7,10,6,6,13,16,57+58,2,Left comb scab,bulging (?) -  got it out hematoma from blood draw,Med resp,NA
551,"38, 39",1990,4,15,4:10,4:25,juven,male,north,White/Hootman,spotlight,white orange,1371,WO1371,white,1421,W1421,SG139,NA,2.9,0.35,2.55,654,245,15,NA,303,36.5,22.8,143,25.7,66,67,bistre yellow,olive yellow,no,NA,NA,NA,NA,NA,NA,3,NA,NA,several upper edge R,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,yes,NA,NA,no,no,no,no,no,NA,no,NA,no,no,10,22.5,7,7.5,17,30,97+98,1,Hole in right air sac,NA,NA,NA
552,"40, 41",1990,4,7,4:58,5:16,juven,male,north,White/Spencer,spotlight,white green,1588,WG1588,green,1592,G1592,SG112,NA,2.8,0.35,2.45,668,255,19,NA,302,38.8,21.1,154,25.75,65,68,bistre yellow,olive yellow,no,NA,2,0,2,NA,NA,NA,NA,NA,along upper edge - ? lots,yes,2,6,8,NA,NA,no,yes,yes,yes,yes,NA,NA,no,no,no,yes,no,NA,no,crossed out no sample in data sheet,yes,no,5.5,5,8,10,13.5,15,19+20,1,Bruise R air sac,NA,Mod. rest,NA
553,"42, 43",1990,4,6,2:52,3:05,juven,male,north,White/Manuare,spotlight,red,1753,R1753,orange,1376,O1376,SG107,NA,3.2,0.4,2.8,632,232,10,NA,322,40.1,26.75,162,24.4,64,63,yellow,olive yellow,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,on edge of both lots,yes,0,3,3,NA,NA,no,yes,yes,yes,yes,NA,NA,no,no,no,yes,no,NA,no,NA,no,no,17,20,12.5,10.5,29.5,30.5,21+22,1,"Bruise under wing, 2 scabs - 1 on each air sac",NA,NA,NA
554,"44, 45",1990,4,6,3:09,3:22,juven,male,north,White/Maunare,spotlight,white,1476,W1476,orange,1380,O1380,SG108,NA,2.9,0.4,2.5,671,246,18,NA,301,41.45,21.5,142,24.1,66,64,yellow,olive yellow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2 each on upper edge,no,0,0,0,NA,NA,no,yes,yes,no,yes,NA,NA,no,no,no,yes,no,NA,no,NA,no,no,20,22,11,19,31,31,23+24,1,NA,NA,NA,NA
555,"46, 47",1990,4,6,2:37,2:47,adult,female,north,White/Manuare,spotlight,red,1755,R1755,white,1411,W1411,SG3,NA,1.4,0.4,1,545,218,NA,NA,259,32.15,18.8,112,NA,54,56,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,yes,NA,NA,no,no,no,yes,no,NA,no,Tapeworms,no,no,10.5,12,9.5,10,20,22,25+26,1,NA,NA,NA,NA
556,"48, 49",1990,4,6,1:53,2:10,adult,female,north,White/Maunare,spotlight,blue,1674,B1674,orange,1366,O1366,SG2,NA,1.9,0.35,1.55,538,205,NA,NA,260,31.1,17.7,122,NA,54,58,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,yes,NA,NA,yes,no,no,no,no,NA,no,NA,no,no,13,14,13,15,26,29,27+28,1,NA,NA,NA,NA
557,"50, 51",1990,4,15,3:36,3:49,adult,female,north,White/Hootman,spotlight,green,1501,G1501,yellow,1287,Y1287,SG8,NA,2.1,0.4,1.7,546,227,NA,NA,265,35,18.4,125,NA,61,55,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,yes,NA,NA,no,no,no,yes,no,NA,no,NA,no,no,9,15,6,7,15,22,9+90,1,NA,NA,NA,NA
558,"52, 53",1990,4,7,5:19,5:29,adult,female,north,White/Spencer,spotlight,red,1708,R1708,red,1712,R1712,SG5,NA,1.85,0.3,1.55,365,0,NA,NA,281,30.4,17.65,134,NA,55,55,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,yes,NA,NA,no,no,no,yes,no,NA,no,NA,no,no,9,9.5,6,5.5,15,16,29+30,1,NA,NA,NA,No tail - cute pink butt!
559,"54, 55",1990,4,7,5:32,5:44,adult,female,north,White/Spencer,spotlight,orange,1370,O1370,white,1431,W1431,SG6,NA,2,0.4,1.6,575,218,NA,NA,262,33.6,20.2,137,NA,59,56,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,yes,NA,NA,yes,no,no,yes,NA,NA,NA,No sample (?),no,no,11,11.5,8,8.5,19,21,31+32,1,NA,NA,NA,Missing several tail feathers
560,"56, 57",1990,4,7,2:34,2:50,juven,female,north,White/Spencer,spotlight,yellow,1275,Y1275,red,1759,R1759,SG4,NA,1.7,0.3,1.4,491,182,NA,NA,232,32.9,19.1,105,NA,59,58,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,yes,NA,NA,no,no,no,yes,no,NA,no,LOTS of tapeworm eggs,no,no,18,21,9,10,27,31,33+34,1,NA,NA,NA,NA
561,34,1990,4,22,NA,NA,NA,NA,north,NA,NA,white orange,1389,WO1389,white,1444,W1444,SG158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,NA,no,NA,no,NA,NA,NA,15.5,11,4.5,4,20,15,43+44,2,NA,NA,NA,NA
562,"1, 2",1990,4,11,12:47,1:03,adult,male,sybille_springs,White/DeBry,spotlight,white red,1766,WR1766,red,1767,R1767,SG114,NA,2.8,0.3,2.5,747,316,19,NA,329,39.5,22.8,178,25.9,69,68,bistre yellow,bistre yellow,no,0,2,6,8,Lagopoecus gibsoni female,yes,0,2,2,NA,yes,6,3,9,NA,1,no,yes,yes,yes,yes,NA,NA,no,no,no,yes,no,NA,no,NA,yes,no,18,16,13,11,31,27,35+36,1,None,None,Mod Resp,Found dead 23 May 1990 - been dead around 2 days. Likely an avian predator
563,"3, 4",1990,4,11,3:06,3:21,adult,male,sybille_springs,White/DeBry,spotlight,white blue,1665,WB1665,blue,1667,B1667,SG115,NA,3.4,0.4,3,711,305,18,NA,318,39.9,22.3,170,27.65,69,71,chrome yellow,olive yellow,no,NA,1,0,1,NA,NA,NA,NA,NA,Few R upper edge,yes,11,15,26,NA,2,no,yes,yes,yes,yes,NA,NA,yes,no,no,yes,no,NA,no,NA,no,no,15,15,14,14,29,29,37+38,1,Bruise on left comb,None,"High Resp - caught in bag and couldn't breathe - once out, was OK",Killed by golden eagle - found 10 June 1990
564,"5, 6",1990,4,11,4:27,4:38,adult,male,sybille_springs,White/DeBry,spotlight,white yellow,1270,WY1270,yellow,1273,Y1273,SG118,NA,3.35,0.3,3.05,776,338,17,NA,301,41.8,22.1,162,24.55,70,69,chrome yellow,olive yellow,no,0,0,0,0,NA,yes,2,2,4,NA,no,0,0,0,NA,3,yes,yes,yes,yes,yes,NA,NA,no,no,no,yes,no,NA,no,Tapeworm eggs,no,no,27,24,9,7,36,31,39+40,1,None,None,None,Bad attitude
565,"7, 8",1990,4,11,4:43,4:52,adult,male,sybille_springs,White/DeBry,spotlight,white red,1762,WR1762,white,1415,W1415,SG119,NA,3.05,0.35,2.7,731,309,20,NA,312,38.6,22.3,165,25,69,67,bistre yellow,olive yellow,no,0,0,0,0,NA,yes,0,2,2,R - edge,yes,1,0,1,NA,1,no,yes,yes,yes,yes,NA,NA,yes,no,no,yes,no,NA,no,NA,no,no,26,23,9,7,35,30,41+42,1,None,None,None,NA
566,"9, 10",1990,4,11,5:15,5:25,adult,male,sybille_springs,White/DeBry,spotlight,white green,1573,WG1573,red,1761,R1761,SG116,NA,3.4,0.4,3,723,305,16,NA,315,41.4,22,178,25,68,71,bistre yellow,olive yellow,no,0,0,0,0,NA,no,0,0,0,NA,yes,1,0,1,NA,2,no,yes,yes,yes,yes,NA,NA,no,no,no,yes,no,NA,no,NA,no,no,15,12,17,15,32,27,43+44,1,None,None,None,NA
567,"11, 12",1990,4,12,12:49,1:08,adult,male,sybille_springs,White/Colin,spotlight,white orange,1369,WO1369,blue,1627,B1627,SG122,NA,3.3,0.4,2.9,734,315,16,NA,345,40.2,20.1,157,25.5,65,64,bistre yellow,olive yellow,no,0,0,3,3,NA,no,0,0,0,NA,yes,0,3,3,NA,3,yes,yes,yes,yes,yes,NA,NA,yes,no,no,yes,no,NA,no,Loaded w/tapeworm eggs,no,no,12,19,8,14,20,23,45+46,1,"Blood on feathers at air sac, no apparent injury",None,None,NA
568,"13, 14",1990,4,12,1:16,1:30,adult,male,sybille_springs,White/Colin,spotlight,green,1591,G1591,green,1590,G1590,SG123,NA,3.4,0.4,3,751,345,19,NA,330,41.8,24.3,155,26,72,73,bistre yellow,olive yellow,no,0,0,0,0,NA,yes,0,2,2,R - edge,yes,0,1,1,NA,1,no,yes,yes,yes,yes,NA,NA,no,no,no,yes,no,NA,no,NA,no,yes,4,7,7,9.5,11,16.5,47+48,1,None,None,None,Recaptured from 89
569,"15, 16",1990,4,12,1:33,1:48,adult,male,sybille_springs,White/Colin,spotlight,white yellow,1279,WY1279,green,1565,G1565,SG124,NA,3.1,0.4,2.7,723,321,19,NA,340,37.4,21.5,140,26.1,65,67,yellow,olive yellow,no,0,0,0,0,NA,no,0,0,0,NA,yes,2,3,5,NA,2,no,yes,yes,yes,yes,NA,NA,no,no,no,yes,no,NA,yes,Tapeworms - no sample for quantification of coccidia,no,no,12,15,11,15,23,30,49+50,1,None,None,None,NA
570,"17, 18",1990,4,12,3:38,3:50,adult,male,sybille_springs,White/Colin,spotlight,white green,1561,WG1561,yellow,1281,Y1281,SG126,NA,3.3,0.4,2.9,660,280,16,NA,320,36.9,20.7,154,25,69,67,bistre yellow,olive yellow,no,0,0,0,0,NA,no,0,0,0,NA,no,0,0,0,NA,3,yes,yes,yes,yes,yes,NA,NA,no,no,no,no,NA,NA,NA,No sample,no,no,25,22,11.5,11,36.5,33,51+52,1,None,None,Mod - resp,NA
571,"19, 20",1990,4,12,3:55,4:08,adult,male,sybille_springs,White/Colin,spotlight,white blue,1626,WB1626,white,1407,W1407,SG127,NA,3.4,0.3,3.1,713,292,16,NA,328,41.5,21.95,153,26.2,65,38,bistre yellow,yellow olive,no,0,0,0,0,NA,no,0,0,0,NA,no,0,0,0,NA,1,no,yes,yes,yes,yes,NA,NA,no,no,no,yes,no,NA,yes,Not enough fecal sample to quantify - 1 oocyst found in whole sample,no,no,14,19,9,5,23,24,53+54,1,None,None,Mod Resp,NA
572,"21, 22",1990,4,12,4:11,4:24,adult,male,sybille_springs,White/Colin,spotlight,white orange,1319,WO1319,white,1414,W1414,SG128,NA,3.2,0.3,2.9,724,315,18,NA,329,39.1,21.6,161,24.8,72,73,bistre yellow,yellow olive,no,0,0,0,0,NA,no,0,0,0,NA,yes,1,0,1,NA,2,no,yes,yes,yes,yes,NA,NA,no,no,no,yes,no,NA,no,Tapeworms,no,no,11,8,8,6,19,14,55+56,1,None,None,Mod Resp,NA
573,"23, 24",1990,4,12,4:44,4:56,adult,male,sybille_springs,White/Colin,spotlight,white blue,1668,WB1668,red,1727,R1727,SG125,NA,3.3,0.4,2.9,750,321,19,NA,322,38.5,22.1,147,26.1,65,69,bistre yellow,olive yellow,no,0,0,0,0,NA,no,0,0,0,NA,no,0,0,0,NA,3,yes,no,no,no,yes,NA,NA,yes,no,no,yes,no,NA,no,NA,no,no,2,12,5,4.5,7,16.5,57+58,1,None,None,None,NA
574,"25, 26",1990,4,13,1:22,1:34,adult,male,sybille_springs,White/Numkins,spotlight,red,1704,R1704,yellow,1256,Y1256,SG131,NA,3.2,0.4,2.8,712,302,18,NA,335,36.4,21.5,181,25.8,65,66,bistre yellow,olive yellow,no,0,0,0,0,NA,no,0,0,0,NA,yes,2,4,6,NA,1,no,yes,yes,no,yes,NA,NA,no,no,no,yes,no,NA,no,NA,no,no,11,13,6,7,17,20,59+60,1,Bruise R airsac,None,None,Found dead 6 May 1990 - killed by predator -> killed on lek
575,"27, 28",1990,4,24,1:55,2:14,adult,male,sybille_springs,White/ Gillings,spotlight,white green,1514,WG1514,white,1480,W1480,SG159,NA,3.2,0.4,2.8,705,336,19,NA,324,37.8,21.7,163,24.6,65,63,bistre yellow,yellow olive,no,0,0,0,0,NA,yes,1,0,1,NA,yes,4,7,11,NA,1,no,yes,yes,yes,yes,NA,NA,no,no,no,yes,no,NA,no,NA,no,no,4,8.5,2.5,8,6.5,16.5,53+54,2,Hematoma left air sac from fighting,None,Mod Resp,Tick engorged on left air sac
576,"29, 30",1990,4,24,2:43,2:56,adult,male,sybille_springs,White/ Gillings,spotlight,white blue,1640,WB1640,green,1571,G1571,SG156,NA,3.15,0.35,2.8,650,281,4,NA,320,40.4,21.7,164,26.2,65,64,bistre yellow,olive yellow,no,0,0,0,0,NA,NA,NA,NA,NA,Upper edge both,yes,0,1,1,NA,2,no,yes,yes,yes,yes,NA,NA,no,no,no,yes,no,NA,no,Tapeworm eggs present,no,no,9,11.5,5,4.5,14,16,51+52,2,Rear end no feathers and abraded,None,None,bruised R air sac
577,"31, 32",1990,4,24,4:50,5:03,adult,male,sybille_springs,White/ Gillings,spotlight,white yellow,1201,WY1201,orange,1391,O1391,SG163,NA,3.1,0.35,2.75,745,307,17,NA,315,38.3,20.1,145,23.5,65,68,bistre yellow,yellow olive,no,0,0,0,0,NA,yes,2,2,4,NA,yes,15,15,30,NA,4,no,yes,yes,yes,yes,NA,NA,no,no,no,yes,no,NA,no,NA,no,no,8.5,10,6.5,4,15,14,49+50,2,None,None,High Resp,"Tags found in Booker wing barrel, 3 Sept 1990. Too many hematomas to apply artificial"
578,"33, 34",1990,4,24,5:10,5:21,adult,male,sybille_springs,White/ Gillings,spotlight,white red,1763,WR1763,green,1575,G1575,SG161,NA,3.2,0.4,2.8,712,305,20,NA,312,41,41,157,25.9,66,68,bistre yellow,olive yellow,no,0,0,0,0,NA,yes,0,2,2,NA,no,0,0,0,NA,3,yes,yes,yes,yes,yes,NA,NA,no,no,no,yes,no,NA,no,NA,no,no,11,18,7,11,18,29,41+42,2,None,None,Mod Resp,NA
579,"35, 36",1990,5,6,1:31,1:49,adult,male,sybille_springs,White/Cushman,spotlight,white green,1509,WG1509,orange,1381,O1381,SG178,NA,3.2,0.4,2.8,755,351,19,NA,331,39.8,22.5,161,24.1,68,65,bistre yellow,yellow olive,no,0,0,2,2,Lagopoecus gibsoni 2 females,yes,2,0,2,NA,yes,4,1,5,NA,2,no,yes,yes,yes,yes,NA,NA,no,no,no,yes,yes,NA,no,NA,yes,no,16,19.5,8,8.5,24,28,77+78,2,2 (?) left air sac,None,Slight rest,NA
580,"37, 38",1990,5,6,1:55,2:11,adult,male,sybille_springs,White/Cushman,spotlight,white orange,1305,WO1305,yellow,1285,Y1285,SG177,NA,3.2,0.4,2.8,749,328,20,NA,333,38.9,22.1,148,24.5,68,69,bistre yellow,olive yellow,no,0,0,1,1,NA,yes,2,1,3,NA,yes,0,4,4,NA,3,yes,yes,yes,yes,yes,NA,NA,no,no,no,yes,no,NA,no,NA,no,no,19,11,8.5,7,27.5,18,79+80,2,Tick engorgement on R air sac,None,None,NA
581,"39, 40",1990,5,6,4:14,4:26,adult,male,sybille_springs,White/Cushman,spotlight,white,1422,W1422,white red,1742,WR1742,SG179,NA,3.3,0.4,2.9,755,325,17,NA,337,40.1,21.7,150,25,68,65,bistre yellow,olive yellow,no,0,0,0,0,NA,yes,0,2,2,NA,yes,2,6,8,NA,1,no,yes,yes,yes,yes,NA,NA,no,no,no,no,no,NA,no,Tapeworm eggs,no,no,13,17,8,9,21,26,81+82,2,"Engorgement on R air sac, buised from fight",None,None,NA
582,"41, 42",1990,4,13,1:40,1:52,juven,male,sybille_springs,White/ Numkins,spotlight,white red,1732,WR1732,yellow,1284,Y1284,SG132,NA,3.6,0.5,3.1,692,300,20,NA,339,42.7,21.4,174,25.7,68,67,yellow,olive yellow,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,2,6,8,NA,NA,NA,yes,yes,yes,yes,NA,NA,no,no,no,yes,no,NA,no,NA,no,no,9,11,8,9,17,20,61+62,1,Scratches on L air sac,None,None,Probably an adult
